year,country1,country2,n_speeches,freq1,freq2,score
2014,CZE,PAN,2,4,4,4.0
2017,CHE,LIE,2,4,4,4.0
1998,KWT,PAK,2,4,4,4.0
2013,AUT,CZE,2,4,4,4.0
1995,TUN,ZWE,2,4,4,4.0
2003,JPN,TZA,2,4,4,4.0
2008,ESP,MYS,2,4,4,4.0
2003,JPN,UGA,2,4,4,4.0
2019,ESP,HRV,2,4,4,4.0
1999,JPN,PHL,2,4,4,4.0
2014,NOR,UKR,2,4,4,4.0
2014,AUT,CHE,2,4,4,4.0
2017,CHE,LTU,2,4,4,4.0
2009,HRV,NOR,2,4,4,4.0
2019,DNK,FRA,2,4,4,4.0
2009,GRC,TUR,2,4,4,4.0
2008,ESP,HRV,2,4,4,4.0
2019,DNK,ESP,2,4,4,4.0
2003,KWT,QAT,2,4,4,4.0
2003,LAO,SDN,2,4,4,4.0
2003,LAO,SGP,2,4,4,4.0
2003,LAO,SLV,2,4,4,4.0
2003,LAO,THA,2,4,4,4.0
2017,KEN,SDN,1,4,4,4.0
2017,CHE,SVN,2,4,4,4.0
2003,LAO,TUR,2,4,4,4.0
2017,CHE,SWE,2,4,4,4.0
2017,CHE,TUN,2,4,4,4.0
2003,LAO,VNM,2,4,4,4.0
2009,GRC,MEX,2,4,4,4.0
2003,LAO,ZAF,2,4,4,4.0
2009,GRC,MDA,2,4,4,4.0
2017,CHE,TUR,2,4,4,4.0
2017,CHE,UKR,2,4,4,4.0
2019,AUT,DNK,2,4,4,4.0
2003,LBN,MHL,2,4,4,4.0
2003,LBN,MKD,2,4,4,4.0
2011,PER,SWE,2,4,4,4.0
2017,ISR,URY,2,4,4,4.0
2003,LBN,NOR,2,4,4,4.0
2015,ALB,CZE,2,4,4,4.0
2015,EST,USA,2,4,4,4.0
2011,PER,URY,2,4,4,4.0
2009,GRC,LIE,2,4,4,4.0
2017,ISR,TUN,2,4,4,4.0
2014,CZE,LIE,2,4,4,4.0
2014,DEU,LBY,2,4,4,4.0
2014,CZE,JPN,2,4,4,4.0
2017,CHE,SVK,2,4,4,4.0
2017,CHE,SMR,2,4,4,4.0
2003,LAO,NZL,2,4,4,4.0
2008,EGY,JOR,2,4,4,4.0
2017,CHE,POL,2,4,4,4.0
2013,AUT,BEL,2,4,4,4.0
2019,ESP,GNQ,2,4,4,4.0
2014,DEU,JPN,2,4,4,4.0
2015,FIN,FRA,2,4,4,4.0
2014,CZE,MEX,2,4,4,4.0
2014,CZE,MDA,2,4,4,4.0
2009,GRC,SVN,2,4,4,4.0
2015,ETH,SOM,1,4,4,4.0
2003,KWT,TUN,2,4,4,4.0
2019,AUT,CRI,2,4,4,4.0
2009,GRC,SVK,2,4,4,4.0
2009,GRC,SGP,2,4,4,4.0
2017,CHE,ROU,2,4,4,4.0
2003,LAO,NOR,2,4,4,4.0
2014,CZE,MCO,2,4,4,4.0
2009,GRC,ROU,2,4,4,4.0
2014,NZL,PAN,2,4,4,4.0
2019,AUT,DEU,2,4,4,4.0
1998,KWT,YEM,2,4,4,4.0
2003,LAO,LBN,2,4,4,4.0
2009,GRC,PRT,2,4,4,4.0
2003,LAO,LVA,2,4,4,4.0
2009,GRC,PAN,2,4,4,4.0
2011,PER,SVN,2,4,4,4.0
1999,ITA,NOR,2,4,4,4.0
2019,SVN,SWE,2,4,4,4.0
2003,LAO,NIC,2,4,4,4.0
2003,THA,YEM,2,4,4,4.0
2014,BEL,MCO,2,4,4,4.0
2009,DJI,HRV,2,4,4,4.0
2013,BIH,POL,2,4,4,4.0
2006,DNK,LBN,2,4,4,4.0
2015,CAF,SDN,2,4,4,4.0
2017,GEO,JPN,2,4,4,4.0
2017,EST,KOR,2,4,4,4.0
2019,NLD,PRT,2,4,4,4.0
2014,CAN,MDA,2,4,4,4.0
2013,BGR,BIH,2,4,4,4.0
2013,BIH,NLD,2,4,4,4.0
2007,PER,USA,2,4,4,4.0
2009,BGR,TUR,2,4,4,4.0
2009,BGR,SWE,2,4,4,4.0
2013,BIH,MNE,2,4,4,4.0
2019,CRI,LTU,2,4,4,4.0
2006,ESH,MAR,1,4,4,4.0
2013,BIH,LVA,2,4,4,4.0
1999,ARE,CUB,2,4,4,4.0
2017,GEO,IRL,2,4,4,4.0
2014,CAN,MCO,2,4,4,4.0
2017,GEO,HUN,2,4,4,4.0
1995,HRV,PAK,2,4,4,4.0
2007,PAN,SVK,2,4,4,4.0
2009,BGR,SGP,2,4,4,4.0
2019,CRI,KEN,2,4,4,4.0
2019,CAN,ITA,2,4,4,4.0
2017,EST,MDA,2,4,4,4.0
2009,BGR,ROU,2,4,4,4.0
2009,BGR,PRT,2,4,4,4.0
2017,GEO,GRC,2,4,4,4.0
2007,PAN,PER,2,4,4,4.0
2013,BIH,NOR,2,4,4,4.0
2006,DNK,GRC,2,4,4,4.0
2013,BIH,SVN,2,4,4,4.0
2017,GEO,KAZ,2,4,4,4.0
2014,EST,MDA,2,4,4,4.0
2019,CRI,MKD,2,4,4,4.0
1999,ALB,IRQ,2,4,4,4.0
2014,EST,MCO,2,4,4,4.0
1995,HUN,ROU,2,4,4,4.0
2014,SVN,UKR,2,4,4,4.0
2015,CAN,FIN,2,4,4,4.0
2017,EST,IRQ,2,4,4,4.0
1995,HUN,PAK,2,4,4,4.0
2012,LBR,MLI,2,4,4,4.0
2014,EST,LIE,2,4,4,4.0
2014,EST,JPN,2,4,4,4.0
2017,GEO,MAR,2,4,4,4.0
2019,CRI,MAR,2,4,4,4.0
2015,CAN,EST,2,4,4,4.0
2014,DNK,UKR,2,4,4,4.0
1995,HUN,MYS,2,4,4,4.0
2019,CRI,LVA,2,4,4,4.0
2019,NLD,NOR,2,4,4,4.0
2017,GEO,LTU,2,4,4,4.0
2017,GEO,LIE,2,4,4,4.0
2017,GEO,KOR,2,4,4,4.0
2015,CAN,DNK,2,4,4,4.0
2015,CAN,CZE,2,4,4,4.0
2019,NLD,POL,2,4,4,4.0
1995,HUN,IND,2,4,4,4.0
2013,BIH,ROU,2,4,4,4.0
2013,BIH,PRT,2,4,4,4.0
2014,CAN,MEX,2,4,4,4.0
2009,BGR,PAN,2,4,4,4.0
2019,CAN,JPN,2,4,4,4.0
2019,CAN,KEN,2,4,4,4.0
2015,BEL,ESP,2,4,4,4.0
2017,EST,SAU,2,4,4,4.0
2017,EST,SEN,2,4,4,4.0
2009,BGR,GRC,2,4,4,4.0
1999,BLR,PHL,2,4,4,4.0
2017,EST,SMR,2,4,4,4.0
1995,CUB,TUN,2,4,4,4.0
2009,BGR,ESP,2,4,4,4.0
2015,BEL,GRC,2,4,4,4.0
2009,BGR,DNK,2,4,4,4.0
2014,ESP,PRT,2,4,4,4.0
2019,CAN,MNE,2,4,4,4.0
2013,BIH,GRC,2,4,4,4.0
2017,FRA,SMR,2,4,4,4.0
2015,BEL,ISL,2,4,4,4.0
2019,CRI,GNQ,2,4,4,4.0
2009,BGR,DEU,2,4,4,4.0
2017,FRA,RWA,2,4,4,4.0
2012,DEU,RUS,2,4,4,4.0
2017,EST,TUN,2,4,4,4.0
2014,ESP,MNE,2,4,4,4.0
2014,ESP,MLT,2,4,4,4.0
2009,BGR,CAN,2,4,4,4.0
2017,EST,URY,2,4,4,4.0
2014,ESP,MEX,2,4,4,4.0
2009,AUT,JPN,2,4,4,4.0
2017,FRA,RUS,2,4,4,4.0
2015,BEL,ISR,2,4,4,4.0
2009,BFA,TZA,2,4,4,4.0
2012,JPN,USA,2,4,4,4.0
2014,ESP,RUS,2,4,4,4.0
2012,DEU,ITA,2,4,4,4.0
2006,GRC,SVK,2,4,4,4.0
1999,BLR,ZMB,2,4,4,4.0
2009,BGR,NOR,2,4,4,4.0
2009,AUS,NZL,2,4,4,4.0
2013,BIH,LTU,2,4,4,4.0
2009,AUS,PRT,2,4,4,4.0
2006,FRA,JPN,2,4,4,4.0
2009,BGR,NLD,2,4,4,4.0
2014,EST,GEO,2,4,4,4.0
2009,AUS,TUR,2,4,4,4.0
2015,CAF,IRN,2,4,4,4.0
2019,CRI,JPN,2,4,4,4.0
2007,MMR,SGP,2,4,4,4.0
2019,CRI,ITA,2,4,4,4.0
2014,CAN,LIE,2,4,4,4.0
2013,BIH,JPN,2,4,4,4.0
2019,CAN,LVA,2,4,4,4.0
2013,BIH,ISR,2,4,4,4.0
2014,CAN,JPN,2,4,4,4.0
2013,BIH,ISL,2,4,4,4.0
2009,BGR,LUX,2,4,4,4.0
2017,EST,PER,2,4,4,4.0
2014,ESP,UKR,2,4,4,4.0
2017,FRA,TUN,2,4,4,4.0
2013,BIH,HUN,2,4,4,4.0
2009,BGR,KOR,2,4,4,4.0
2019,CAN,LTU,2,4,4,4.0
2012,DEU,GTM,2,4,4,4.0
2012,DEU,IND,2,4,4,4.0
2009,BGR,ITA,2,4,4,4.0
2015,CAN,FRA,2,4,4,4.0
2019,CRI,MNE,2,4,4,4.0
2017,MAR,MLT,2,4,4,4.0
2017,GRC,PRT,2,4,4,4.0
2015,CAN,NZL,2,4,4,4.0
2015,CAN,NOR,2,4,4,4.0
2017,GRC,NOR,2,4,4,4.0
2015,CAN,MYS,2,4,4,4.0
2015,CAN,MNE,2,4,4,4.0
2017,ESP,PER,2,4,4,4.0
2012,COG,USA,2,4,4,4.0
2019,MNE,NOR,2,4,4,4.0
2013,BEL,SWE,2,4,4,4.0
2017,NOR,TUN,2,4,4,4.0
2006,BDI,CAF,2,4,4,4.0
2017,MDA,MKD,2,4,4,4.0
1999,CHE,ZMB,2,4,4,4.0
2006,BDI,KEN,2,4,4,4.0
1999,CHE,ZAF,2,4,4,4.0
2017,MDA,MLT,2,4,4,4.0
2017,MDA,MNE,2,4,4,4.0
2019,CAN,CHE,2,4,4,4.0
2017,GRC,MKD,2,4,4,4.0
1995,IND,ZWE,2,4,4,4.0
2015,CAN,MLT,2,4,4,4.0
1999,CHE,SVK,2,4,4,4.0
2019,CAN,CRI,2,4,4,4.0
2017,MDA,NLD,2,4,4,4.0
2019,CAN,CZE,2,4,4,4.0
2017,NOR,SMR,2,4,4,4.0
1995,IND,TUN,2,4,4,4.0
2017,GRC,LIE,2,4,4,4.0
2017,NOR,SEN,2,4,4,4.0
2017,MAR,USA,2,4,4,4.0
1999,AGO,BDI,2,4,4,4.0
2013,BIH,SWE,2,4,4,4.0
2017,MAR,TUN,2,4,4,4.0
2012,CIV,FRA,2,4,4,4.0
2009,CAN,CZE,2,4,4,4.0
2017,MAR,MNE,2,4,4,4.0
2019,CUB,IRN,1,6,3,4.0
2017,HRV,IRQ,2,4,4,4.0
1998,IND,TZA,2,4,4,4.0
2009,CAN,CRI,2,4,4,4.0
2013,CAN,CHL,2,4,4,4.0
1999,AFG,NOR,2,4,4,4.0
2017,MAR,PER,2,4,4,4.0
2009,CAN,CHE,2,4,4,4.0
2013,BEL,ROU,2,4,4,4.0
2015,CAN,PRT,2,4,4,4.0
2017,GRC,USA,2,4,4,4.0
2017,MAR,QAT,2,4,4,4.0
2017,MAR,ROU,2,4,4,4.0
2019,MMR,POL,2,4,4,4.0
2017,GRC,UKR,2,4,4,4.0
2006,ARG,JPN,2,4,4,4.0
2015,AUT,USA,2,4,4,4.0
2017,MAR,SEN,2,4,4,4.0
2013,BEL,SVN,2,4,4,4.0
2015,CAN,POL,2,4,4,4.0
2017,MAR,SMR,2,4,4,4.0
2019,CRI,TUR,2,4,4,4.0
2006,AUS,IDN,2,4,4,4.0
2014,CAN,PAN,2,4,4,4.0
2019,CRI,SRB,2,4,4,4.0
2013,CAF,LBR,2,4,4,4.0
2017,NOR,SAU,2,4,4,4.0
2017,MDA,POL,2,4,4,4.0
2017,ESP,SAU,2,4,4,4.0
1999,CHE,RWA,2,4,4,4.0
2017,NLD,SEN,2,4,4,4.0
1999,CHE,IRQ,2,4,4,4.0
1999,CHE,IDN,2,4,4,4.0
2015,CAN,ISR,2,4,4,4.0
2006,CAF,UGA,2,4,4,4.0
2017,MDA,TUR,2,4,4,4.0
2019,CAN,GEO,2,4,4,4.0
2017,NLD,SAU,2,4,4,4.0
2017,GEO,USA,2,4,4,4.0
2017,MDA,URY,2,4,4,4.0
2017,MDA,USA,2,4,4,4.0
1999,CHE,FIN,2,4,4,4.0
2019,CAN,GNQ,2,4,4,4.0
2017,GEO,URY,2,4,4,4.0
2015,CAN,HUN,2,4,4,4.0
2017,GEO,TUN,2,4,4,4.0
2013,BEL,URY,2,4,4,4.0
1999,CHE,CRI,2,4,4,4.0
1998,IND,NOR,2,4,4,4.0
2019,MNE,USA,2,4,4,4.0
2017,GEO,SMR,2,4,4,4.0
2019,CRI,NOR,2,4,4,4.0
2017,NLD,PER,2,4,4,4.0
2013,BEL,USA,2,4,4,4.0
2015,CAN,HRV,2,4,4,4.0
2017,GEO,NZL,2,4,4,4.0
2014,EST,MEX,2,4,4,4.0
2017,GEO,NOR,2,4,4,4.0
2014,DEU,FRA,2,4,4,4.0
2017,MDA,SWE,2,4,4,4.0
2019,CAN,ESP,2,4,4,4.0
2017,NLD,SMR,2,4,4,4.0
2019,CAN,DNK,2,4,4,4.0
1998,IND,SDN,2,4,4,4.0
2017,NOR,PRT,2,4,4,4.0
2019,MNE,POL,2,4,4,4.0
2017,NOR,PER,2,4,4,4.0
2017,ESP,SEN,2,4,4,4.0
2017,ESP,SMR,2,4,4,4.0
2017,NOR,NZL,2,4,4,4.0
2012,LBY,ZAF,2,4,4,4.0
2019,MNE,PRT,2,4,4,4.0
2015,CAN,LVA,2,4,4,4.0
2014,EST,PAN,2,4,4,4.0
2017,ESP,TUN,2,4,4,4.0
1995,IND,ROU,2,4,4,4.0
1999,CHE,NZL,2,4,4,4.0
2013,BIH,URY,2,4,4,4.0
2017,NLD,URY,2,4,4,4.0
2017,MDA,ROU,2,4,4,4.0
2015,CAN,LUX,2,4,4,4.0
2017,ESP,URY,2,4,4,4.0
2019,CRI,PRT,2,4,4,4.0
2017,NLD,TUN,2,4,4,4.0
2015,CAN,LTU,2,4,4,4.0
1995,IND,NLD,2,4,4,4.0
2014,SWE,UKR,2,4,4,4.0
2019,CRI,POL,2,4,4,4.0
2017,MDA,SVK,2,4,4,4.0
2017,MDA,SVN,2,4,4,4.0
2019,MNE,SRB,2,4,4,4.0
2013,BIH,FIN,2,4,4,4.0
2007,ITA,SVK,2,4,4,4.0
2009,BFA,TUR,2,4,4,4.0
2017,MKD,NZL,2,4,4,4.0
2009,BEL,TZA,2,4,4,4.0
2019,NOR,USA,2,4,4,4.0
2013,BGR,ISL,2,4,4,4.0
2007,ERI,ETH,1,4,4,4.0
2015,BGR,ISL,2,4,4,4.0
2017,FIN,SMR,2,4,4,4.0
2009,BEL,BFA,2,4,4,4.0
2015,BGR,CAN,2,4,4,4.0
2017,MLT,SMR,2,4,4,4.0
2009,BEL,BGR,2,4,4,4.0
2017,MKD,SMR,2,4,4,4.0
2019,COL,GTM,1,6,3,4.0
2009,BEL,CHL,2,4,4,4.0
2013,BGR,ISR,2,4,4,4.0
1995,EGY,JOR,2,4,4,4.0
1995,EGY,ISR,2,4,4,4.0
2009,BEL,SVN,2,4,4,4.0
2009,BEL,SVK,2,4,4,4.0
2007,BEL,COG,2,4,4,4.0
2013,BGR,ITA,2,4,4,4.0
2017,MLT,QAT,2,4,4,4.0
2009,BEL,CZE,2,4,4,4.0
2013,BGR,JPN,2,4,4,4.0
1999,BEL,ZAF,2,4,4,4.0
1999,BEL,UKR,2,4,4,4.0
2017,MKD,TUN,2,4,4,4.0
2017,FIN,MDA,2,4,4,4.0
2017,MKD,UKR,2,4,4,4.0
2012,GTM,USA,2,4,4,4.0
2007,ESP,GEO,1,4,4,4.0
2019,CHE,TUR,2,4,4,4.0
2014,CAF,GEO,2,4,4,4.0
2013,BGR,HUN,2,4,4,4.0
2019,CHE,MKD,2,4,4,4.0
1995,EGY,ROU,2,4,4,4.0
2007,ARG,BRA,2,4,4,4.0
2007,ARG,CAN,2,4,4,4.0
2007,ARG,CHL,2,4,4,4.0
2017,FIN,KOR,2,4,4,4.0
2007,ARG,FRA,2,4,4,4.0
2019,CHE,NOR,2,4,4,4.0
2017,FIN,TUN,2,4,4,4.0
2017,MLT,URY,2,4,4,4.0
1999,AUS,PAK,2,4,4,4.0
2007,ARG,PAN,2,4,4,4.0
2007,ARG,PER,2,4,4,4.0
2015,BGR,NZL,2,4,4,4.0
2007,ARG,USA,2,4,4,4.0
1999,AUS,PHL,2,4,4,4.0
2012,GRC,ITA,2,4,4,4.0
2019,CHE,PRT,2,4,4,4.0
2013,BGR,HRV,2,4,4,4.0
2019,NOR,SWE,2,4,4,4.0
2015,BGR,LTU,2,4,4,4.0
2012,GRC,USA,2,4,4,4.0
1998,IDN,SVK,2,4,4,4.0
2015,BGR,KOR,2,4,4,4.0
1999,BGR,ITA,2,4,4,4.0
1999,AUS,SLV,2,4,4,4.0
2017,MLT,TUN,2,4,4,4.0
2014,ESP,GEO,2,4,4,4.0
2017,MKD,NOR,2,4,4,4.0
2007,BEL,PAN,2,4,4,4.0
2007,BEL,PER,2,4,4,4.0
2007,BEL,SVK,2,4,4,4.0
1999,BEL,TZA,2,4,4,4.0
1999,BDI,FIN,2,4,4,4.0
2007,CAF,COG,2,4,4,4.0
1998,IDN,LBN,2,4,4,4.0
2017,FIN,SAU,2,4,4,4.0
2009,BEL,MEX,2,4,4,4.0
2012,IND,MAR,2,4,4,4.0
2007,CAN,CHL,2,4,4,4.0
2009,BEL,MDA,2,4,4,4.0
2007,CAN,FRA,2,4,4,4.0
1999,BEL,IDN,2,4,4,4.0
1999,BDI,NOR,2,4,4,4.0
1999,BEL,FIN,2,4,4,4.0
2017,FIN,PER,2,4,4,4.0
1999,BEL,EGY,2,4,4,4.0
2007,CAN,PAN,2,4,4,4.0
2007,CAN,PER,2,4,4,4.0
2007,CAN,USA,2,4,4,4.0
2017,MLI,SEN,2,4,4,4.0
2007,CHL,FRA,2,4,4,4.0
2009,BEL,KOR,2,4,4,4.0
2013,BGR,LTU,2,4,4,4.0
2009,BEL,JPN,2,4,4,4.0
2007,CHN,RUS,2,4,4,4.0
2012,IND,ZAF,2,4,4,4.0
2015,BGR,FRA,2,4,4,4.0
2007,CHL,PAN,2,4,4,4.0
2007,CHL,PER,2,4,4,4.0
1999,BEL,DZA,2,4,4,4.0
2007,CHL,USA,2,4,4,4.0
2009,BEL,EST,2,4,4,4.0
1999,BEL,JPN,2,4,4,4.0
2007,COG,FRA,2,4,4,4.0
2009,BEL,PAN,2,4,4,4.0
2012,GTM,ZAF,2,4,4,4.0
2007,COG,ZAF,2,4,4,4.0
2007,BFA,CIV,2,4,4,4.0
2019,CHL,MEX,1,4,4,4.0
2007,COG,USA,2,4,4,4.0
2015,BGR,ESP,2,4,4,4.0
2017,FIN,SEN,2,4,4,4.0
2007,COG,SVK,2,4,4,4.0
2009,BEL,SGP,2,4,4,4.0
1999,BEL,RWA,2,4,4,4.0
1995,EGY,HUN,2,4,4,4.0
2009,BEL,ROU,2,4,4,4.0
2009,BEL,PRT,2,4,4,4.0
1999,BEL,PRT,2,4,4,4.0
2007,COG,GHA,2,4,4,4.0
2007,BRA,CAN,2,4,4,4.0
2007,BRA,CHL,2,4,4,4.0
2015,BGR,GRC,2,4,4,4.0
2019,COG,MLI,2,4,4,4.0
2017,MKD,URY,2,4,4,4.0
2017,MKD,USA,2,4,4,4.0
2007,BRA,FRA,2,4,4,4.0
1999,BEL,NOR,2,4,4,4.0
2007,COG,PAN,2,4,4,4.0
2007,BRA,PAN,2,4,4,4.0
2007,BRA,PER,2,4,4,4.0
2014,EGY,USA,2,4,4,4.0
2007,BRA,USA,2,4,4,4.0
2007,AGO,LBR,2,4,4,4.0
1995,EGY,SDN,2,4,4,4.0
2019,NOR,SVK,2,4,4,4.0
2012,ESP,USA,2,4,4,4.0
2009,BFA,LUX,2,4,4,4.0
2013,BGR,URY,2,4,4,4.0
2009,BFA,LIE,2,4,4,4.0
2009,BFA,JPN,2,4,4,4.0
1999,ARE,UKR,2,4,4,4.0
2017,ETH,LIE,2,4,4,4.0
2015,BEL,KOR,2,4,4,4.0
2013,BGR,SWE,2,4,4,4.0
2009,BFA,HRV,2,4,4,4.0
2009,BFA,GRC,2,4,4,4.0
2013,BGR,SVN,2,4,4,4.0
2017,ETH,MAR,2,4,4,4.0
2019,CRI,ESP,2,4,4,4.0
2009,BFA,FIN,2,4,4,4.0
2009,BFA,EST,2,4,4,4.0
2015,BEL,LTU,2,4,4,4.0
2017,FRA,PER,2,4,4,4.0
2009,BFA,DEU,2,4,4,4.0
2009,BFA,CZE,2,4,4,4.0
2009,BFA,CRI,2,4,4,4.0
2017,ETH,MKD,2,4,4,4.0
2009,BFA,CHE,2,4,4,4.0
2009,BFA,CAN,2,4,4,4.0
2009,AUT,MEX,2,4,4,4.0
2017,MNE,URY,2,4,4,4.0
2017,FRA,NZL,2,4,4,4.0
2017,MNE,UKR,2,4,4,4.0
2013,BGR,ROU,2,4,4,4.0
2012,JOR,USA,2,4,4,4.0
2017,ETH,KOR,2,4,4,4.0
2019,CAN,SRB,2,4,4,4.0
2012,EGY,JOR,2,4,4,4.0
2017,ETH,HUN,2,4,4,4.0
2009,BFA,SWE,2,4,4,4.0
2009,BFA,SVN,2,4,4,4.0
2007,ITA,PER,2,4,4,4.0
2009,BFA,SVK,2,4,4,4.0
2014,ESP,MDA,2,4,4,4.0
2007,ITA,PAN,2,4,4,4.0
2013,BIH,EST,2,4,4,4.0
1999,BLR,IDN,2,4,4,4.0
2019,NLD,SVN,2,4,4,4.0
2012,JPN,PRT,2,4,4,4.0
2017,ETH,GEO,2,4,4,4.0
2017,ETH,GRC,2,4,4,4.0
2013,BIH,ESP,2,4,4,4.0
2009,BFA,NOR,2,4,4,4.0
2013,BIH,CRI,2,4,4,4.0
2009,BFA,NLD,2,4,4,4.0
2014,ESP,MCO,2,4,4,4.0
2019,CAN,POL,2,4,4,4.0
2006,LBN,SVK,2,4,4,4.0
1995,CZE,DEU,2,4,4,4.0
2017,ETH,ISL,2,4,4,4.0
2019,NLD,SWE,2,4,4,4.0
2017,ETH,ISR,2,4,4,4.0
2013,BIH,DNK,2,4,4,4.0
2013,BIH,CZE,2,4,4,4.0
2009,BFA,MEX,2,4,4,4.0
1999,BLR,CRI,2,4,4,4.0
2012,JPN,NZL,2,4,4,4.0
2017,ETH,MNE,2,4,4,4.0
2017,ETH,NOR,2,4,4,4.0
1995,EGY,SVN,2,4,4,4.0
2014,ESP,LUX,2,4,4,4.0
2013,BGR,ESP,2,4,4,4.0
2012,FRA,NZL,2,4,4,4.0
2017,FRA,KOR,2,4,4,4.0
2013,BGR,NOR,2,4,4,4.0
2017,ETH,TCD,1,4,4,4.0
2014,ESP,JPN,2,4,4,4.0
2014,CAN,GEO,2,4,4,4.0
2017,MNE,QAT,2,4,4,4.0
2013,BGR,EST,2,4,4,4.0
2017,ETH,TUN,2,4,4,4.0
2015,BGR,USA,2,4,4,4.0
2013,BGR,NLD,2,4,4,4.0
2017,MNE,PRT,2,4,4,4.0
2013,BGR,FIN,2,4,4,4.0
2017,FRA,IRL,2,4,4,4.0
1999,AUS,IND,2,4,4,4.0
2017,ETH,TUR,2,4,4,4.0
2019,CHE,IDN,2,4,4,4.0
2017,FRA,GRC,2,4,4,4.0
2017,ETH,ZAF,1,4,4,4.0
2019,CHE,IRL,2,4,4,4.0
2013,BGR,MNE,2,4,4,4.0
1998,IDN,UKR,2,4,4,4.0
2017,FIN,URY,2,4,4,4.0
2019,NOR,SRB,2,4,4,4.0
2013,BGR,GRC,2,4,4,4.0
2013,BGR,LVA,2,4,4,4.0
2019,CHE,MAR,2,4,4,4.0
2017,FIN,IRQ,2,4,4,4.0
2009,AUT,USA,2,4,4,4.0
2017,FRA,LIE,2,4,4,4.0
2012,ITA,PRT,2,4,4,4.0
2015,BEL,NZL,2,4,4,4.0
1998,IND,KWT,2,4,4,4.0
2017,MNE,TUN,2,4,4,4.0
2019,CAN,USA,2,4,4,4.0
2019,CRI,CZE,2,4,4,4.0
2013,BGR,PRT,2,4,4,4.0
2017,FRA,NGA,2,4,4,4.0
2017,ETH,PRT,2,4,4,4.0
2013,BGR,CRI,2,4,4,4.0
2013,BGR,CZE,2,4,4,4.0
2013,BGR,DEU,2,4,4,4.0
1995,DEU,FRA,2,4,4,4.0
1995,DEU,HND,2,4,4,4.0
2012,FRA,GRC,2,4,4,4.0
1999,AUS,BLR,2,4,4,4.0
2013,BGR,DNK,2,4,4,4.0
2017,ETH,SDN,1,4,4,4.0
2017,FRA,MDA,2,4,4,4.0
2012,FRA,IND,2,4,4,4.0
2012,FRA,JPN,2,4,4,4.0
1999,AUS,CUB,2,4,4,4.0
2012,FRA,LBN,1,4,4,4.0
2019,CHE,DNK,2,4,4,4.0
2013,BGR,POL,2,4,4,4.0
2014,ESP,LIE,2,4,4,4.0
2017,ETH,SMR,2,4,4,4.0
2017,MNE,SMR,2,4,4,4.0
2014,ESP,KOR,2,4,4,4.0
1999,AUS,DEU,2,4,4,4.0
2012,CHN,ZAF,2,4,4,4.0
1999,AFG,JPN,2,4,4,4.0
2013,BEL,GRC,2,4,4,4.0
2019,DEU,IRL,2,4,4,4.0
2014,BGR,CAN,2,4,4,4.0
2017,ROU,TUN,2,4,4,4.0
2017,DNK,KAZ,2,4,4,4.0
2019,MKD,MNE,2,4,4,4.0
2019,BGR,USA,2,4,4,4.0
2009,CZE,LIE,2,4,4,4.0
2009,CZE,JPN,2,4,4,4.0
2014,BGR,CZE,2,4,4,4.0
2004,ESP,PHL,2,4,4,4.0
2017,LTU,MKD,2,4,4,4.0
2017,HUN,PER,2,4,4,4.0
2013,CHE,JPN,2,4,4,4.0
2019,DEU,IDN,2,4,4,4.0
1998,IRQ,JOR,2,4,4,4.0
2014,BGR,DEU,2,4,4,4.0
2009,CZE,ITA,2,4,4,4.0
2017,DNK,KOR,2,4,4,4.0
2017,HUN,MNE,2,4,4,4.0
2015,CZE,GRC,2,4,4,4.0
2009,CZE,HRV,2,4,4,4.0
2004,FRA,PHL,2,4,4,4.0
2015,CZE,FRA,2,4,4,4.0
2015,CZE,ESP,2,4,4,4.0
2014,BGR,DNK,2,4,4,4.0
2009,CZE,GRC,2,4,4,4.0
2014,BGR,ESP,2,4,4,4.0
2017,HUN,MLT,2,4,4,4.0
2017,ROU,SMR,2,4,4,4.0
2009,CZE,FIN,2,4,4,4.0
2019,BGR,TUR,2,4,4,4.0
2009,CZE,LUX,2,4,4,4.0
2017,HUN,SEN,2,4,4,4.0
2017,ROU,URY,2,4,4,4.0
2017,HUN,RWA,2,4,4,4.0
2019,BGR,LVA,2,4,4,4.0
2004,COG,LBR,2,4,4,4.0
2019,BGR,MAR,2,4,4,4.0
2019,BGR,MKD,2,4,4,4.0
2019,BGR,MNE,2,4,4,4.0
2013,BEL,KOR,2,4,4,4.0
2019,BGR,NLD,2,4,4,4.0
2017,HUN,ROU,2,4,4,4.0
2019,DEU,ITA,2,4,4,4.0
2009,CZE,NOR,2,4,4,4.0
2009,CZE,NLD,2,4,4,4.0
2015,CZE,LTU,2,4,4,4.0
2015,CZE,KOR,2,4,4,4.0
1998,NOR,SDN,2,4,4,4.0
2014,BEL,UKR,2,4,4,4.0
2017,RUS,UKR,2,4,4,4.0
2011,UKR,USA,2,4,4,4.0
2017,DNK,HUN,2,4,4,4.0
2004,DEU,JOR,2,4,4,4.0
2017,HUN,QAT,2,4,4,4.0
1998,NOR,SVK,2,4,4,4.0
2009,CZE,MEX,2,4,4,4.0
2004,DEU,ROU,2,4,4,4.0
2015,CZE,ISL,2,4,4,4.0
2019,BGR,SRB,2,4,4,4.0
2004,DZA,ISR,2,4,4,4.0
2019,BGR,SVK,2,4,4,4.0
2019,BGR,SWE,2,4,4,4.0
2009,CZE,EST,2,4,4,4.0
