year,country1,country2,n_speeches,freq1,freq2,score
1998,NOR,PHL,1,2,2,2.0
1998,NOR,NZL,1,2,2,2.0
1998,NLD,ZWE,1,2,2,2.0
1999,AFG,GUY,1,2,2,2.0
1999,AFG,IDN,1,2,2,2.0
1999,AFG,IRQ,1,2,2,2.0
1999,ARG,USA,1,2,2,2.0
1999,AUS,DOM,1,2,2,2.0
1999,AUS,DJI,1,2,2,2.0
1999,AUS,CRI,1,2,2,2.0
1999,AUS,CHE,1,2,2,2.0
1999,AUS,BRA,1,2,2,2.0
1999,AUS,BEL,1,2,2,2.0
1999,AUS,AZE,1,2,2,2.0
1999,ARG,ZWE,1,2,2,2.0
1999,ARG,ZMB,1,2,2,2.0
1999,ARG,ZAF,1,2,2,2.0
1999,ARG,TZA,1,2,2,2.0
1999,AUS,ECU,1,2,2,2.0
1999,ARG,SDN,1,2,2,2.0
1999,ARG,RWA,1,2,2,2.0
1999,ARG,RUS,1,2,2,2.0
1999,ARG,KEN,1,2,2,2.0
1999,ARG,JPN,1,2,2,2.0
1999,ARG,EGY,1,2,2,2.0
1999,ARG,DEU,1,2,2,2.0
1999,ARG,COG,1,2,2,2.0
1999,ARE,ZMB,1,2,2,2.0
1999,ARE,ZAF,1,2,2,2.0
1999,AUS,DZA,1,2,2,2.0
1999,AUS,GTM,1,2,2,2.0
1999,AFG,KAZ,1,2,2,2.0
1999,AZE,DEU,1,2,2,2.0
1999,AZE,NZL,1,2,2,2.0
1999,AZE,NOR,1,2,2,2.0
1999,AZE,JPN,1,2,2,2.0
1999,AZE,JAM,1,2,2,2.0
1999,AZE,IND,1,2,2,2.0
1999,AZE,IDN,1,2,2,2.0
1999,AZE,HTI,1,2,2,2.0
1999,AZE,GTM,1,2,2,2.0
1999,AZE,EGY,1,2,2,2.0
1999,AZE,DOM,1,2,2,2.0
1999,AZE,CRI,1,2,2,2.0
1999,AUS,HTI,1,2,2,2.0
1999,AZE,CHE,1,2,2,2.0
1999,AUS,YEM,1,2,2,2.0
1999,AUS,TZA,1,2,2,2.0
1999,AUS,SVK,1,2,2,2.0
1999,AUS,RWA,1,2,2,2.0
1999,AUS,MAR,1,2,2,2.0
1999,AUS,LAO,1,2,2,2.0
1999,AUS,KHM,1,2,2,2.0
1999,AUS,JAM,1,2,2,2.0
1999,AUS,IRQ,1,2,2,2.0
1999,ARE,TZA,1,2,2,2.0
1999,ARE,SVK,1,2,2,2.0
1999,ARE,SEN,1,2,2,2.0
1999,AFG,TZA,1,2,2,2.0
1999,AGO,USA,1,2,2,2.0
1999,AGO,SOM,1,2,2,2.0
1999,AGO,RUS,1,2,2,2.0
1999,AGO,NLD,1,2,2,2.0
1999,AGO,MAR,1,2,2,2.0
1999,AGO,CAN,1,2,2,2.0
1999,AFG,ZMB,1,2,2,2.0
1999,AFG,ZAF,1,2,2,2.0
1999,AFG,UKR,1,2,2,2.0
1999,AFG,UGA,1,2,2,2.0
1999,AFG,TUR,1,2,2,2.0
1999,ARE,SDN,1,2,2,2.0
1999,AFG,TKM,1,2,2,2.0
1999,AFG,SVK,1,2,2,2.0
1999,AFG,SDN,1,2,2,2.0
1999,AFG,RWA,1,2,2,2.0
1999,AFG,PRT,1,2,2,2.0
1999,AFG,PHL,1,2,2,2.0
1999,AFG,NZL,1,2,2,2.0
1999,AFG,MOZ,1,2,2,2.0
1999,AFG,MCO,1,2,2,2.0
1999,AFG,KEN,1,2,2,2.0
1999,ALB,ARE,1,2,2,2.0
1999,ALB,BGR,1,2,2,2.0
1999,ALB,CHN,1,2,2,2.0
1999,ALB,CRI,1,2,2,2.0
1999,ARE,RWA,1,2,2,2.0
1999,ARE,PRT,1,2,2,2.0
1999,ARE,PHL,1,2,2,2.0
1999,ARE,NOR,1,2,2,2.0
1999,ARE,JPN,1,2,2,2.0
1999,ARE,IRN,1,2,2,2.0
1999,ARE,IND,1,2,2,2.0
1999,ARE,IDN,1,2,2,2.0
1999,ARE,FIN,1,2,2,2.0
1999,ARE,DZA,1,2,2,2.0
1999,ARE,DJI,1,2,2,2.0
1999,ARE,BLR,1,2,2,2.0
1999,ARE,BEL,1,2,2,2.0
1999,ARE,AUS,1,2,2,2.0
1999,ALB,SEN,1,2,2,2.0
1999,ALB,NOR,1,2,2,2.0
1999,ALB,MEX,1,2,2,2.0
1999,ALB,ITA,1,2,2,2.0
1999,ALB,IRN,1,2,2,2.0
1999,ALB,HUN,1,2,2,2.0
1999,ALB,FRA,1,2,2,2.0
1998,MYS,NLD,1,2,2,2.0
1998,MRT,ZAF,1,2,2,2.0
1998,ETH,LBN,1,2,2,2.0
1998,HRV,IND,1,2,2,2.0
1998,HUN,TUR,1,2,2,2.0
1998,HUN,PAK,1,2,2,2.0
1998,HRV,UKR,1,2,2,2.0
1998,HRV,TUN,1,2,2,2.0
1998,HRV,SVK,1,2,2,2.0
1998,HRV,SDN,1,2,2,2.0
1998,HRV,PAK,1,2,2,2.0
1998,HRV,NOR,1,2,2,2.0
1998,HRV,MYS,1,2,2,2.0
1998,HRV,JAM,1,2,2,2.0
1998,HRV,IDN,1,2,2,2.0
1998,HUN,USA,1,2,2,2.0
1998,GUY,ZWE,1,2,2,2.0
1998,GUY,ZAF,1,2,2,2.0
1998,GUY,UKR,1,2,2,2.0
1998,GUY,UGA,1,2,2,2.0
1998,GUY,TZA,1,2,2,2.0
1998,GUY,TUN,1,2,2,2.0
1998,GUY,PHL,1,2,2,2.0
1998,GUY,PAK,1,2,2,2.0
1998,GUY,NOR,1,2,2,2.0
1998,GUY,NLD,1,2,2,2.0
1998,HUN,UKR,1,2,2,2.0
1998,IDN,ITA,1,2,2,2.0
1998,GUY,MRT,1,2,2,2.0
1998,IND,NAM,1,2,2,2.0
1998,IRN,TJK,1,2,2,2.0
1998,IND,ZAF,1,2,2,2.0
1998,IND,YEM,1,2,2,2.0
1998,IND,UGA,1,2,2,2.0
1998,IND,SYR,1,2,2,2.0
1998,IND,SVK,1,2,2,2.0
1998,IND,QAT,1,2,2,2.0
1998,IND,PHL,1,2,2,2.0
1998,IND,OMN,1,2,2,2.0
1998,IND,NLD,1,2,2,2.0
1998,IND,MLT,1,2,2,2.0
1998,IDN,JAM,1,2,2,2.0
1998,IND,LBN,1,2,2,2.0
1998,IND,JOR,1,2,2,2.0
1998,IND,JAM,1,2,2,2.0
1998,IND,ITA,1,2,2,2.0
1998,IND,IRQ,1,2,2,2.0
1998,IDN,ZAF,1,2,2,2.0
1998,IDN,UGA,1,2,2,2.0
1998,IDN,SAU,1,2,2,2.0
1998,IDN,PHL,1,2,2,2.0
1998,IDN,NLD,1,2,2,2.0
1998,GUY,MYS,1,2,2,2.0
1998,GUY,MAR,1,2,2,2.0
1998,MRT,UKR,1,2,2,2.0
1998,ETH,ZAF,1,2,2,2.0
1998,GBR,USA,1,2,2,2.0
1998,GBR,LBY,1,2,2,2.0
1998,GAB,SVN,1,2,2,2.0
1998,GAB,HRV,1,2,2,2.0
1998,GAB,GMB,1,2,2,2.0
1998,FRA,SVN,1,2,2,2.0
1998,FRA,RUS,1,2,2,2.0
1998,FRA,NLD,1,2,2,2.0
1998,FRA,IRQ,1,2,2,2.0
1998,ETH,ZWE,1,2,2,2.0
1998,ETH,UKR,1,2,2,2.0
1998,GHA,IRQ,1,2,2,2.0
1998,ETH,UGA,1,2,2,2.0
1998,ETH,TZA,1,2,2,2.0
1998,ETH,TUN,1,2,2,2.0
1998,ETH,PHL,1,2,2,2.0
1998,ETH,PAK,1,2,2,2.0
1998,ETH,NOR,1,2,2,2.0
1998,ETH,NLD,1,2,2,2.0
1998,ETH,MYS,1,2,2,2.0
1998,ETH,MRT,1,2,2,2.0
1998,ETH,MAR,1,2,2,2.0
1998,GHA,IND,1,2,2,2.0
1998,GHA,JOR,1,2,2,2.0
1998,GUY,LBN,1,2,2,2.0
1998,GMB,HRV,1,2,2,2.0
1998,GUY,KWT,1,2,2,2.0
1998,GUY,ITA,1,2,2,2.0
1998,GUY,IND,1,2,2,2.0
1998,GUY,IDN,1,2,2,2.0
1998,GRC,USA,1,2,2,2.0
1998,GRC,UKR,1,2,2,2.0
1998,GRC,TUR,1,2,2,2.0
1998,GRC,PAK,1,2,2,2.0
1998,GRC,HUN,1,2,2,2.0
1998,GMB,SVN,1,2,2,2.0
1998,GIN,LBR,1,2,2,2.0
1998,GHA,KWT,1,2,2,2.0
1998,GHA,YEM,1,2,2,2.0
1998,GHA,TZA,1,2,2,2.0
1998,GHA,SYR,1,2,2,2.0
1998,GHA,SDN,1,2,2,2.0
1998,GHA,QAT,1,2,2,2.0
1998,GHA,PAK,1,2,2,2.0
1998,GHA,OMN,1,2,2,2.0
1998,GHA,NAM,1,2,2,2.0
1998,GHA,MYS,1,2,2,2.0
1998,GHA,MLT,1,2,2,2.0
1998,IRN,USA,1,2,2,2.0
1998,IRN,UZB,1,2,2,2.0
1998,IRQ,LBN,1,2,2,2.0
1998,LBN,SDN,1,2,2,2.0
1998,MAR,NLD,1,2,2,2.0
1998,LVA,UKR,1,2,2,2.0
1998,LVA,SLV,1,2,2,2.0
1998,LVA,ROU,1,2,2,2.0
1998,LBN,ZWE,1,2,2,2.0
1998,LBN,ZAF,1,2,2,2.0
1998,LBN,YEM,1,2,2,2.0
1998,LBN,VNM,1,2,2,2.0
1998,LBN,UKR,1,2,2,2.0
1998,LBN,TZA,1,2,2,2.0
1998,LBN,SAU,1,2,2,2.0
1998,MAR,SAU,1,2,2,2.0
1998,LBN,QAT,1,2,2,2.0
1998,LBN,PHL,1,2,2,2.0
1998,LBN,PAK,1,2,2,2.0
1998,LBN,NLD,1,2,2,2.0
1998,LAO,VNM,1,2,2,2.0
1998,LAO,UGA,1,2,2,2.0
1998,LAO,LBN,1,2,2,2.0
1998,KWT,ZAF,1,2,2,2.0
1998,KWT,UKR,1,2,2,2.0
1998,KWT,UGA,1,2,2,2.0
1998,MAR,PHL,1,2,2,2.0
1998,MAR,SVK,1,2,2,2.0
1998,IRQ,MLT,1,2,2,2.0
1998,MLT,SDN,1,2,2,2.0
1998,MRT,UGA,1,2,2,2.0
1998,MRT,SAU,1,2,2,2.0
1998,MRT,PHL,1,2,2,2.0
1998,MRT,NLD,1,2,2,2.0
1998,MOZ,ZWE,1,2,2,2.0
1998,MOZ,ZAF,1,2,2,2.0
1998,MOZ,NAM,1,2,2,2.0
1998,MLT,YEM,1,2,2,2.0
1998,MLT,TZA,1,2,2,2.0
1998,MLT,SYR,1,2,2,2.0
1998,MLT,QAT,1,2,2,2.0
1998,MAR,UGA,1,2,2,2.0
1998,MLT,PAK,1,2,2,2.0
1998,MLT,OMN,1,2,2,2.0
1998,MLT,NAM,1,2,2,2.0
1998,MLT,MYS,1,2,2,2.0
1998,MEX,UKR,1,2,2,2.0
1998,MEX,NZL,1,2,2,2.0
1998,MEX,NOR,1,2,2,2.0
1998,MEX,MYS,1,2,2,2.0
1998,MAR,ZAF,1,2,2,2.0
1998,MAR,UKR,1,2,2,2.0
1998,KWT,SYR,1,2,2,2.0
1998,KWT,SAU,1,2,2,2.0
1998,KWT,PHL,1,2,2,2.0
1998,ITA,MAR,1,2,2,2.0
1998,JAM,MYS,1,2,2,2.0
1998,ITA,ZWE,1,2,2,2.0
1998,ITA,ZAF,1,2,2,2.0
1998,ITA,UGA,1,2,2,2.0
1998,ITA,TZA,1,2,2,2.0
1998,ITA,TUN,1,2,2,2.0
1998,ITA,PHL,1,2,2,2.0
1998,ITA,NOR,1,2,2,2.0
1998,ITA,NLD,1,2,2,2.0
1998,ITA,MRT,1,2,2,2.0
1998,ITA,LBN,1,2,2,2.0
1998,KWT,OMN,1,2,2,2.0
1998,ITA,KWT,1,2,2,2.0
1998,IRQ,TZA,1,2,2,2.0
1998,IRQ,SYR,1,2,2,2.0
1998,IRQ,SWE,1,2,2,2.0
1998,IRQ,SAU,1,2,2,2.0
1998,IRQ,PRT,1,2,2,2.0
1998,IRQ,PAK,1,2,2,2.0
1998,IRQ,OMN,1,2,2,2.0
1998,IRQ,NOR,1,2,2,2.0
1998,IRQ,NAM,1,2,2,2.0
1998,JAM,NOR,1,2,2,2.0
1998,JAM,PAK,1,2,2,2.0
1998,JAM,SDN,1,2,2,2.0
1998,JAM,SVK,1,2,2,2.0
1998,KWT,NLD,1,2,2,2.0
1998,KWT,NAM,1,2,2,2.0
1998,KWT,MLT,1,2,2,2.0
1998,KEN,SVN,1,2,2,2.0
1998,KEN,SLE,1,2,2,2.0
1998,KEN,RUS,1,2,2,2.0
1998,KEN,PRT,1,2,2,2.0
1998,JPN,SVN,1,2,2,2.0
1998,JPN,RUS,1,2,2,2.0
1998,JPN,KWT,1,2,2,2.0
1998,JOR,TZA,1,2,2,2.0
1998,JOR,SYR,1,2,2,2.0
1998,JOR,SAU,1,2,2,2.0
1998,JOR,PAK,1,2,2,2.0
1998,JOR,OMN,1,2,2,2.0
1998,JOR,NOR,1,2,2,2.0
1998,JOR,NAM,1,2,2,2.0
1998,JOR,MLT,1,2,2,2.0
1998,JOR,LBN,1,2,2,2.0
1998,JAM,UKR,1,2,2,2.0
1998,JAM,TUN,1,2,2,2.0
1997,CAN,COL,1,2,2,2.0
1997,BRA,UKR,1,2,2,2.0
2002,AGO,ZWE,1,2,2,2.0
1995,LBN,PAK,1,2,2,2.0
1995,LKA,NOR,1,2,2,2.0
1995,LKA,NLD,1,2,2,2.0
1995,LKA,MYS,1,2,2,2.0
1995,LKA,LVA,1,2,2,2.0
1995,LBY,RWA,1,2,2,2.0
1995,LBN,TUR,1,2,2,2.0
1995,LBN,TUN,1,2,2,2.0
1995,LBN,SOM,1,2,2,2.0
1995,LBN,SDN,1,2,2,2.0
1995,LBN,QAT,1,2,2,2.0
1995,LBN,MYS,1,2,2,2.0
1995,LKA,PAK,1,2,2,2.0
1995,KWT,TUR,1,2,2,2.0
1995,KWT,TUN,1,2,2,2.0
1995,KWT,SDN,1,2,2,2.0
1995,KWT,QAT,1,2,2,2.0
1995,KWT,PAK,1,2,2,2.0
1995,KWT,MYS,1,2,2,2.0
1995,KWT,LBN,1,2,2,2.0
1995,KHM,SLV,1,2,2,2.0
1995,KEN,ZWE,1,2,2,2.0
1995,KEN,ZMB,1,2,2,2.0
1995,LKA,NZL,1,2,2,2.0
1995,LKA,POL,1,2,2,2.0
1995,KEN,TZA,1,2,2,2.0
1995,LVA,POL,1,2,2,2.0
1995,MYS,POL,1,2,2,2.0
1995,MYS,NLD,1,2,2,2.0
1995,MAR,UKR,1,2,2,2.0
1995,MAR,SVN,1,2,2,2.0
1995,MAR,NOR,1,2,2,2.0
1995,LVA,UKR,1,2,2,2.0
1995,LVA,TUR,1,2,2,2.0
1995,LVA,SVN,1,2,2,2.0
1995,LVA,SLE,1,2,2,2.0
1995,LVA,ROU,1,2,2,2.0
1995,LVA,PAK,1,2,2,2.0
1995,LKA,ROU,1,2,2,2.0
1995,LVA,NZL,1,2,2,2.0
1995,LVA,NOR,1,2,2,2.0
1995,LVA,NLD,1,2,2,2.0
1995,LVA,MYS,1,2,2,2.0
1995,LUX,ZWE,1,2,2,2.0
1995,LUX,TUN,1,2,2,2.0
1995,LKA,UKR,1,2,2,2.0
1995,LKA,TUR,1,2,2,2.0
1995,LKA,SVN,1,2,2,2.0
1995,LKA,SLE,1,2,2,2.0
1995,KEN,ZAF,1,2,2,2.0
1995,KEN,TUN,1,2,2,2.0
1995,MYS,SLE,1,2,2,2.0
1995,IND,SLE,1,2,2,2.0
1995,IRL,ROU,1,2,2,2.0
1995,IRL,POL,1,2,2,2.0
1995,IRL,NLD,1,2,2,2.0
1995,IRL,LVA,1,2,2,2.0
1995,IRL,LKA,1,2,2,2.0
1995,IND,ZMB,1,2,2,2.0
1995,IND,ZAF,1,2,2,2.0
1995,IND,TZA,1,2,2,2.0
1995,IND,SWE,1,2,2,2.0
1995,IND,SVN,1,2,2,2.0
1995,IND,PRT,1,2,2,2.0
1995,IRL,SVN,1,2,2,2.0
1995,IND,POL,1,2,2,2.0
1995,IND,NAM,1,2,2,2.0
1995,IND,LVA,1,2,2,2.0
1995,IND,LUX,1,2,2,2.0
1995,IND,LKA,1,2,2,2.0
1995,IND,KEN,1,2,2,2.0
1995,IDN,RWA,1,2,2,2.0
1995,IDN,LBY,1,2,2,2.0
1995,HUN,TUR,1,2,2,2.0
1995,HUN,SVN,1,2,2,2.0
1995,IRL,SLE,1,2,2,2.0
1995,IRQ,ISR,1,2,2,2.0
1995,KEN,SWE,1,2,2,2.0
1995,JOR,LBN,1,2,2,2.0
1995,KEN,PRT,1,2,2,2.0
1995,KEN,NOR,1,2,2,2.0
1995,KEN,NLD,1,2,2,2.0
1995,KEN,NAM,1,2,2,2.0
1995,JPN,USA,1,2,2,2.0
1995,JPN,QAT,1,2,2,2.0
1995,JPN,PRT,1,2,2,2.0
1995,JPN,LBN,1,2,2,2.0
1995,JPN,KWT,1,2,2,2.0
1995,JOR,QAT,1,2,2,2.0
1995,JOR,KWT,1,2,2,2.0
1995,IRQ,JOR,1,2,2,2.0
1995,ISR,QAT,1,2,2,2.0
1995,ISR,KWT,1,2,2,2.0
1995,IRQ,TUR,1,2,2,2.0
1995,IRQ,TUN,1,2,2,2.0
1995,IRQ,SDN,1,2,2,2.0
1995,IRQ,QAT,1,2,2,2.0
1995,IRQ,PAK,1,2,2,2.0
1995,IRQ,MYS,1,2,2,2.0
1995,IRQ,LBN,1,2,2,2.0
1995,IRQ,JPN,1,2,2,2.0
1995,MYS,QAT,1,2,2,2.0
1995,MYS,USA,1,2,2,2.0
1997,BRA,TUN,1,2,2,2.0
1995,SWE,ZAF,1,2,2,2.0
1995,UKR,USA,1,2,2,2.0
1995,TZA,ZWE,1,2,2,2.0
1995,TZA,ZMB,1,2,2,2.0
1995,TZA,ZAF,1,2,2,2.0
1995,TUR,USA,1,2,2,2.0
1995,TUN,ZMB,1,2,2,2.0
1995,TUN,ZAF,1,2,2,2.0
1995,TUN,TZA,1,2,2,2.0
1995,SWE,ZWE,1,2,2,2.0
1995,SWE,ZMB,1,2,2,2.0
1995,SWE,TZA,1,2,2,2.0
1995,ZMB,ZWE,1,2,2,2.0
1995,SWE,TUN,1,2,2,2.0
1995,SLE,UKR,1,2,2,2.0
1995,SLE,TUR,1,2,2,2.0
1995,SLE,SVN,1,2,2,2.0
1995,RUS,TUR,1,2,2,2.0
1995,ROU,TUR,1,2,2,2.0
1995,ROU,SVN,1,2,2,2.0
1995,ROU,SLE,1,2,2,2.0
1995,QAT,TUR,1,2,2,2.0
1995,QAT,TUN,1,2,2,2.0
1995,ZAF,ZWE,1,2,2,2.0
1996,AFG,ARE,1,2,2,2.0
1995,PSE,USA,1,2,2,2.0
1996,AGO,TZA,1,2,2,2.0
1996,ARG,HUN,1,2,2,2.0
1996,ARG,HRV,1,2,2,2.0
1996,ARG,CRI,1,2,2,2.0
1996,ARG,CHE,1,2,2,2.0
1996,ARG,BIH,1,2,2,2.0
1996,ARG,AUS,1,2,2,2.0
1996,ARE,MRT,1,2,2,2.0
1996,ARE,CRI,1,2,2,2.0
1996,ARE,ARG,1,2,2,2.0
1996,AGO,ZMB,1,2,2,2.0
1996,AGO,NZL,1,2,2,2.0
1996,AFG,BIH,1,2,2,2.0
1996,AGO,NOR,1,2,2,2.0
1996,AGO,DZA,1,2,2,2.0
1996,AGO,BIH,1,2,2,2.0
1996,AFG,SAU,1,2,2,2.0
1996,AFG,MAR,1,2,2,2.0
1996,AFG,KWT,1,2,2,2.0
1996,AFG,ISR,1,2,2,2.0
1996,AFG,GEO,1,2,2,2.0
1996,AFG,DZA,1,2,2,2.0
1996,AFG,CUB,1,2,2,2.0
1995,QAT,SDN,1,2,2,2.0
1995,PRT,ZWE,1,2,2,2.0
1995,NAM,NLD,1,2,2,2.0
1995,NLD,PRT,1,2,2,2.0
1995,NLD,ZWE,1,2,2,2.0
1995,NLD,ZMB,1,2,2,2.0
1995,NLD,ZAF,1,2,2,2.0
1995,NLD,UKR,1,2,2,2.0
1995,NLD,TZA,1,2,2,2.0
1995,NLD,TUN,1,2,2,2.0
1995,NLD,SWE,1,2,2,2.0
1995,NLD,SVN,1,2,2,2.0
1995,NLD,SLE,1,2,2,2.0
1995,NLD,ROU,1,2,2,2.0
1995,NLD,POL,1,2,2,2.0
1995,NOR,PRT,1,2,2,2.0
1995,NLD,PAK,1,2,2,2.0
1995,NLD,NZL,1,2,2,2.0
1995,NAM,ZWE,1,2,2,2.0
1995,NAM,ZMB,1,2,2,2.0
1995,NAM,ZAF,1,2,2,2.0
1995,NAM,TZA,1,2,2,2.0
1995,NAM,TUN,1,2,2,2.0
1995,NAM,SWE,1,2,2,2.0
1995,NAM,PRT,1,2,2,2.0
1995,NAM,NOR,1,2,2,2.0
1995,NOR,POL,1,2,2,2.0
1995,NOR,ROU,1,2,2,2.0
1995,PRT,ZMB,1,2,2,2.0
1995,PAK,QAT,1,2,2,2.0
1995,PRT,ZAF,1,2,2,2.0
1995,PRT,TZA,1,2,2,2.0
1995,PRT,TUN,1,2,2,2.0
1995,PRT,SWE,1,2,2,2.0
1995,POL,UKR,1,2,2,2.0
1995,POL,TUR,1,2,2,2.0
1995,POL,SVN,1,2,2,2.0
1995,POL,SLE,1,2,2,2.0
1995,POL,ROU,1,2,2,2.0
1995,PAK,SLE,1,2,2,2.0
1995,PAK,POL,1,2,2,2.0
1995,NOR,SLE,1,2,2,2.0
1995,OMN,TUR,1,2,2,2.0
1995,NZL,SVN,1,2,2,2.0
1995,NZL,SLE,1,2,2,2.0
1995,NZL,ROU,1,2,2,2.0
1995,NZL,POL,1,2,2,2.0
1995,NOR,ZMB,1,2,2,2.0
1995,NOR,ZAF,1,2,2,2.0
1995,NOR,USA,1,2,2,2.0
1995,NOR,TZA,1,2,2,2.0
1995,NOR,SWE,1,2,2,2.0
1995,HUN,SLE,1,2,2,2.0
1995,HUN,POL,1,2,2,2.0
1995,HUN,NZL,1,2,2,2.0
1995,BGR,MYS,1,2,2,2.0
1995,BIH,ESH,1,2,2,2.0
1995,BGR,TUR,1,2,2,2.0
1995,BGR,SVN,1,2,2,2.0
1995,BGR,SLE,1,2,2,2.0
1995,BGR,ROU,1,2,2,2.0
1995,BGR,POL,1,2,2,2.0
1995,BGR,PAK,1,2,2,2.0
1995,BGR,NZL,1,2,2,2.0
1995,BGR,NOR,1,2,2,2.0
1995,BGR,NLD,1,2,2,2.0
1995,BGR,LVA,1,2,2,2.0
1995,BRA,HUN,1,2,2,2.0
1995,BGR,LKA,1,2,2,2.0
1995,BGR,IRL,1,2,2,2.0
1995,BGR,IND,1,2,2,2.0
1995,BGR,HUN,1,2,2,2.0
1995,BGR,HRV,1,2,2,2.0
1995,BGR,EGY,1,2,2,2.0
1995,BGR,COL,1,2,2,2.0
1995,BGR,CAN,1,2,2,2.0
1995,BGR,BRA,1,2,2,2.0
1995,BEL,UKR,1,2,2,2.0
1995,BRA,COL,1,2,2,2.0
1995,BRA,KEN,1,2,2,2.0
1995,BEL,SVN,1,2,2,2.0
1995,BWA,CZE,1,2,2,2.0
1995,CAN,ISR,1,2,2,2.0
1995,CAN,IRQ,1,2,2,2.0
1995,CAN,HUN,1,2,2,2.0
1995,CAN,DJI,1,2,2,2.0
1995,CAN,COL,1,2,2,2.0
1995,BWA,USA,1,2,2,2.0
1995,BWA,RUS,1,2,2,2.0
1995,BWA,MKD,1,2,2,2.0
1995,BWA,ITA,1,2,2,2.0
1995,BWA,FRA,1,2,2,2.0
1995,BRA,ZMB,1,2,2,2.0
1995,BRA,LKA,1,2,2,2.0
1995,BRA,ZAF,1,2,2,2.0
1995,BRA,USA,1,2,2,2.0
1995,BRA,TZA,1,2,2,2.0
1995,BRA,SWE,1,2,2,2.0
1995,BRA,SVN,1,2,2,2.0
1995,BRA,SLE,1,2,2,2.0
1995,BRA,ROU,1,2,2,2.0
1995,BRA,POL,1,2,2,2.0
1995,BRA,NAM,1,2,2,2.0
1995,BRA,LVA,1,2,2,2.0
1995,BEL,TUR,1,2,2,2.0
1995,BEL,SLE,1,2,2,2.0
1995,HUN,NOR,1,2,2,2.0
1995,AGO,ZWE,1,2,2,2.0
1995,AUS,JOR,1,2,2,2.0
1995,AUS,ISR,1,2,2,2.0
1995,AUS,IRQ,1,2,2,2.0
1995,AUS,HUN,1,2,2,2.0
1995,AUS,DJI,1,2,2,2.0
1995,AUS,COL,1,2,2,2.0
1995,AUS,BGR,1,2,2,2.0
1995,AUS,BEL,1,2,2,2.0
1995,ARG,SOM,1,2,2,2.0
1995,ARG,BWA,1,2,2,2.0
1995,AGO,TZA,1,2,2,2.0
1995,AUS,LBN,1,2,2,2.0
1995,AGO,TUN,1,2,2,2.0
1995,AGO,SWE,1,2,2,2.0
1995,AGO,PRT,1,2,2,2.0
1995,AGO,NOR,1,2,2,2.0
1995,AGO,NLD,1,2,2,2.0
1995,AGO,NAM,1,2,2,2.0
1995,AGO,KEN,1,2,2,2.0
1995,AGO,IND,1,2,2,2.0
1995,AGO,ESP,1,2,2,2.0
1995,AGO,DZA,1,2,2,2.0
1995,AUS,KWT,1,2,2,2.0
1995,AUS,LKA,1,2,2,2.0
1995,BEL,ROU,1,2,2,2.0
1995,BEL,EGY,1,2,2,2.0
1995,BEL,POL,1,2,2,2.0
1995,BEL,PAK,1,2,2,2.0
1995,BEL,NZL,1,2,2,2.0
1995,BEL,NOR,1,2,2,2.0
1995,BEL,MYS,1,2,2,2.0
1995,BEL,LVA,1,2,2,2.0
1995,BEL,LKA,1,2,2,2.0
1995,BEL,IRL,1,2,2,2.0
1995,BEL,IND,1,2,2,2.0
1995,BEL,HUN,1,2,2,2.0
1995,BEL,COL,1,2,2,2.0
1995,AUS,LVA,1,2,2,2.0
1995,BEL,CAN,1,2,2,2.0
1995,BEL,BRA,1,2,2,2.0
1995,BEL,BGR,1,2,2,2.0
1995,AUS,SVN,1,2,2,2.0
1995,AUS,SLE,1,2,2,2.0
1995,AUS,SDN,1,2,2,2.0
1995,AUS,ROU,1,2,2,2.0
1995,AUS,QAT,1,2,2,2.0
1995,AUS,POL,1,2,2,2.0
1995,AUS,NLD,1,2,2,2.0
1995,CAN,JOR,1,2,2,2.0
1995,CAN,KWT,1,2,2,2.0
1995,CAN,LBN,1,2,2,2.0
1995,DZA,ZMB,1,2,2,2.0
1995,EGY,QAT,1,2,2,2.0
1995,EGY,PRT,1,2,2,2.0
1995,EGY,POL,1,2,2,2.0
1995,EGY,NLD,1,2,2,2.0
1995,EGY,LVA,1,2,2,2.0
1995,EGY,LKA,1,2,2,2.0
1995,EGY,LBN,1,2,2,2.0
1995,EGY,KWT,1,2,2,2.0
1995,EGY,IRQ,1,2,2,2.0
1995,EGY,FRA,1,2,2,2.0
1995,DZA,ZAF,1,2,2,2.0
1995,EGY,USA,1,2,2,2.0
1995,DZA,TZA,1,2,2,2.0
1995,DZA,SWE,1,2,2,2.0
1995,DZA,ROU,1,2,2,2.0
1995,DZA,QAT,1,2,2,2.0
1995,DZA,PRT,1,2,2,2.0
1995,DZA,NLD,1,2,2,2.0
1995,DZA,NAM,1,2,2,2.0
1995,DZA,LBN,1,2,2,2.0
1995,DZA,KWT,1,2,2,2.0
1995,DZA,KEN,1,2,2,2.0
1995,EGY,SLE,1,2,2,2.0
1995,ESP,KEN,1,2,2,2.0
1995,CAN,LKA,1,2,2,2.0
1995,FRA,MYS,1,2,2,2.0
1995,HUN,NLD,1,2,2,2.0
1995,HUN,LVA,1,2,2,2.0
1995,HUN,LKA,1,2,2,2.0
1995,HUN,IRL,1,2,2,2.0
1995,HTI,SOM,1,2,2,2.0
1995,HTI,MOZ,1,2,2,2.0
1995,HRV,SVN,1,2,2,2.0
1995,HRV,MAR,1,2,2,2.0
1995,FRA,ROU,1,2,2,2.0
