LHS	RHS	Rel_Support	Support	Confidence	Lift	year
{'ISR'}	{'PSE'}	0.16180371352785147	61	0.5446428571428572	3.311779953917051	2008
{'SDN'}	{'TCD'}	0.07957559681697612	30	0.7142857142857142	6.411564625850339	2008
{'DJI'}	{'ERI'}	0.06896551724137931	26	0.6499999999999999	8.449999999999998	2008
{'LBN'}	{'PSE'}	0.0610079575596817	23	0.3333333333333333	2.0268817204301075	2008
{'LBN'}	{'ISR', 'PSE'}	0.0610079575596817	23	0.3333333333333333	2.060109289617486	2008
{'ISR'}	{'PSE'}	0.13377926421404682	40	0.44943820224719094	3.125163313300235	2009
{'ISR'}	{'LBN'}	0.12709030100334448	38	0.42696629213483145	2.9689051476352235	2009
{'DJI'}	{'SOM'}	0.11371237458193979	34	0.8947368421052632	4.246449456975773	2009
{'CAF'}	{'TCD'}	0.06354515050167224	19	0.7037037037037037	7.255427841634738	2009
{'SDN'}	{'TCD'}	0.06020066889632107	18	0.5142857142857142	5.302463054187191	2009
{'EGY'}	{'ISR'}	0.05351170568561873	16	0.8421052631578947	2.8290952099349496	2009
{'ISR'}	{'PSE'}	0.17763157894736842	54	0.5744680851063829	3.11854103343465	2010
{'ISR'}	{'LBN'}	0.13157894736842105	40	0.42553191489361697	2.587234042553191	2010
{'DJI'}	{'SOM'}	0.08881578947368421	27	0.9310344827586207	4.6399095534200105	2010
{'SDN'}	{'SSD'}	0.05592105263157895	17	0.5666666666666667	9.570370370370371	2010
{'ISR'}	{'PSE'}	0.26536312849162014	95	0.7480314960629922	2.6254438783387375	2011
{'SDN'}	{'SSD'}	0.09217877094972067	33	0.7021276595744681	5.712765957446809	2011
{'LBN'}	{'ISR'}	0.07541899441340782	27	0.6428571428571429	1.8121484814398203	2011
{'FRA'}	{'USA'}	0.0670391061452514	24	0.7272727272727273	4.912521440823327	2011
{'ISR'}	{'PSE'}	0.24838709677419354	77	0.6754385964912281	2.617324561403509	2012
{'LBN'}	{'ISR'}	0.06451612903225806	20	0.6060606060606061	1.648059542796385	2012
{'FRA'}	{'USA'}	0.06451612903225806	20	0.5882352941176471	5.065359477124183	2012
{'DEU'}	{'FRA'}	0.06129032258064516	19	0.7307692307692307	6.662895927601809	2012
{'LBN'}	{'ISR'}	0.08284023668639054	28	0.7777777777777778	2.190740740740741	2013
{'USA'}	{'ISR'}	0.07396449704142012	25	0.35714285714285715	1.005952380952381	2013
{'LBN'}	{'PSE'}	0.0621301775147929	21	0.5833333333333333	1.7604166666666663	2013
{'LBN'}	{'ISR', 'PSE'}	0.0621301775147929	21	0.5833333333333333	1.895833333333333	2013
{'FRA'}	{'USA'}	0.0621301775147929	21	0.5526315789473684	2.6684210526315786	2013
{'ISR', 'USA'}	{'PSE'}	0.05029585798816568	17	0.6799999999999999	2.0521428571428566	2013
{'ISR'}	{'PSE'}	0.21602787456445993	124	0.7701863354037266	3.4538043478260865	2014
{'RUS'}	{'UKR'}	0.07142857142857142	41	0.8723404255319149	5.007234042553192	2014
{'LBN'}	{'ISR'}	0.06794425087108014	39	0.7799999999999999	2.7808695652173907	2014
{'CAF'}	{'MLI'}	0.05749128919860627	33	0.3626373626373626	3.2023668639053255	2014
{'IRQ'}	{'ISR'}	0.050522648083623695	29	0.3717948717948718	1.3255295429208471	2014
{'ISR'}	{'PSE'}	0.20210526315789473	96	0.7007299270072992	2.998619057013217	2015
{'IRQ'}	{'LBY'}	0.07368421052631578	35	0.3211009174311926	2.4600473512873626	2015
{'ISR'}	{'PSE'}	0.1901840490797546	93	0.775	3.6092857142857144	2016
{'ISR'}	{'PSE'}	0.16666666666666666	97	0.713235294117647	4.069636678200692	2017
{'SDN'}	{'SSD'}	0.06357388316151202	37	0.8604651162790697	7.8248546511627906	2017
{'ERI'}	{'SOM'}	0.05154639175257732	30	0.967741935483871	8.533724340175953	2017
{'ISR'}	{'PSE'}	0.1465149359886202	103	0.5567567567567567	3.526126126126126	2018
{'BGD'}	{'MMR'}	0.06258890469416785	44	0.9777777777777776	13.477995642701524	2018
{'SDN'}	{'SSD'}	0.05689900426742532	40	0.7999999999999999	10.815384615384614	2018
{'ISR'}	{'PSE'}	0.1439873417721519	91	0.6232876712328766	3.9789677597896773	2019
{'USA'}	{'ISR'}	0.061708860759493674	39	0.3223140495867769	1.395222461224952	2019
