year,speaker_country,country1,country2,n_speeches,freq1,freq2,score
2003,USA,MYS,PSE,1,2,4,2.6666666666666665
2009,GBR,IRN,ISR,1,2,4,2.6666666666666665
2014,USA,RWA,UGA,1,4,2,2.6666666666666665
2003,USA,PSE,SYR,1,4,2,2.6666666666666665
2002,SGP,CHL,PSE,1,2,4,2.6666666666666665
2015,AGO,CAF,FRA,1,4,2,2.6666666666666665
2014,USA,MLI,RWA,1,2,4,2.6666666666666665
1996,CHL,ISR,PSE,1,2,4,2.6666666666666665
2015,AGO,CAF,ISR,1,4,2,2.6666666666666665
2015,AGO,CAF,LBR,1,4,2,2.6666666666666665
1999,GAB,ALB,TUR,1,2,4,2.6666666666666665
2015,TUR,ISR,YEM,1,2,4,2.6666666666666665
2003,ZAF,TZA,UGA,1,4,2,2.6666666666666665
2014,USA,MLI,SOM,1,4,2,2.6666666666666665
2014,USA,MLI,PAK,1,4,2,2.6666666666666665
1997,GNB,CAF,FRA,1,4,2,2.6666666666666665
2014,USA,IRQ,JOR,1,4,2,2.6666666666666665
2009,IRN,LBN,PSE,1,2,4,2.6666666666666665
2018,RUS,LBY,UKR,1,2,4,2.6666666666666665
2009,HRV,ISR,PSE,1,4,2,2.6666666666666665
2002,SGP,CUB,PSE,1,2,4,2.6666666666666665
1996,CHL,BIH,HRV,1,2,4,2.6666666666666665
1997,CHL,SLE,USA,1,4,2,2.6666666666666665
2004,ROU,CIV,LBR,1,2,4,2.6666666666666665
2014,USA,MLI,NGA,1,4,2,2.6666666666666665
2015,TCD,IRN,USA,1,4,2,2.6666666666666665
1996,CHL,CUB,PSE,1,2,4,2.6666666666666665
2007,COG,GHA,SOM,1,2,4,2.6666666666666665
1999,GMB,DEU,NLD,1,4,2,2.6666666666666665
2014,USA,LBY,MLI,1,2,4,2.6666666666666665
1997,JPN,CAN,GTM,1,2,4,2.6666666666666665
2004,PSE,DZA,USA,1,2,4,2.6666666666666665
2015,UGA,BDI,SOM,1,2,4,2.6666666666666665
2002,SGP,CAN,PSE,1,2,4,2.6666666666666665
2004,AUS,KHM,SLB,1,4,2,2.6666666666666665
2004,PHL,COD,RWA,1,2,4,2.6666666666666665
2017,SEN,NGA,TCD,1,2,4,2.6666666666666665
2015,BDI,CIV,TZA,1,2,4,2.6666666666666665
1996,CHL,JPN,PSE,1,2,4,2.6666666666666665
2015,BDI,SOM,TZA,1,2,4,2.6666666666666665
2015,BDI,TZA,ZAF,1,4,2,2.6666666666666665
2004,AUS,KHM,TLS,1,4,2,2.6666666666666665
2010,UGA,ARG,HTI,1,2,4,2.6666666666666665
2010,UGA,CAN,HTI,1,2,4,2.6666666666666665
2015,USA,BFA,NGA,1,4,2,2.6666666666666665
1999,NLD,DEU,PRT,1,2,4,2.6666666666666665
1996,CHL,KWT,PSE,1,2,4,2.6666666666666665
1996,CHL,LBN,PSE,1,2,4,2.6666666666666665
2015,USA,CAF,UKR,1,4,2,2.6666666666666665
1997,IRN,ISR,PSE,1,4,2,2.6666666666666665
2015,ARE,LBY,USA,1,4,2,2.6666666666666665
2010,UGA,BRA,HTI,1,2,4,2.6666666666666665
2015,USA,BDI,CAF,1,2,4,2.6666666666666665
1999,GMB,DEU,RUS,1,4,2,2.6666666666666665
2004,PHL,GHA,SLE,1,2,4,2.6666666666666665
2004,PHL,GIN,SLE,1,2,4,2.6666666666666665
2015,USA,AFG,LBR,1,2,4,2.6666666666666665
1997,JPN,AGO,COG,1,4,2,2.6666666666666665
1996,CHL,JOR,PSE,1,2,4,2.6666666666666665
2004,AGO,BDI,RWA,1,4,2,2.6666666666666665
2004,PHL,RWA,UGA,1,4,2,2.6666666666666665
2002,MUS,BIH,USA,1,4,2,2.6666666666666665
1997,POL,LBR,NLD,1,4,2,2.6666666666666665
2015,AGO,IRN,PSE,1,4,2,2.6666666666666665
1999,GAB,ALB,QAT,1,2,4,2.6666666666666665
2015,UGA,NGA,SOM,1,2,4,2.6666666666666665
2016,SEN,CAF,FRA,1,2,4,2.6666666666666665
2019,DOM,CAF,TCD,1,4,2,2.6666666666666665
2013,FRA,AFG,UKR,1,2,4,2.6666666666666665
1995,CHN,BIH,ITA,1,4,2,2.6666666666666665
2018,SWE,GEO,UKR,1,2,4,2.6666666666666665
1997,CRI,ISR,PSE,1,4,2,2.6666666666666665
2019,ARE,IRN,ISR,1,4,2,2.6666666666666665
2019,ARE,IRN,IRQ,1,4,2,2.6666666666666665
2019,ARE,FRA,NZL,1,4,2,2.6666666666666665
2004,FRA,MNE,SRB,1,4,2,2.6666666666666665
1999,FRA,CAF,SLE,1,4,2,2.6666666666666665
2017,GBR,BDI,SWE,1,4,2,2.6666666666666665
1995,CZE,BIH,MNE,1,4,2,2.6666666666666665
1995,CZE,BIH,SRB,1,4,2,2.6666666666666665
2018,YEM,ARE,IRN,1,2,4,2.6666666666666665
2018,VEN,BRA,NIC,1,2,4,2.6666666666666665
2018,SWE,POL,UKR,1,2,4,2.6666666666666665
2015,ZAF,PSE,USA,1,4,2,2.6666666666666665
2019,ARE,IRQ,SAU,1,2,4,2.6666666666666665
2017,GBR,BDI,FRA,1,4,2,2.6666666666666665
1999,FRA,AGO,GIN,1,2,4,2.6666666666666665
1999,FRA,COG,DZA,1,4,2,2.6666666666666665
1997,CRI,DEU,SVN,1,4,2,2.6666666666666665
2018,SGP,JPN,KWT,1,2,4,2.6666666666666665
1997,CRI,DEU,TUR,1,4,2,2.6666666666666665
2004,FRA,CIV,GIN,1,4,2,2.6666666666666665
1999,FRA,COG,ERI,1,4,2,2.6666666666666665
2004,GHA,GIN,MLI,1,4,2,2.6666666666666665
1997,CRI,DEU,UKR,1,4,2,2.6666666666666665
2019,ARE,ISR,SAU,1,2,4,2.6666666666666665
1995,DEU,ESP,TUR,1,4,2,2.6666666666666665
2019,BEL,BFA,MLI,1,2,4,2.6666666666666665
1997,CRI,HRV,ITA,1,4,2,2.6666666666666665
1995,DEU,ESP,OMN,1,4,2,2.6666666666666665
2000,NAM,COG,MOZ,1,4,2,2.6666666666666665
2018,SWE,FRA,UKR,1,2,4,2.6666666666666665
2018,USA,PAK,UZB,1,4,2,2.6666666666666665
2011,BIH,ISR,LBN,1,4,2,2.6666666666666665
2018,SWE,UKR,USA,1,4,2,2.6666666666666665
2013,BGD,GIN,SLE,1,4,2,2.6666666666666665
2013,BGD,CAF,GIN,1,2,4,2.6666666666666665
2018,USA,DZA,ISR,1,2,4,2.6666666666666665
2013,CAN,MLI,PAK,1,2,4,2.6666666666666665
2018,USA,DEU,YEM,1,2,4,2.6666666666666665
2013,CAN,ISR,PSE,1,2,4,2.6666666666666665
2013,BGD,GIN,LBR,1,4,2,2.6666666666666665
2018,USA,COG,NGA,1,2,4,2.6666666666666665
2002,RUS,CAN,PSE,1,2,4,2.6666666666666665
1999,FRA,CAF,MOZ,1,4,2,2.6666666666666665
2018,USA,AFG,YEM,1,2,4,2.6666666666666665
2011,BGD,LBN,PSE,1,2,4,2.6666666666666665
2013,BRA,LBN,PSE,1,2,4,2.6666666666666665
2018,SYR,SWE,TUR,1,2,4,2.6666666666666665
1999,FRA,CAF,KHM,1,4,2,2.6666666666666665
2002,RUS,CHL,ZAF,1,2,4,2.6666666666666665
2018,SYR,IRQ,YEM,1,4,2,2.6666666666666665
2002,RUS,CHL,PSE,1,2,4,2.6666666666666665
2013,BGD,BDI,GIN,1,2,4,2.6666666666666665
2018,SYR,IRQ,SWE,1,4,2,2.6666666666666665
2018,USA,FRA,YEM,1,2,4,2.6666666666666665
2018,SYR,IRQ,SAU,1,2,4,2.6666666666666665
1997,POL,ESH,MAR,1,4,2,2.6666666666666665
2018,SYR,IRQ,KWT,1,2,4,2.6666666666666665
1995,DEU,BIH,EGY,1,4,2,2.6666666666666665
1995,DEU,BIH,MYS,1,4,2,2.6666666666666665
2018,SYR,FRA,QAT,1,4,2,2.6666666666666665
2018,USA,ISR,TUR,1,4,2,2.6666666666666665
1998,RUS,ITA,MKD,1,2,4,2.6666666666666665
1995,DEU,BIH,TUR,1,4,2,2.6666666666666665
2018,USA,KAZ,KWT,1,4,2,2.6666666666666665
2015,VEN,LBY,MLI,1,2,4,2.6666666666666665
2019,BOL,IRN,IRQ,1,2,4,2.6666666666666665
2007,GBR,KEN,SRB,1,2,4,2.6666666666666665
2013,FRA,AFG,GEO,1,2,4,2.6666666666666665
2015,USA,JOR,KWT,1,4,2,2.6666666666666665
1999,FRA,ERI,SLE,1,2,4,2.6666666666666665
2016,ARE,ESP,IRN,1,2,4,2.6666666666666665
2002,NGA,FRA,SLE,1,2,4,2.6666666666666665
2015,USA,ISR,LBN,1,2,4,2.6666666666666665
1997,CRI,BIH,LUX,1,4,2,2.6666666666666665
2007,GBR,BIH,SRB,1,4,2,2.6666666666666665
2007,GBR,COG,SRB,1,2,4,2.6666666666666665
2004,JPN,COG,RWA,1,4,2,2.6666666666666665
1999,FRA,DZA,SLE,1,2,4,2.6666666666666665
2015,USA,JOR,TUR,1,4,2,2.6666666666666665
2019,DEU,CIV,MLI,1,2,4,2.6666666666666665
2019,DEU,BFA,MLI,1,2,4,2.6666666666666665
2017,SYR,IRQ,QAT,1,4,2,2.6666666666666665
1999,GMB,DEU,USA,1,4,2,2.6666666666666665
2015,USA,IRQ,TUR,1,4,2,2.6666666666666665
2017,SYR,FRA,ISR,1,2,4,2.6666666666666665
1999,FRA,COG,ETH,1,4,2,2.6666666666666665
2002,RUS,MAR,PSE,1,2,4,2.6666666666666665
1997,CRI,BIH,CAN,1,4,2,2.6666666666666665
1997,CRI,BIH,HUN,1,4,2,2.6666666666666665
2016,ARG,IRQ,PSE,1,4,2,2.6666666666666665
2010,USA,AFG,COG,1,4,2,2.6666666666666665
2013,EGY,PSE,USA,1,4,2,2.6666666666666665
2013,EGY,ISR,USA,1,4,2,2.6666666666666665
1999,FRA,GIN,MAR,1,4,2,2.6666666666666665
2000,MYS,AGO,COG,1,4,2,2.6666666666666665
2016,ARG,IRQ,LBN,1,4,2,2.6666666666666665
1997,CRI,BIH,ITA,1,4,2,2.6666666666666665
2007,GBR,AFG,ZWE,1,4,2,2.6666666666666665
1999,FRA,ETH,SLE,1,2,4,2.6666666666666665
2004,JPN,GIN,LBR,1,2,4,2.6666666666666665
2002,MYS,PSE,SGP,1,4,2,2.6666666666666665
2019,DEU,ARM,UKR,1,2,4,2.6666666666666665
2002,NOR,DJI,PSE,1,2,4,2.6666666666666665
2002,NOR,DJI,SOM,1,2,4,2.6666666666666665
2002,NZL,BIH,CAN,1,2,4,2.6666666666666665
2002,NOR,KEN,SOM,1,2,4,2.6666666666666665
2002,NOR,MAR,PSE,1,2,4,2.6666666666666665
2002,NOR,PAK,PSE,1,2,4,2.6666666666666665
2002,RUS,IDN,PSE,1,2,4,2.6666666666666665
2002,NOR,PSE,TUN,1,4,2,2.6666666666666665
2002,NZL,AFG,TLS,1,2,4,2.6666666666666665
2002,NZL,CAN,USA,1,4,2,2.6666666666666665
2009,BFA,CAF,SDN,1,4,2,2.6666666666666665
2018,SAU,ERI,YEM,1,2,4,2.6666666666666665
2004,IND,AFG,RUS,1,2,4,2.6666666666666665
2019,CAN,NAM,ZAF,1,2,4,2.6666666666666665
1999,FRA,COG,GIN,1,4,2,2.6666666666666665
2002,QAT,IRQ,ISR,1,4,2,2.6666666666666665
1999,NLD,BLR,PRT,1,2,4,2.6666666666666665
2019,CHN,KWT,MLI,1,2,4,2.6666666666666665
2010,USA,HTI,SOM,1,4,2,2.6666666666666665
1995,DEU,NLD,OMN,1,4,2,2.6666666666666665
2019,CIV,BGD,CHN,1,4,2,2.6666666666666665
2019,CIV,BGD,IND,1,4,2,2.6666666666666665
2002,RUS,IND,PSE,1,2,4,2.6666666666666665
2002,NOR,IRQ,PSE,1,2,4,2.6666666666666665
2019,CIV,BGD,JPN,1,4,2,2.6666666666666665
2002,NOR,ESP,SOM,1,2,4,2.6666666666666665
2002,RUS,IRQ,PSE,1,2,4,2.6666666666666665
2002,NOR,ESP,PSE,1,2,4,2.6666666666666665
2019,CIV,KOR,USA,1,2,4,2.6666666666666665
1998,SVN,GMB,IRQ,1,2,4,2.6666666666666665
1995,DEU,NLD,TUR,1,4,2,2.6666666666666665
2002,NOR,EGY,SOM,1,2,4,2.6666666666666665
2002,NOR,EGY,PSE,1,2,4,2.6666666666666665
2002,NOR,DZA,PSE,1,2,4,2.6666666666666665
2003,USA,ITA,JOR,1,2,4,2.6666666666666665
1999,CHN,BLR,CUB,1,4,2,2.6666666666666665
2016,EGY,IRQ,LBY,1,2,4,2.6666666666666665
2015,RUS,EGY,IRQ,1,2,4,2.6666666666666665
2009,RUS,CZE,SOM,1,2,4,2.6666666666666665
2010,MEX,DJI,SOM,1,4,2,2.6666666666666665
2002,COL,CAF,COG,1,4,2,2.6666666666666665
2009,RUS,BIH,SRB,1,4,2,2.6666666666666665
2009,RUS,BIH,CZE,1,4,2,2.6666666666666665
2009,QAT,ISR,LBN,1,4,2,2.6666666666666665
2000,FRA,BDI,USA,1,4,2,2.6666666666666665
2004,USA,BIH,RWA,1,2,4,2.6666666666666665
2000,FRA,BDI,ZAF,1,4,2,2.6666666666666665
2007,JPN,PSE,USA,1,4,2,2.6666666666666665
2002,USA,COG,SLE,1,2,4,2.6666666666666665
2004,SYR,GIN,SLE,1,2,4,2.6666666666666665
2009,PAK,IND,PSE,1,4,2,2.6666666666666665
2002,USA,AGO,SLE,1,2,4,2.6666666666666665
2002,YUG,BIH,MNE,1,2,4,2.6666666666666665
2016,RUS,IRQ,UKR,1,4,2,2.6666666666666665
2004,SYR,BDI,COG,1,4,2,2.6666666666666665
1999,GMB,BIH,RUS,1,4,2,2.6666666666666665
2017,RUS,AFG,UKR,1,2,4,2.6666666666666665
2003,ALB,IRQ,USA,1,4,2,2.6666666666666665
2017,RUS,CHN,IRQ,1,2,4,2.6666666666666665
2003,AGO,COG,ZAF,1,2,4,2.6666666666666665
2009,TUR,AFG,CAN,1,4,2,2.6666666666666665
2015,RUS,CAF,UKR,1,2,4,2.6666666666666665
2002,COD,BDI,ZAF,1,4,2,2.6666666666666665
2004,USA,BIH,SRB,1,2,4,2.6666666666666665
2002,COL,AGO,CAF,1,2,4,2.6666666666666665
2004,USA,CIV,LBR,1,2,4,2.6666666666666665
2017,RUS,EGY,PSE,1,2,4,2.6666666666666665
2000,FRA,AGO,BDI,1,2,4,2.6666666666666665
2017,RUS,ESH,MAR,1,4,2,2.6666666666666665
2004,USA,CAF,COG,1,2,4,2.6666666666666665
1995,TUR,BIH,HRV,1,4,2,2.6666666666666665
2004,SYR,BDI,CAF,1,4,2,2.6666666666666665
2009,IRQ,KWT,LBN,1,4,2,2.6666666666666665
2016,DEU,IRQ,PAK,1,4,2,2.6666666666666665
2002,FRA,AFG,COG,1,4,2,2.6666666666666665
2002,FRA,AFG,IRN,1,4,2,2.6666666666666665
2002,FRA,AFG,PAK,1,4,2,2.6666666666666665
2015,RUS,IRQ,SYR,1,4,2,2.6666666666666665
2000,TGO,SLE,UKR,1,2,4,2.6666666666666665
2002,FRA,BDI,SLE,1,2,4,2.6666666666666665
2002,FRA,COG,ERI,1,4,2,2.6666666666666665
2015,RUS,IRQ,LBN,1,4,2,2.6666666666666665
2002,FRA,COG,ETH,1,4,2,2.6666666666666665
2016,DEU,IRQ,NGA,1,4,2,2.6666666666666665
2015,RUS,IRQ,USA,1,4,2,2.6666666666666665
2002,FRA,ERI,SLE,1,2,4,2.6666666666666665
2002,FRA,ETH,SLE,1,2,4,2.6666666666666665
2009,NLD,CRI,SWE,1,2,4,2.6666666666666665
2017,RUS,IRQ,UKR,1,2,4,2.6666666666666665
2009,NLD,DNK,SWE,1,2,4,2.6666666666666665
2009,NLD,NOR,SWE,1,2,4,2.6666666666666665
2000,FRA,COG,ZAF,1,4,2,2.6666666666666665
2007,JPN,PSE,SAU,1,4,2,2.6666666666666665
2009,NLD,LIE,SWE,1,2,4,2.6666666666666665
2002,UGA,BDI,ZAF,1,4,2,2.6666666666666665
2000,FRA,COG,TLS,1,2,4,2.6666666666666665
2000,FRA,COG,USA,1,4,2,2.6666666666666665
2002,UGA,BDI,COD,1,4,2,2.6666666666666665
2002,UGA,AGO,BDI,1,2,4,2.6666666666666665
2015,RUS,IRN,UKR,1,2,4,2.6666666666666665
2009,NLD,FIN,SWE,1,2,4,2.6666666666666665
2002,EGY,AGO,SLE,1,2,4,2.6666666666666665
2002,EGY,CAF,ERI,1,2,4,2.6666666666666665
2002,EGY,CAF,SLE,1,2,4,2.6666666666666665
2002,EGY,ERI,SOM,1,4,2,2.6666666666666665
2002,EGY,SGP,SLE,1,2,4,2.6666666666666665
2009,TZA,EGY,ISR,1,2,4,2.6666666666666665
1999,GMB,BIH,NLD,1,4,2,2.6666666666666665
2000,COD,MOZ,ZWE,1,2,4,2.6666666666666665
2000,CHN,JOR,SLE,1,2,4,2.6666666666666665
2002,CMR,KWT,VNM,1,4,2,2.6666666666666665
2002,CMR,KWT,YEM,1,4,2,2.6666666666666665
2000,CHN,IND,SLE,1,2,4,2.6666666666666665
2013,MAR,ISR,USA,1,4,2,2.6666666666666665
2015,FRA,LBN,TUR,1,4,2,2.6666666666666665
2007,PAN,ISR,USA,1,4,2,2.6666666666666665
2017,NZL,GEO,UKR,1,2,4,2.6666666666666665
2002,CMR,KWT,TUR,1,4,2,2.6666666666666665
2005,ARG,LBN,USA,1,4,2,2.6666666666666665
2003,CUB,KWT,USA,1,2,4,2.6666666666666665
2005,ARG,LBN,ROU,1,4,2,2.6666666666666665
2000,CHN,JPN,SLE,1,2,4,2.6666666666666665
2016,AGO,BDI,GIN,1,4,2,2.6666666666666665
2003,COG,CMR,STP,1,4,2,2.6666666666666665
2002,CMR,KWT,UKR,1,4,2,2.6666666666666665
2002,CMR,KWT,TUN,1,4,2,2.6666666666666665
2009,UGA,BDI,CAF,1,4,2,2.6666666666666665
2002,CMR,KWT,LBN,1,4,2,2.6666666666666665
2003,PAK,SLE,SOM,1,4,2,2.6666666666666665
1999,GAB,IRN,TUR,1,2,4,2.6666666666666665
2013,PAK,AFG,UKR,1,4,2,2.6666666666666665
2013,NER,FRA,LBY,1,4,2,2.6666666666666665
2016,AGO,BDI,MRT,1,4,2,2.6666666666666665
2002,CMR,KWT,LAO,1,4,2,2.6666666666666665
2002,CMR,KWT,MAR,1,4,2,2.6666666666666665
2002,CMR,KWT,THA,1,4,2,2.6666666666666665
2002,CMR,KWT,MYS,1,4,2,2.6666666666666665
2002,CMR,KWT,NZL,1,4,2,2.6666666666666665
2002,CMR,KWT,OMN,1,4,2,2.6666666666666665
2002,CMR,KWT,PAK,1,4,2,2.6666666666666665
2002,CMR,KWT,SAU,1,4,2,2.6666666666666665
1997,CRI,DEU,NOR,1,4,2,2.6666666666666665
2003,COG,CMR,RWA,1,4,2,2.6666666666666665
1999,GAB,IRN,QAT,1,2,4,2.6666666666666665
2017,PAK,ISR,YEM,1,4,2,2.6666666666666665
2017,ROU,GEO,MDA,1,2,4,2.6666666666666665
2003,CHN,CIV,IRQ,1,4,2,2.6666666666666665
1999,GMB,BIH,CAN,1,4,2,2.6666666666666665
2013,JPN,KOR,MLI,1,2,4,2.6666666666666665
1999,GMB,BIH,FRA,1,4,2,2.6666666666666665
2013,JPN,EGY,ISR,1,2,4,2.6666666666666665
2013,JPN,AFG,PAK,1,4,2,2.6666666666666665
2003,BGR,IRQ,TLS,1,4,2,2.6666666666666665
2013,LUX,IRN,SOM,1,2,4,2.6666666666666665
2009,UGA,COG,SOM,1,2,4,2.6666666666666665
2009,UGA,COG,SDN,1,2,4,2.6666666666666665
2000,COD,BDI,MOZ,1,4,2,2.6666666666666665
2009,UGA,CAF,SOM,1,2,4,2.6666666666666665
2015,FRA,IRQ,ISR,1,4,2,2.6666666666666665
2003,BGR,AFG,IRQ,1,2,4,2.6666666666666665
2007,PAN,ETH,SOM,1,2,4,2.6666666666666665
2003,CHN,ISR,PSE,1,4,2,2.6666666666666665
2003,CIV,BFA,LBR,1,2,4,2.6666666666666665
2000,CHN,PRT,SLE,1,2,4,2.6666666666666665
2005,ARG,DNK,LBN,1,2,4,2.6666666666666665
2000,CHN,PAK,SLE,1,2,4,2.6666666666666665
2000,CHN,NOR,SLE,1,2,4,2.6666666666666665
2003,COD,FRA,RWA,1,4,2,2.6666666666666665
2003,COD,FRA,UGA,1,4,2,2.6666666666666665
2005,ARG,DOM,HTI,1,2,4,2.6666666666666665
2005,ARG,FRA,LBN,1,2,4,2.6666666666666665
2017,PER,ISR,PSE,1,4,2,2.6666666666666665
2003,COG,AGO,CMR,1,2,4,2.6666666666666665
1997,CRI,DEU,PAK,1,4,2,2.6666666666666665
2005,ARG,GRC,LBN,1,2,4,2.6666666666666665
2017,PER,EGY,ISR,1,2,4,2.6666666666666665
2013,LUX,IRN,MLI,1,2,4,2.6666666666666665
2002,FRA,IRN,SLE,1,2,4,2.6666666666666665
1996,ARE,ISR,PSE,1,4,2,2.6666666666666665
2002,FRA,PAK,SLE,1,2,4,2.6666666666666665
2015,SYR,KWT,SAU,1,2,4,2.6666666666666665
2007,IDN,COG,SOM,1,2,4,2.6666666666666665
1997,JPN,GTM,SWE,1,4,2,2.6666666666666665
2002,JOR,IRQ,KWT,1,4,2,2.6666666666666665
2015,SYR,KWT,QAT,1,2,4,2.6666666666666665
2002,JPN,ERI,NOR,1,4,2,2.6666666666666665
2002,JPN,ETH,NOR,1,4,2,2.6666666666666665
1997,JPN,GTM,PRT,1,4,2,2.6666666666666665
2002,SGP,ISR,PSE,1,2,4,2.6666666666666665
1997,JPN,GTM,NLD,1,4,2,2.6666666666666665
2017,RUS,LBY,USA,1,2,4,2.6666666666666665
1997,JPN,GTM,ITA,1,4,2,2.6666666666666665
2017,FRA,LBN,LBY,1,2,4,2.6666666666666665
2002,SGP,IDN,PSE,1,2,4,2.6666666666666665
1996,GNB,EGY,SDN,1,2,4,2.6666666666666665
2014,SYR,IRQ,PSE,1,2,4,2.6666666666666665
2014,SYR,FRA,NGA,1,4,2,2.6666666666666665
2015,SYR,BEL,IRQ,1,2,4,2.6666666666666665
2002,SGP,MAR,PSE,1,2,4,2.6666666666666665
2002,GBR,PSE,TUN,1,4,2,2.6666666666666665
2002,GBR,PSE,YEM,1,4,2,2.6666666666666665
2002,GBR,PSE,ZAF,1,4,2,2.6666666666666665
2015,SYR,BEL,QAT,1,2,4,2.6666666666666665
2014,RWA,MLI,NGA,1,4,2,2.6666666666666665
2010,NGA,BRA,GIN,1,2,4,2.6666666666666665
2002,SGP,KWT,USA,1,4,2,2.6666666666666665
2014,SYR,FRA,LBY,1,4,2,2.6666666666666665
2002,SGP,JPN,PSE,1,2,4,2.6666666666666665
2007,IDN,COG,UGA,1,2,4,2.6666666666666665
2014,SYR,AFG,SAU,1,2,4,2.6666666666666665
2016,SEN,FRA,MLI,1,4,2,2.6666666666666665
2002,IRL,BIH,USA,1,2,4,2.6666666666666665
2014,SYR,FRA,ISR,1,4,2,2.6666666666666665
2015,SYR,QAT,TUN,1,4,2,2.6666666666666665
2015,SYR,QAT,USA,1,4,2,2.6666666666666665
2017,FRA,LBN,SSD,1,2,4,2.6666666666666665
1996,CAN,AFG,KHM,1,2,4,2.6666666666666665
2014,UGA,BDI,SOM,1,2,4,2.6666666666666665
1999,IND,COG,SOM,1,4,2,2.6666666666666665
2017,SDN,ETH,SSD,1,2,4,2.6666666666666665
2014,UGA,CAF,SOM,1,2,4,2.6666666666666665
1999,IND,COG,SLE,1,4,2,2.6666666666666665
2014,UGA,KEN,SOM,1,2,4,2.6666666666666665
2014,UGA,MLI,SOM,1,2,4,2.6666666666666665
2015,SYR,SAU,TUN,1,4,2,2.6666666666666665
2014,UGA,NGA,SOM,1,2,4,2.6666666666666665
1997,JPN,COL,GTM,1,2,4,2.6666666666666665
2014,USA,BDI,SLE,1,2,4,2.6666666666666665
1999,CHN,BIH,BLR,1,2,4,2.6666666666666665
2010,RUS,ISR,PSE,1,4,2,2.6666666666666665
1996,CHL,AFG,LBN,1,2,4,2.6666666666666665
2017,FRA,MLI,SSD,1,2,4,2.6666666666666665
1999,NLD,ECU,PRT,1,2,4,2.6666666666666665
2003,USA,ESP,JOR,1,2,4,2.6666666666666665
2002,MEX,BIH,NOR,1,4,2,2.6666666666666665
1999,GAB,ARE,QAT,1,2,4,2.6666666666666665
2002,SGP,EGY,PSE,1,2,4,2.6666666666666665
2004,ROU,MEX,NLD,1,4,2,2.6666666666666665
1999,GAB,ARE,TUR,1,2,4,2.6666666666666665
2009,AUT,CAF,SDN,1,2,4,2.6666666666666665
2014,TCD,LBY,USA,1,4,2,2.6666666666666665
2010,NZL,JPN,TCD,1,4,2,2.6666666666666665
2010,NZL,FRA,JPN,1,2,4,2.6666666666666665
2002,SGP,ESP,PSE,1,2,4,2.6666666666666665
2016,SAU,IRQ,YEM,1,2,4,2.6666666666666665
2017,FRA,LBY,YEM,1,4,2,2.6666666666666665
2017,FRA,LBR,SSD,1,2,4,2.6666666666666665
2016,SAU,IRN,IRQ,1,4,2,2.6666666666666665
2002,GBR,PSE,SDN,1,4,2,2.6666666666666665
2002,GBR,PAK,PSE,1,2,4,2.6666666666666665
2014,NLD,MAR,MLI,1,4,2,2.6666666666666665
1999,GMB,CAN,DEU,1,2,4,2.6666666666666665
2010,MEX,ISR,TUR,1,4,2,2.6666666666666665
2008,VNM,AGO,ZWE,1,2,4,2.6666666666666665
2008,VNM,AUS,ZWE,1,2,4,2.6666666666666665
2002,GBR,CHL,PSE,1,2,4,2.6666666666666665
2016,COD,AGO,UGA,1,2,4,2.6666666666666665
2014,RUS,EGY,ISR,1,2,4,2.6666666666666665
2014,RUS,GIN,SLE,1,4,2,2.6666666666666665
2002,GBR,CAN,THA,1,4,2,2.6666666666666665
2008,VNM,CAN,ZWE,1,2,4,2.6666666666666665
2002,GBR,CUB,PSE,1,2,4,2.6666666666666665
1999,GAB,CUB,TUR,1,2,4,2.6666666666666665
2014,RUS,IRQ,ISR,1,2,4,2.6666666666666665
2015,RUS,SDN,SSD,1,2,4,2.6666666666666665
2014,RUS,ISR,USA,1,4,2,2.6666666666666665
2002,GBR,CAN,ZAF,1,4,2,2.6666666666666665
2008,VEN,PSE,USA,1,4,2,2.6666666666666665
2009,LBY,ITA,ZAF,1,2,4,2.6666666666666665
2009,NLD,BEL,SWE,1,2,4,2.6666666666666665
2013,GBR,LBN,USA,1,2,4,2.6666666666666665
2014,NOR,EGY,IRQ,1,2,4,2.6666666666666665
2000,NLD,PSE,ZAF,1,4,2,2.6666666666666665
2014,NOR,EGY,ISR,1,2,4,2.6666666666666665
2014,NOR,EGY,PSE,1,2,4,2.6666666666666665
2014,NZL,IRQ,ZAF,1,4,2,2.6666666666666665
2008,USA,RUS,SLE,1,4,2,2.6666666666666665
2013,GBR,JOR,USA,1,2,4,2.6666666666666665
2002,GBR,BRA,CAN,1,2,4,2.6666666666666665
2014,PAK,IRQ,PSE,1,2,4,2.6666666666666665
2002,GBR,CAN,CHE,1,4,2,2.6666666666666665
2002,GBR,CAN,CRI,1,4,2,2.6666666666666665
2002,GBR,CAN,DEU,1,4,2,2.6666666666666665
2002,GBR,CAN,FJI,1,4,2,2.6666666666666665
1999,GAB,CUB,QAT,1,2,4,2.6666666666666665
2016,CHN,PSE,TUN,1,4,2,2.6666666666666665
2008,USA,COG,EST,1,4,2,2.6666666666666665
2002,GBR,KWT,PSE,1,2,4,2.6666666666666665
2002,SGP,PSE,TUR,1,4,2,2.6666666666666665
2002,SGP,PSE,TUN,1,4,2,2.6666666666666665
2002,SGP,PSE,SDN,1,4,2,2.6666666666666665
2015,SWE,IRQ,JOR,1,4,2,2.6666666666666665
1999,GAB,BLR,QAT,1,2,4,2.6666666666666665
