year,speaker_country,country1,country2,n_speeches,freq1,freq2,score
2015,LTU,CHE,PRT,1,2,2,2.0
2015,LTU,CHE,ROU,1,2,2,2.0
2015,LTU,CHE,DNK,1,2,2,2.0
2015,LTU,CHE,SOM,1,2,2,2.0
2015,LTU,CHE,SVK,1,2,2,2.0
2015,LTU,CHE,SVN,1,2,2,2.0
2015,LTU,CHE,SWE,1,2,2,2.0
2015,LTU,CHE,SYC,1,2,2,2.0
2015,LTU,CHE,TTO,1,2,2,2.0
2015,LTU,CHE,UKR,1,2,2,2.0
2015,LTU,CHE,USA,1,2,2,2.0
2015,LTU,CHE,MKD,1,2,2,2.0
2015,LTU,CHE,MDA,1,2,2,2.0
2015,LTU,CHE,MAR,1,2,2,2.0
2015,LTU,CHE,LVA,1,2,2,2.0
2015,LTU,CHE,ESP,1,2,2,2.0
2015,LTU,CHE,EST,1,2,2,2.0
2015,LTU,CHE,FIN,1,2,2,2.0
2015,LTU,CHE,FRA,1,2,2,2.0
2015,LTU,CHE,GEO,1,2,2,2.0
2015,LTU,CHE,GRC,1,2,2,2.0
2015,LTU,CHE,GUY,1,2,2,2.0
2015,LTU,CHE,HRV,1,2,2,2.0
2015,LTU,CHE,HUN,1,2,2,2.0
2015,LTU,CHE,IRL,1,2,2,2.0
2015,LTU,CHE,ISL,1,2,2,2.0
2015,LTU,CHE,ITA,1,2,2,2.0
2015,LTU,CHE,JAM,1,2,2,2.0
2015,LTU,CHE,JPN,1,2,2,2.0
2015,LTU,CHE,KOR,1,2,2,2.0
2015,LTU,CHE,LIE,1,2,2,2.0
2015,LTU,CHE,LUX,1,2,2,2.0
2015,LTU,CRI,USA,1,2,2,2.0
2015,LTU,CZE,DNK,1,2,2,2.0
2015,LTU,EST,LIE,1,2,2,2.0
2015,LTU,DNK,UKR,1,2,2,2.0
2015,LTU,DNK,PRY,1,2,2,2.0
2015,LTU,DNK,ROU,1,2,2,2.0
2015,LTU,DNK,SOM,1,2,2,2.0
2015,LTU,DNK,SVK,1,2,2,2.0
2015,LTU,DNK,SVN,1,2,2,2.0
2015,LTU,DNK,SWE,1,2,2,2.0
2015,LTU,DNK,SYC,1,2,2,2.0
2015,LTU,DNK,TTO,1,2,2,2.0
2015,LTU,DNK,USA,1,2,2,2.0
2015,LTU,ESP,ISL,1,2,2,2.0
2015,LTU,ESP,EST,1,2,2,2.0
2015,LTU,ESP,FIN,1,2,2,2.0
2015,LTU,ESP,FRA,1,2,2,2.0
2015,LTU,ESP,GEO,1,2,2,2.0
2015,LTU,ESP,GRC,1,2,2,2.0
2015,LTU,ESP,GUY,1,2,2,2.0
2015,LTU,ESP,HRV,1,2,2,2.0
2015,LTU,ESP,HUN,1,2,2,2.0
2015,LTU,DNK,PRT,1,2,2,2.0
2015,LTU,DNK,POL,1,2,2,2.0
2015,LTU,DNK,PLW,1,2,2,2.0
2015,LTU,DNK,NZL,1,2,2,2.0
2015,LTU,DNK,HUN,1,2,2,2.0
2015,LTU,DNK,IRL,1,2,2,2.0
2015,LTU,DNK,ISL,1,2,2,2.0
2015,LTU,DNK,ITA,1,2,2,2.0
2015,LTU,DNK,JAM,1,2,2,2.0
2015,LTU,DNK,JPN,1,2,2,2.0
2015,LTU,DNK,KOR,1,2,2,2.0
2015,LTU,DNK,LIE,1,2,2,2.0
2015,LTU,DNK,LUX,1,2,2,2.0
2015,LTU,DNK,LVA,1,2,2,2.0
2015,LTU,DNK,MAR,1,2,2,2.0
2015,LTU,DNK,MDA,1,2,2,2.0
2015,LTU,DNK,MKD,1,2,2,2.0
2015,LTU,DNK,MLT,1,2,2,2.0
2015,LTU,DNK,MNE,1,2,2,2.0
2015,LTU,DNK,NLD,1,2,2,2.0
2015,LTU,DNK,NOR,1,2,2,2.0
2015,LTU,ESP,IRL,1,2,2,2.0
2015,LTU,ESP,ITA,1,2,2,2.0
2015,LTU,DNK,GUY,1,2,2,2.0
2015,LTU,EST,GRC,1,2,2,2.0
2015,LTU,ESP,SWE,1,2,2,2.0
2015,LTU,ESP,SYC,1,2,2,2.0
2015,LTU,ESP,TTO,1,2,2,2.0
2015,LTU,ESP,UKR,1,2,2,2.0
2015,LTU,ESP,USA,1,2,2,2.0
2015,LTU,EST,FIN,1,2,2,2.0
2015,LTU,EST,FRA,1,2,2,2.0
2015,LTU,EST,GEO,1,2,2,2.0
2015,LTU,EST,GUY,1,2,2,2.0
2015,LTU,ESP,JAM,1,2,2,2.0
2015,LTU,EST,HRV,1,2,2,2.0
2015,LTU,EST,HUN,1,2,2,2.0
2015,LTU,EST,IRL,1,2,2,2.0
2015,LTU,EST,ISL,1,2,2,2.0
2015,LTU,EST,ITA,1,2,2,2.0
2015,LTU,EST,JAM,1,2,2,2.0
2015,LTU,EST,JPN,1,2,2,2.0
2015,LTU,EST,KOR,1,2,2,2.0
2015,LTU,ESP,SVN,1,2,2,2.0
2015,LTU,ESP,SVK,1,2,2,2.0
2015,LTU,ESP,SOM,1,2,2,2.0
2015,LTU,ESP,ROU,1,2,2,2.0
2015,LTU,ESP,JPN,1,2,2,2.0
2015,LTU,ESP,KOR,1,2,2,2.0
2015,LTU,ESP,LIE,1,2,2,2.0
2015,LTU,ESP,LUX,1,2,2,2.0
2015,LTU,ESP,LVA,1,2,2,2.0
2015,LTU,ESP,MAR,1,2,2,2.0
2015,LTU,ESP,MDA,1,2,2,2.0
2015,LTU,ESP,MKD,1,2,2,2.0
2015,LTU,ESP,MLT,1,2,2,2.0
2015,LTU,ESP,MNE,1,2,2,2.0
2015,LTU,ESP,NLD,1,2,2,2.0
2015,LTU,ESP,NOR,1,2,2,2.0
2015,LTU,ESP,NZL,1,2,2,2.0
2015,LTU,ESP,PLW,1,2,2,2.0
2015,LTU,ESP,POL,1,2,2,2.0
2015,LTU,ESP,PRT,1,2,2,2.0
2015,LTU,ESP,PRY,1,2,2,2.0
2015,LTU,DNK,HRV,1,2,2,2.0
2015,LTU,DNK,GRC,1,2,2,2.0
2015,LTU,CZE,ESP,1,2,2,2.0
2015,LTU,CZE,ROU,1,2,2,2.0
2015,LTU,CZE,MNE,1,2,2,2.0
2015,LTU,CZE,NLD,1,2,2,2.0
2015,LTU,CZE,NOR,1,2,2,2.0
2015,LTU,CZE,NZL,1,2,2,2.0
2015,LTU,CZE,PLW,1,2,2,2.0
2015,LTU,CZE,POL,1,2,2,2.0
2015,LTU,CZE,PRT,1,2,2,2.0
2015,LTU,CZE,PRY,1,2,2,2.0
2015,LTU,CZE,SOM,1,2,2,2.0
2015,LTU,DEU,EST,1,2,2,2.0
2015,LTU,CZE,SVK,1,2,2,2.0
2015,LTU,CZE,SVN,1,2,2,2.0
2015,LTU,CZE,SWE,1,2,2,2.0
2015,LTU,CZE,SYC,1,2,2,2.0
2015,LTU,CZE,TTO,1,2,2,2.0
2015,LTU,CZE,UKR,1,2,2,2.0
2015,LTU,CZE,USA,1,2,2,2.0
2015,LTU,DEU,DNK,1,2,2,2.0
2015,LTU,CZE,MLT,1,2,2,2.0
2015,LTU,CZE,MKD,1,2,2,2.0
2015,LTU,CZE,MDA,1,2,2,2.0
2015,LTU,CZE,MAR,1,2,2,2.0
2015,LTU,CZE,EST,1,2,2,2.0
2015,LTU,CZE,FIN,1,2,2,2.0
2015,LTU,CZE,FRA,1,2,2,2.0
2015,LTU,CZE,GEO,1,2,2,2.0
2015,LTU,CZE,GRC,1,2,2,2.0
2015,LTU,CZE,GUY,1,2,2,2.0
2015,LTU,CZE,HRV,1,2,2,2.0
2015,LTU,CZE,HUN,1,2,2,2.0
2015,LTU,CZE,IRL,1,2,2,2.0
2015,LTU,CZE,ISL,1,2,2,2.0
2015,LTU,CZE,ITA,1,2,2,2.0
2015,LTU,CZE,JAM,1,2,2,2.0
2015,LTU,CZE,JPN,1,2,2,2.0
2015,LTU,CZE,KOR,1,2,2,2.0
2015,LTU,CZE,LIE,1,2,2,2.0
2015,LTU,CZE,LUX,1,2,2,2.0
2015,LTU,CZE,LVA,1,2,2,2.0
2015,LTU,DEU,ESP,1,2,2,2.0
2015,LTU,DEU,FIN,1,2,2,2.0
2015,LTU,DNK,GEO,1,2,2,2.0
2015,LTU,DEU,SVK,1,2,2,2.0
2015,LTU,DEU,NOR,1,2,2,2.0
2015,LTU,DEU,NZL,1,2,2,2.0
2015,LTU,DEU,PLW,1,2,2,2.0
2015,LTU,DEU,POL,1,2,2,2.0
2015,LTU,DEU,PRT,1,2,2,2.0
2015,LTU,DEU,PRY,1,2,2,2.0
2015,LTU,DEU,ROU,1,2,2,2.0
2015,LTU,DEU,SOM,1,2,2,2.0
2015,LTU,DEU,SVN,1,2,2,2.0
2015,LTU,DEU,FRA,1,2,2,2.0
2015,LTU,DEU,SWE,1,2,2,2.0
2015,LTU,DEU,SYC,1,2,2,2.0
2015,LTU,DEU,TTO,1,2,2,2.0
2015,LTU,DEU,USA,1,2,2,2.0
2015,LTU,DNK,ESP,1,2,2,2.0
2015,LTU,DNK,EST,1,2,2,2.0
2015,LTU,DNK,FIN,1,2,2,2.0
2015,LTU,DNK,FRA,1,2,2,2.0
1997,KOR,DEU,RWA,1,2,2,2.0
2015,LTU,DEU,MNE,1,2,2,2.0
2015,LTU,DEU,MLT,1,2,2,2.0
2015,LTU,DEU,MKD,1,2,2,2.0
2015,LTU,DEU,GEO,1,2,2,2.0
2015,LTU,DEU,GRC,1,2,2,2.0
2015,LTU,DEU,GUY,1,2,2,2.0
2015,LTU,DEU,HRV,1,2,2,2.0
2015,LTU,DEU,HUN,1,2,2,2.0
2015,LTU,DEU,IDN,1,2,2,2.0
2015,LTU,DEU,IRL,1,2,2,2.0
2015,LTU,DEU,ISL,1,2,2,2.0
2015,LTU,DEU,ITA,1,2,2,2.0
2015,LTU,DEU,JAM,1,2,2,2.0
2015,LTU,DEU,JPN,1,2,2,2.0
2015,LTU,DEU,KOR,1,2,2,2.0
2015,LTU,DEU,LIE,1,2,2,2.0
2015,LTU,DEU,LUX,1,2,2,2.0
2015,LTU,DEU,LVA,1,2,2,2.0
2015,LTU,DEU,MAR,1,2,2,2.0
2015,LTU,DEU,MDA,1,2,2,2.0
2017,BOL,NGA,YEM,1,2,2,2.0
2017,GBR,DEU,MNE,1,2,2,2.0
2017,BOL,SOM,SSD,1,2,2,2.0
2018,RUS,GRC,SVK,1,2,2,2.0
2018,RUS,GRC,TUN,1,2,2,2.0
2018,RUS,GRC,UKR,1,2,2,2.0
2018,RUS,GRC,URY,1,2,2,2.0
2018,RUS,GRC,ZAF,1,2,2,2.0
2018,RUS,GTM,HRV,1,2,2,2.0
2018,RUS,GTM,HUN,1,2,2,2.0
2018,RUS,GTM,IDN,1,2,2,2.0
2018,RUS,GTM,IRL,1,2,2,2.0
2018,RUS,GTM,ISL,1,2,2,2.0
2018,RUS,GTM,ISR,1,2,2,2.0
2018,RUS,GTM,ITA,1,2,2,2.0
2018,RUS,GTM,JOR,1,2,2,2.0
2018,RUS,GTM,JPN,1,2,2,2.0
2018,RUS,GTM,KOR,1,2,2,2.0
2018,RUS,GTM,LBN,1,2,2,2.0
2018,RUS,GTM,LBR,1,2,2,2.0
2018,RUS,GTM,LIE,1,2,2,2.0
2018,RUS,GTM,LTU,1,2,2,2.0
2018,RUS,GTM,LUX,1,2,2,2.0
2018,RUS,GRC,SVN,1,2,2,2.0
2018,RUS,GRC,SMR,1,2,2,2.0
2018,RUS,DEU,LBN,1,2,2,2.0
2018,RUS,GRC,SEN,1,2,2,2.0
2018,RUS,GRC,LIE,1,2,2,2.0
2018,RUS,GRC,LTU,1,2,2,2.0
2018,RUS,GRC,LUX,1,2,2,2.0
2018,RUS,GRC,LVA,1,2,2,2.0
2018,RUS,GRC,MAR,1,2,2,2.0
2018,RUS,GRC,MCO,1,2,2,2.0
2018,RUS,GRC,MDA,1,2,2,2.0
2018,RUS,GRC,MKD,1,2,2,2.0
2018,RUS,GRC,MLT,1,2,2,2.0
2018,RUS,GRC,MNE,1,2,2,2.0
2018,RUS,GRC,MYS,1,2,2,2.0
2018,RUS,GRC,NAM,1,2,2,2.0
2018,RUS,GRC,NGA,1,2,2,2.0
2018,RUS,GRC,NOR,1,2,2,2.0
2018,RUS,GRC,NZL,1,2,2,2.0
2018,RUS,GRC,PNG,1,2,2,2.0
2018,RUS,GRC,PRT,1,2,2,2.0
2018,RUS,GRC,QAT,1,2,2,2.0
2018,RUS,GRC,ROU,1,2,2,2.0
2018,RUS,GTM,LVA,1,2,2,2.0
2018,RUS,GTM,MAR,1,2,2,2.0
2018,RUS,GTM,MCO,1,2,2,2.0
2018,RUS,GTM,MDA,1,2,2,2.0
2018,RUS,HRV,IRL,1,2,2,2.0
2018,RUS,HRV,ISL,1,2,2,2.0
2018,RUS,HRV,ISR,1,2,2,2.0
2018,RUS,HRV,ITA,1,2,2,2.0
2018,RUS,HRV,JOR,1,2,2,2.0
2018,RUS,HRV,JPN,1,2,2,2.0
2018,RUS,HRV,KOR,1,2,2,2.0
2018,RUS,HRV,LBN,1,2,2,2.0
2018,RUS,HRV,LBR,1,2,2,2.0
2018,RUS,HRV,LIE,1,2,2,2.0
2018,RUS,HRV,LTU,1,2,2,2.0
2018,RUS,HRV,LUX,1,2,2,2.0
2018,RUS,HRV,LVA,1,2,2,2.0
2018,RUS,HRV,MAR,1,2,2,2.0
2018,RUS,HRV,MCO,1,2,2,2.0
2018,RUS,HRV,MDA,1,2,2,2.0
2018,RUS,HRV,MKD,1,2,2,2.0
2018,RUS,HRV,MLT,1,2,2,2.0
2018,RUS,HRV,MNE,1,2,2,2.0
2018,RUS,HRV,IDN,1,2,2,2.0
2018,RUS,HRV,HUN,1,2,2,2.0
2018,RUS,GTM,ZAF,1,2,2,2.0
2018,RUS,GTM,PNG,1,2,2,2.0
2018,RUS,GTM,MKD,1,2,2,2.0
2018,RUS,GTM,MLT,1,2,2,2.0
2018,RUS,GTM,MNE,1,2,2,2.0
2018,RUS,GTM,MYS,1,2,2,2.0
2018,RUS,GTM,NAM,1,2,2,2.0
2018,RUS,GTM,NGA,1,2,2,2.0
2018,RUS,GTM,NOR,1,2,2,2.0
2018,RUS,GTM,NZL,1,2,2,2.0
2018,RUS,GTM,PRT,1,2,2,2.0
2018,RUS,GTM,URY,1,2,2,2.0
2018,RUS,GTM,QAT,1,2,2,2.0
2018,RUS,GTM,ROU,1,2,2,2.0
2018,RUS,GTM,SEN,1,2,2,2.0
2018,RUS,GTM,SMR,1,2,2,2.0
2018,RUS,GTM,SVK,1,2,2,2.0
2018,RUS,GTM,SVN,1,2,2,2.0
2018,RUS,GTM,TUN,1,2,2,2.0
2018,RUS,GTM,UKR,1,2,2,2.0
2018,RUS,GRC,LBR,1,2,2,2.0
2018,RUS,GRC,LBN,1,2,2,2.0
2018,RUS,GRC,KOR,1,2,2,2.0
2018,RUS,GMB,ISL,1,2,2,2.0
2018,RUS,GIN,NOR,1,2,2,2.0
2018,RUS,GIN,NZL,1,2,2,2.0
2018,RUS,GIN,PNG,1,2,2,2.0
2018,RUS,GIN,PRT,1,2,2,2.0
2018,RUS,GIN,QAT,1,2,2,2.0
2018,RUS,GIN,ROU,1,2,2,2.0
2018,RUS,GIN,SEN,1,2,2,2.0
2018,RUS,GIN,SMR,1,2,2,2.0
2018,RUS,GIN,SVK,1,2,2,2.0
2018,RUS,GIN,SVN,1,2,2,2.0
2018,RUS,GIN,TUN,1,2,2,2.0
2018,RUS,GIN,UKR,1,2,2,2.0
2018,RUS,GIN,URY,1,2,2,2.0
2018,RUS,GIN,ZAF,1,2,2,2.0
2018,RUS,GMB,GRC,1,2,2,2.0
2018,RUS,GMB,GTM,1,2,2,2.0
2018,RUS,GMB,HRV,1,2,2,2.0
2018,RUS,GMB,HUN,1,2,2,2.0
2018,RUS,GMB,IDN,1,2,2,2.0
2018,RUS,GIN,NGA,1,2,2,2.0
2018,RUS,GIN,NAM,1,2,2,2.0
2018,RUS,GIN,MYS,1,2,2,2.0
2018,RUS,GIN,LBR,1,2,2,2.0
2018,RUS,GIN,IRL,1,2,2,2.0
2018,RUS,GIN,ISL,1,2,2,2.0
2018,RUS,GIN,ISR,1,2,2,2.0
2018,RUS,GIN,ITA,1,2,2,2.0
2018,RUS,GIN,JOR,1,2,2,2.0
2018,RUS,GIN,JPN,1,2,2,2.0
2018,RUS,GIN,KOR,1,2,2,2.0
2018,RUS,GIN,LBN,1,2,2,2.0
2018,RUS,GIN,LIE,1,2,2,2.0
2018,RUS,GIN,MNE,1,2,2,2.0
2018,RUS,GIN,LTU,1,2,2,2.0
2018,RUS,GIN,LUX,1,2,2,2.0
2018,RUS,GIN,LVA,1,2,2,2.0
2018,RUS,GIN,MAR,1,2,2,2.0
2018,RUS,GIN,MCO,1,2,2,2.0
2018,RUS,GIN,MDA,1,2,2,2.0
2018,RUS,GIN,MKD,1,2,2,2.0
2018,RUS,GIN,MLT,1,2,2,2.0
2018,RUS,GMB,IRL,1,2,2,2.0
2018,RUS,GMB,ISR,1,2,2,2.0
2018,RUS,GRC,JPN,1,2,2,2.0
2018,RUS,GMB,ITA,1,2,2,2.0
2018,RUS,GMB,QAT,1,2,2,2.0
2018,RUS,GMB,ROU,1,2,2,2.0
2018,RUS,GMB,SEN,1,2,2,2.0
2018,RUS,GMB,SMR,1,2,2,2.0
2018,RUS,GMB,SVK,1,2,2,2.0
2018,RUS,GMB,SVN,1,2,2,2.0
2018,RUS,GMB,TUN,1,2,2,2.0
2018,RUS,GMB,UKR,1,2,2,2.0
2018,RUS,GMB,URY,1,2,2,2.0
2018,RUS,GMB,ZAF,1,2,2,2.0
2018,RUS,GRC,GTM,1,2,2,2.0
2018,RUS,GRC,HRV,1,2,2,2.0
2018,RUS,GRC,HUN,1,2,2,2.0
2018,RUS,GRC,IDN,1,2,2,2.0
2018,RUS,GRC,IRL,1,2,2,2.0
2018,RUS,GRC,ISL,1,2,2,2.0
2018,RUS,GRC,ISR,1,2,2,2.0
2018,RUS,GRC,ITA,1,2,2,2.0
2018,RUS,GRC,JOR,1,2,2,2.0
2018,RUS,GMB,PRT,1,2,2,2.0
2018,RUS,GMB,PNG,1,2,2,2.0
2018,RUS,GMB,NZL,1,2,2,2.0
2018,RUS,GMB,LVA,1,2,2,2.0
2018,RUS,GMB,JOR,1,2,2,2.0
2018,RUS,GMB,JPN,1,2,2,2.0
2018,RUS,GMB,KOR,1,2,2,2.0
2018,RUS,GMB,LBN,1,2,2,2.0
2018,RUS,GMB,LBR,1,2,2,2.0
2018,RUS,GMB,LIE,1,2,2,2.0
2018,RUS,GMB,LTU,1,2,2,2.0
2018,RUS,GMB,LUX,1,2,2,2.0
2018,RUS,GMB,MAR,1,2,2,2.0
2018,RUS,GMB,NOR,1,2,2,2.0
2018,RUS,GMB,MCO,1,2,2,2.0
2018,RUS,GMB,MDA,1,2,2,2.0
2018,RUS,GMB,MKD,1,2,2,2.0
2018,RUS,GMB,MLT,1,2,2,2.0
2018,RUS,GMB,MNE,1,2,2,2.0
2018,RUS,GMB,MYS,1,2,2,2.0
2018,RUS,GMB,NAM,1,2,2,2.0
2018,RUS,GMB,NGA,1,2,2,2.0
2018,RUS,HRV,MYS,1,2,2,2.0
2018,RUS,HRV,NAM,1,2,2,2.0
2018,RUS,HRV,NGA,1,2,2,2.0
2018,RUS,ISL,LBR,1,2,2,2.0
2018,RUS,IRL,ROU,1,2,2,2.0
2018,RUS,IRL,SEN,1,2,2,2.0
2018,RUS,IRL,SMR,1,2,2,2.0
2018,RUS,IRL,SVK,1,2,2,2.0
2018,RUS,IRL,SVN,1,2,2,2.0
2018,RUS,IRL,TUN,1,2,2,2.0
2018,RUS,IRL,UKR,1,2,2,2.0
2018,RUS,IRL,URY,1,2,2,2.0
2018,RUS,IRL,ZAF,1,2,2,2.0
1995,FRA,AUS,CUB,1,2,2,2.0
2018,RUS,IRN,ISR,1,2,2,2.0
2018,RUS,IRN,KAZ,1,2,2,2.0
1995,FRA,AUS,CAN,1,2,2,2.0
2018,RUS,IRQ,TUR,1,2,2,2.0
2018,RUS,ISL,ISR,1,2,2,2.0
2018,RUS,ISL,ITA,1,2,2,2.0
2018,RUS,ISL,JOR,1,2,2,2.0
2018,RUS,ISL,JPN,1,2,2,2.0
2018,RUS,ISL,KOR,1,2,2,2.0
2018,RUS,IRL,QAT,1,2,2,2.0
2018,RUS,IRL,PRT,1,2,2,2.0
2018,RUS,IRL,PNG,1,2,2,2.0
2018,RUS,IRL,MAR,1,2,2,2.0
2018,RUS,IRL,JPN,1,2,2,2.0
2018,RUS,IRL,KOR,1,2,2,2.0
2018,RUS,IRL,LBN,1,2,2,2.0
2018,RUS,IRL,LBR,1,2,2,2.0
2018,RUS,IRL,LIE,1,2,2,2.0
2018,RUS,IRL,LTU,1,2,2,2.0
2018,RUS,IRL,LUX,1,2,2,2.0
2018,RUS,IRL,LVA,1,2,2,2.0
2018,RUS,IRL,MCO,1,2,2,2.0
2018,RUS,IRL,NZL,1,2,2,2.0
2018,RUS,IRL,MDA,1,2,2,2.0
2018,RUS,IRL,MKD,1,2,2,2.0
2018,RUS,IRL,MLT,1,2,2,2.0
2018,RUS,IRL,MNE,1,2,2,2.0
2018,RUS,IRL,MYS,1,2,2,2.0
2018,RUS,IRL,NAM,1,2,2,2.0
2018,RUS,IRL,NGA,1,2,2,2.0
2018,RUS,IRL,NOR,1,2,2,2.0
2018,RUS,ISL,LBN,1,2,2,2.0
2018,RUS,ISL,LIE,1,2,2,2.0
2018,RUS,IRL,ITA,1,2,2,2.0
2018,RUS,ISL,LTU,1,2,2,2.0
2018,RUS,ISL,UKR,1,2,2,2.0
2018,RUS,ISL,URY,1,2,2,2.0
2018,RUS,ISL,ZAF,1,2,2,2.0
2018,RUS,ISR,ITA,1,2,2,2.0
2018,RUS,ISR,JPN,1,2,2,2.0
2018,RUS,ISR,KOR,1,2,2,2.0
2018,RUS,ISR,LBR,1,2,2,2.0
2018,RUS,ISR,LIE,1,2,2,2.0
2018,RUS,ISR,LTU,1,2,2,2.0
2018,RUS,ISR,LUX,1,2,2,2.0
2018,RUS,ISR,LVA,1,2,2,2.0
2018,RUS,ISR,MAR,1,2,2,2.0
2018,RUS,ISR,MCO,1,2,2,2.0
2018,RUS,ISR,MDA,1,2,2,2.0
2018,RUS,ISR,MKD,1,2,2,2.0
2018,RUS,ISR,MLT,1,2,2,2.0
2018,RUS,ISR,MNE,1,2,2,2.0
2018,RUS,ISR,MYS,1,2,2,2.0
2018,RUS,ISR,NAM,1,2,2,2.0
2018,RUS,ISL,TUN,1,2,2,2.0
2018,RUS,ISL,SVN,1,2,2,2.0
2018,RUS,ISL,SVK,1,2,2,2.0
2018,RUS,ISL,MYS,1,2,2,2.0
2018,RUS,ISL,LUX,1,2,2,2.0
2018,RUS,ISL,LVA,1,2,2,2.0
2018,RUS,ISL,MAR,1,2,2,2.0
2018,RUS,ISL,MCO,1,2,2,2.0
2018,RUS,ISL,MDA,1,2,2,2.0
2018,RUS,ISL,MKD,1,2,2,2.0
2018,RUS,ISL,MLT,1,2,2,2.0
2018,RUS,ISL,MNE,1,2,2,2.0
2018,RUS,ISL,NAM,1,2,2,2.0
2018,RUS,ISL,SMR,1,2,2,2.0
2018,RUS,ISL,NGA,1,2,2,2.0
2018,RUS,ISL,NOR,1,2,2,2.0
2018,RUS,ISL,NZL,1,2,2,2.0
2018,RUS,ISL,PNG,1,2,2,2.0
2018,RUS,ISL,PRT,1,2,2,2.0
2018,RUS,ISL,QAT,1,2,2,2.0
2018,RUS,ISL,ROU,1,2,2,2.0
2018,RUS,ISL,SEN,1,2,2,2.0
2018,RUS,IRL,JOR,1,2,2,2.0
2018,RUS,IRL,ISR,1,2,2,2.0
2018,RUS,HRV,NOR,1,2,2,2.0
2018,RUS,HUN,SEN,1,2,2,2.0
2018,RUS,HUN,LBR,1,2,2,2.0
2018,RUS,HUN,LIE,1,2,2,2.0
2018,RUS,HUN,LTU,1,2,2,2.0
2018,RUS,HUN,LUX,1,2,2,2.0
2018,RUS,HUN,LVA,1,2,2,2.0
2018,RUS,HUN,MAR,1,2,2,2.0
2018,RUS,HUN,MCO,1,2,2,2.0
2018,RUS,HUN,MDA,1,2,2,2.0
2018,RUS,HUN,MKD,1,2,2,2.0
2018,RUS,HUN,MLT,1,2,2,2.0
2018,RUS,HUN,MNE,1,2,2,2.0
2018,RUS,HUN,MYS,1,2,2,2.0
2018,RUS,HUN,NAM,1,2,2,2.0
2018,RUS,HUN,NGA,1,2,2,2.0
2018,RUS,HUN,NOR,1,2,2,2.0
2018,RUS,HUN,NZL,1,2,2,2.0
2018,RUS,HUN,PNG,1,2,2,2.0
2018,RUS,HUN,PRT,1,2,2,2.0
2018,RUS,HUN,QAT,1,2,2,2.0
2018,RUS,HUN,LBN,1,2,2,2.0
2018,RUS,HUN,KOR,1,2,2,2.0
2018,RUS,HUN,JPN,1,2,2,2.0
2018,RUS,HRV,SVN,1,2,2,2.0
2018,RUS,HRV,NZL,1,2,2,2.0
2018,RUS,HRV,PNG,1,2,2,2.0
2018,RUS,HRV,PRT,1,2,2,2.0
2018,RUS,HRV,QAT,1,2,2,2.0
2018,RUS,HRV,ROU,1,2,2,2.0
2018,RUS,HRV,SEN,1,2,2,2.0
2018,RUS,HRV,SMR,1,2,2,2.0
2018,RUS,HRV,SVK,1,2,2,2.0
2018,RUS,HRV,TUN,1,2,2,2.0
2018,RUS,HUN,JOR,1,2,2,2.0
2018,RUS,HRV,UKR,1,2,2,2.0
2018,RUS,HRV,URY,1,2,2,2.0
2018,RUS,HRV,ZAF,1,2,2,2.0
2018,RUS,HUN,IDN,1,2,2,2.0
2018,RUS,HUN,IRL,1,2,2,2.0
2018,RUS,HUN,ISL,1,2,2,2.0
2018,RUS,HUN,ISR,1,2,2,2.0
2018,RUS,HUN,ITA,1,2,2,2.0
2018,RUS,HUN,ROU,1,2,2,2.0
2018,RUS,HUN,SMR,1,2,2,2.0
2018,RUS,IRL,ISL,1,2,2,2.0
2018,RUS,HUN,SVK,1,2,2,2.0
2018,RUS,IDN,MLT,1,2,2,2.0
2018,RUS,IDN,MNE,1,2,2,2.0
2018,RUS,IDN,MYS,1,2,2,2.0
2018,RUS,IDN,NAM,1,2,2,2.0
2018,RUS,IDN,NGA,1,2,2,2.0
2018,RUS,IDN,NOR,1,2,2,2.0
2018,RUS,IDN,NZL,1,2,2,2.0
2018,RUS,IDN,PNG,1,2,2,2.0
2018,RUS,IDN,PRT,1,2,2,2.0
2018,RUS,IDN,QAT,1,2,2,2.0
2018,RUS,IDN,ROU,1,2,2,2.0
2018,RUS,IDN,SEN,1,2,2,2.0
2018,RUS,IDN,SMR,1,2,2,2.0
2018,RUS,IDN,SVK,1,2,2,2.0
2018,RUS,IDN,SVN,1,2,2,2.0
2018,RUS,IDN,TUN,1,2,2,2.0
2018,RUS,IDN,UKR,1,2,2,2.0
2018,RUS,IDN,URY,1,2,2,2.0
2018,RUS,IDN,ZAF,1,2,2,2.0
2018,RUS,IDN,MKD,1,2,2,2.0
2018,RUS,IDN,MDA,1,2,2,2.0
2018,RUS,IDN,MCO,1,2,2,2.0
2018,RUS,IDN,ITA,1,2,2,2.0
2018,RUS,HUN,SVN,1,2,2,2.0
2018,RUS,HUN,TUN,1,2,2,2.0
2018,RUS,HUN,UKR,1,2,2,2.0
2018,RUS,HUN,URY,1,2,2,2.0
2018,RUS,HUN,ZAF,1,2,2,2.0
2018,RUS,IDN,IRL,1,2,2,2.0
2018,RUS,IDN,ISL,1,2,2,2.0
2018,RUS,IDN,ISR,1,2,2,2.0
2018,RUS,IDN,JOR,1,2,2,2.0
2018,RUS,IDN,MAR,1,2,2,2.0
2018,RUS,IDN,JPN,1,2,2,2.0
2018,RUS,IDN,KOR,1,2,2,2.0
