year,mentioned_country,n_meetings,n_speeches,n_mentions,n_speaker_countries,avg_speech_country,avg_speech_meeting,avg_mention_country,avg_mention_meeting,avg_mention_speech,mentioned_member
2002,PAK,32,57,79,20,2.85,1.78125,3.95,2.46875,1.3859649122807018,G
2002,PAN,2,2,2,2,1.0,1.0,1.0,1.0,1.0,G
2002,PER,7,9,12,4,2.25,1.2857142857142858,3.0,1.7142857142857142,1.3333333333333333,G
2002,PHL,16,21,30,8,2.625,1.3125,3.75,1.875,1.4285714285714286,G
2002,PLW,3,3,3,1,3.0,1.0,3.0,1.0,1.0,G
2002,PNG,6,23,43,19,1.2105263157894737,3.8333333333333335,2.263157894736842,7.166666666666667,1.8695652173913044,G
2002,POL,42,45,47,6,7.5,1.0714285714285714,7.833333333333333,1.119047619047619,1.0444444444444445,G
2002,PRT,10,21,28,10,2.1,2.1,2.8,2.8,1.3333333333333333,G
2002,PRY,1,1,1,1,1.0,1.0,1.0,1.0,1.0,G
2002,PSE,38,243,495,54,4.5,6.394736842105263,9.166666666666666,13.026315789473685,2.037037037037037,G
2002,QAT,11,17,26,5,3.4,1.5454545454545454,5.2,2.3636363636363638,1.5294117647058822,G
2002,ROU,43,44,44,5,8.8,1.0232558139534884,8.8,1.0232558139534884,1.0,G
2002,RUS,94,125,129,43,2.9069767441860463,1.3297872340425532,3.0,1.372340425531915,1.032,P
2002,RWA,36,79,132,40,1.975,2.1944444444444446,3.3,3.6666666666666665,1.6708860759493671,G
2002,SAU,19,83,94,35,2.3714285714285714,4.368421052631579,2.6857142857142855,4.947368421052632,1.1325301204819278,G
2002,SDN,25,44,74,19,2.3157894736842106,1.76,3.8947368421052633,2.96,1.6818181818181819,G
2002,SEN,5,7,7,4,1.75,1.4,1.75,1.4,1.0,G
2002,SGP,97,167,180,48,3.4791666666666665,1.7216494845360826,3.75,1.8556701030927836,1.0778443113772456,R
2002,SLB,8,11,12,6,1.8333333333333333,1.375,2.0,1.5,1.0909090909090908,G
2002,SLE,36,168,422,43,3.9069767441860463,4.666666666666667,9.813953488372093,11.722222222222221,2.511904761904762,G
2002,SLV,2,2,2,1,2.0,1.0,2.0,1.0,1.0,G
2002,SOM,23,74,424,34,2.176470588235294,3.217391304347826,12.470588235294118,18.434782608695652,5.72972972972973,G
2002,SRB,10,54,100,20,2.7,5.4,5.0,10.0,1.8518518518518519,G
2002,STP,2,2,2,1,2.0,1.0,2.0,1.0,1.0,G
2002,SUR,2,2,2,1,2.0,1.0,2.0,1.0,1.0,G
2002,SVK,40,40,40,3,13.333333333333334,1.0,13.333333333333334,1.0,1.0,G
2002,SVN,41,47,48,8,5.875,1.146341463414634,6.0,1.170731707317073,1.0212765957446808,G
2002,SWE,3,3,3,3,1.0,1.0,1.0,1.0,1.0,G
2002,SYR,28,39,40,20,1.95,1.3928571428571428,2.0,1.4285714285714286,1.0256410256410255,R
2002,TCD,8,19,34,13,1.4615384615384615,2.375,2.6153846153846154,4.25,1.7894736842105263,G
2002,THA,14,21,30,9,2.3333333333333335,1.5,3.3333333333333335,2.142857142857143,1.4285714285714286,G
2002,TJK,2,3,3,3,1.0,1.5,1.0,1.5,1.0,G
2002,TKM,1,1,1,1,1.0,1.0,1.0,1.0,1.0,G
2002,TLS,14,54,286,29,1.8620689655172413,3.857142857142857,9.862068965517242,20.428571428571427,5.296296296296297,G
2002,TON,5,6,7,3,2.0,1.2,2.3333333333333335,1.4,1.1666666666666667,G
2002,TTO,2,2,2,1,2.0,1.0,2.0,1.0,1.0,G
2002,TUN,25,43,58,18,2.388888888888889,1.72,3.2222222222222223,2.32,1.3488372093023255,G
2002,TUR,51,100,117,25,4.0,1.9607843137254901,4.68,2.2941176470588234,1.17,G
2002,TZA,15,20,25,13,1.5384615384615385,1.3333333333333333,1.9230769230769231,1.6666666666666667,1.25,G
2002,UGA,17,39,58,21,1.8571428571428572,2.2941176470588234,2.761904761904762,3.411764705882353,1.4871794871794872,G
2002,UKR,35,54,74,15,3.6,1.542857142857143,4.933333333333334,2.1142857142857143,1.3703703703703705,G
2002,URY,1,1,1,1,1.0,1.0,1.0,1.0,1.0,G
2002,USA,127,326,546,70,4.6571428571428575,2.5669291338582676,7.8,4.299212598425197,1.6748466257668713,P
2002,UZB,3,5,5,3,1.6666666666666667,1.6666666666666667,1.6666666666666667,1.6666666666666667,1.0,G
2002,VNM,6,7,8,4,1.75,1.1666666666666667,2.0,1.3333333333333333,1.1428571428571428,G
2002,VUT,1,4,4,4,1.0,4.0,1.0,4.0,1.0,G
2002,WSM,7,7,7,3,2.3333333333333335,1.0,2.3333333333333335,1.0,1.0,G
2002,YEM,10,19,26,7,2.7142857142857144,1.9,3.7142857142857144,2.6,1.368421052631579,G
2002,ZAF,47,130,181,47,2.765957446808511,2.765957446808511,3.851063829787234,3.851063829787234,1.3923076923076922,G
2002,ZMB,12,19,26,10,1.9,1.5833333333333333,2.6,2.1666666666666665,1.368421052631579,G
2002,ZWE,14,23,40,14,1.6428571428571428,1.6428571428571428,2.857142857142857,2.857142857142857,1.7391304347826086,G
2003,AFG,40,158,619,39,4.051282051282051,3.95,15.871794871794872,15.475,3.9177215189873418,G
2003,AGO,89,130,140,33,3.9393939393939394,1.4606741573033708,4.242424242424242,1.5730337078651686,1.0769230769230769,R
2003,ALB,13,22,30,10,2.2,1.6923076923076923,3.0,2.3076923076923075,1.3636363636363635,G
2003,ARE,6,6,7,3,2.0,1.0,2.3333333333333335,1.1666666666666667,1.1666666666666667,G
2003,ARG,13,24,34,7,3.4285714285714284,1.8461538461538463,4.857142857142857,2.6153846153846154,1.4166666666666667,G
2003,ARM,4,6,9,3,2.0,1.5,3.0,2.25,1.5,G
2003,AUS,24,85,107,24,3.5416666666666665,3.5416666666666665,4.458333333333333,4.458333333333333,1.2588235294117647,G
2003,AUT,5,10,14,8,1.25,2.0,1.75,2.8,1.4,G
2003,AZE,9,12,19,6,2.0,1.3333333333333333,3.1666666666666665,2.111111111111111,1.5833333333333333,G
2003,BDI,22,83,258,29,2.8620689655172415,3.772727272727273,8.89655172413793,11.727272727272727,3.108433734939759,G
2003,BEL,4,4,4,3,1.3333333333333333,1.0,1.3333333333333333,1.0,1.0,G
2003,BEN,2,2,2,2,1.0,1.0,1.0,1.0,1.0,G
2003,BFA,4,4,5,4,1.0,1.0,1.25,1.25,1.25,G
2003,BGD,5,10,10,6,1.6666666666666667,2.0,1.6666666666666667,2.0,1.0,G
2003,BGR,103,119,128,20,5.95,1.1553398058252426,6.4,1.2427184466019416,1.0756302521008403,R
2003,BHR,11,16,17,5,3.2,1.4545454545454546,3.4,1.5454545454545454,1.0625,G
2003,BHS,1,1,1,1,1.0,1.0,1.0,1.0,1.0,G
2003,BIH,13,43,155,23,1.8695652173913044,3.3076923076923075,6.739130434782608,11.923076923076923,3.604651162790698,G
2003,BLR,5,10,15,3,3.3333333333333335,2.0,5.0,3.0,1.5,G
2003,BLZ,1,1,1,1,1.0,1.0,1.0,1.0,1.0,G
2003,BRA,19,33,44,11,3.0,1.736842105263158,4.0,2.3157894736842106,1.3333333333333333,G
2003,BRN,4,4,6,3,1.3333333333333333,1.0,2.0,1.5,1.5,G
2003,BWA,1,1,1,1,1.0,1.0,1.0,1.0,1.0,G
2003,CAF,20,68,214,29,2.3448275862068964,3.4,7.379310344827586,10.7,3.1470588235294117,G
2003,CAN,26,36,45,15,2.4,1.3846153846153846,3.0,1.7307692307692308,1.25,G
2003,CHE,15,28,37,14,2.0,1.8666666666666667,2.642857142857143,2.466666666666667,1.3214285714285714,G
2003,CHL,92,112,119,27,4.148148148148148,1.2173913043478262,4.407407407407407,1.2934782608695652,1.0625,R
2003,CHN,86,102,108,17,6.0,1.186046511627907,6.352941176470588,1.255813953488372,1.0588235294117647,P
2003,CIV,17,53,121,22,2.409090909090909,3.1176470588235294,5.5,7.117647058823529,2.2830188679245285,G
2003,CMR,80,83,91,18,4.611111111111111,1.0375,5.055555555555555,1.1375,1.0963855421686748,R
2003,COD,18,25,26,14,1.7857142857142858,1.3888888888888888,1.8571428571428572,1.4444444444444444,1.04,G
2003,COG,37,206,716,42,4.904761904761905,5.5675675675675675,17.047619047619047,19.35135135135135,3.4757281553398056,G
2003,COL,25,42,55,18,2.3333333333333335,1.68,3.0555555555555554,2.2,1.3095238095238095,G
2003,CRI,11,11,14,4,2.75,1.0,3.5,1.2727272727272727,1.2727272727272727,G
2003,CUB,9,15,21,5,3.0,1.6666666666666667,4.2,2.3333333333333335,1.4,G
2003,CZE,31,32,33,4,8.0,1.032258064516129,8.25,1.064516129032258,1.03125,G
2003,DEU,110,193,202,51,3.784313725490196,1.7545454545454546,3.9607843137254903,1.8363636363636364,1.0466321243523315,R
2003,DJI,2,2,3,2,1.0,1.0,1.5,1.5,1.5,G
2003,DMA,1,1,1,1,1.0,1.0,1.0,1.0,1.0,G
2003,DNK,4,5,5,4,1.25,1.25,1.25,1.25,1.0,G
2003,DOM,9,11,11,4,2.75,1.2222222222222223,2.75,1.2222222222222223,1.0,G
2003,DZA,10,15,21,8,1.875,1.5,2.625,2.1,1.4,G
2003,ECU,11,12,14,5,2.4,1.0909090909090908,2.8,1.2727272727272727,1.1666666666666667,G
2003,EGY,19,30,41,13,2.3076923076923075,1.5789473684210527,3.1538461538461537,2.1578947368421053,1.3666666666666667,G
2003,ERI,11,16,24,12,1.3333333333333333,1.4545454545454546,2.0,2.1818181818181817,1.5,G
2003,ESH,10,20,30,13,1.5384615384615385,2.0,2.3076923076923075,3.0,1.5,G
2003,ESP,90,156,207,40,3.9,1.7333333333333334,5.175,2.3,1.3269230769230769,R
2003,EST,30,30,30,2,15.0,1.0,15.0,1.0,1.0,G
2003,ETH,18,24,37,12,2.0,1.3333333333333333,3.0833333333333335,2.0555555555555554,1.5416666666666667,G
2003,FIN,3,4,6,3,1.3333333333333333,1.3333333333333333,2.0,2.0,1.5,G
2003,FJI,10,36,45,14,2.5714285714285716,3.6,3.2142857142857144,4.5,1.25,G
2003,FRA,101,189,223,42,4.5,1.8712871287128714,5.309523809523809,2.207920792079208,1.17989417989418,P
2003,FSM,7,8,10,2,4.0,1.1428571428571428,5.0,1.4285714285714286,1.25,G
2003,GAB,4,4,4,3,1.3333333333333333,1.0,1.3333333333333333,1.0,1.0,G
2003,GBR,2,2,2,2,1.0,1.0,1.0,1.0,1.0,P
2003,GEO,16,18,25,11,1.6363636363636365,1.125,2.272727272727273,1.5625,1.3888888888888888,G
2003,GHA,11,18,30,12,1.5,1.6363636363636365,2.5,2.727272727272727,1.6666666666666667,G
2003,GIN,92,180,436,42,4.285714285714286,1.9565217391304348,10.380952380952381,4.739130434782608,2.422222222222222,R
2003,GMB,4,11,13,8,1.375,2.75,1.625,3.25,1.1818181818181819,G
2003,GNB,5,13,14,10,1.3,2.6,1.4,2.8,1.0769230769230769,G
2003,GNQ,2,6,6,3,2.0,3.0,2.0,3.0,1.0,G
2003,GRC,24,72,90,15,4.8,3.0,6.0,3.75,1.25,G
2003,GRD,1,1,1,1,1.0,1.0,1.0,1.0,1.0,G
2003,GTM,7,8,8,3,2.6666666666666665,1.1428571428571428,2.6666666666666665,1.1428571428571428,1.0,G
2003,GUY,7,7,7,3,2.3333333333333335,1.0,2.3333333333333335,1.0,1.0,G
2003,HND,13,13,17,6,2.1666666666666665,1.0,2.8333333333333335,1.3076923076923077,1.3076923076923077,G
2003,HRV,6,12,13,6,2.0,2.0,2.1666666666666665,2.1666666666666665,1.0833333333333333,G
2003,HTI,4,4,4,4,1.0,1.0,1.0,1.0,1.0,G
2003,HUN,30,30,30,2,15.0,1.0,15.0,1.0,1.0,G
2003,IDN,29,91,130,30,3.033333333333333,3.1379310344827585,4.333333333333333,4.482758620689655,1.4285714285714286,G
2003,IND,26,43,79,16,2.6875,1.6538461538461537,4.9375,3.0384615384615383,1.8372093023255813,G
2003,IRL,4,5,5,5,1.0,1.25,1.0,1.25,1.0,G
2003,IRN,14,28,35,11,2.5454545454545454,2.0,3.1818181818181817,2.5,1.25,G
2003,IRQ,55,484,3434,104,4.653846153846154,8.8,33.01923076923077,62.43636363636364,7.095041322314049,G
2003,ISL,13,15,15,5,3.0,1.1538461538461537,3.0,1.1538461538461537,1.0,G
2003,ISR,34,192,746,49,3.9183673469387754,5.647058823529412,15.224489795918368,21.941176470588236,3.8854166666666665,G
2003,ITA,26,86,100,19,4.526315789473684,3.3076923076923075,5.2631578947368425,3.8461538461538463,1.1627906976744187,G
2003,JAM,2,3,4,2,1.5,1.5,2.0,2.0,1.3333333333333333,G
2003,JOR,15,27,32,14,1.9285714285714286,1.8,2.2857142857142856,2.1333333333333333,1.1851851851851851,G
2003,JPN,39,76,98,22,3.4545454545454546,1.9487179487179487,4.454545454545454,2.5128205128205128,1.2894736842105263,G
2003,KAZ,4,4,5,2,2.0,1.0,2.5,1.25,1.25,G
2003,KEN,15,21,28,11,1.9090909090909092,1.4,2.5454545454545454,1.8666666666666667,1.3333333333333333,G
2003,KGZ,1,2,3,1,2.0,2.0,3.0,3.0,1.5,G
2003,KHM,14,22,30,18,1.2222222222222223,1.5714285714285714,1.6666666666666667,2.142857142857143,1.3636363636363635,G
2003,KIR,5,5,5,1,5.0,1.0,5.0,1.0,1.0,G
2003,KNA,1,1,1,1,1.0,1.0,1.0,1.0,1.0,G
2003,KOR,16,36,36,20,1.8,2.25,1.8,2.25,1.0,G
2003,KWT,24,72,110,35,2.057142857142857,3.0,3.142857142857143,4.583333333333333,1.5277777777777777,G
2003,LAO,6,9,11,4,2.25,1.5,2.75,1.8333333333333333,1.2222222222222223,G
2003,LBN,16,42,56,21,2.0,2.625,2.6666666666666665,3.5,1.3333333333333333,G
2003,LBR,36,95,205,33,2.878787878787879,2.638888888888889,6.212121212121212,5.694444444444445,2.1578947368421053,G
2003,LBY,4,12,57,10,1.2,3.0,5.7,14.25,4.75,G
2003,LIE,12,13,13,10,1.3,1.0833333333333333,1.3,1.0833333333333333,1.0,G
2003,LKA,7,8,11,6,1.3333333333333333,1.1428571428571428,1.8333333333333333,1.5714285714285714,1.375,G
2003,LTU,31,32,33,3,10.666666666666666,1.032258064516129,11.0,1.064516129032258,1.03125,G
2003,LVA,32,36,39,4,9.0,1.125,9.75,1.21875,1.0833333333333333,G
2003,MAR,9,16,21,10,1.6,1.7777777777777777,2.1,2.3333333333333335,1.3125,G
2003,MCO,2,2,3,1,2.0,1.0,3.0,1.5,1.5,G
2003,MDA,1,1,1,1,1.0,1.0,1.0,1.0,1.0,G
2003,MEX,97,120,132,25,4.8,1.2371134020618557,5.28,1.3608247422680413,1.1,R
2003,MHL,9,9,11,3,3.0,1.0,3.6666666666666665,1.2222222222222223,1.2222222222222223,G
2003,MKD,12,16,21,7,2.2857142857142856,1.3333333333333333,3.0,1.75,1.3125,G
2003,MLI,7,10,13,6,1.6666666666666667,1.4285714285714286,2.1666666666666665,1.8571428571428572,1.3,G
2003,MLT,30,30,30,2,15.0,1.0,15.0,1.0,1.0,G
2003,MMR,6,8,10,5,1.6,1.3333333333333333,2.0,1.6666666666666667,1.25,G
2003,MNE,15,69,123,17,4.0588235294117645,4.6,7.235294117647059,8.2,1.7826086956521738,G
2003,MNG,1,2,2,1,2.0,2.0,2.0,2.0,1.0,G
2003,MOZ,8,14,15,13,1.0769230769230769,1.75,1.1538461538461537,1.875,1.0714285714285714,G
2003,MRT,1,1,1,1,1.0,1.0,1.0,1.0,1.0,G
2003,MUS,5,7,7,6,1.1666666666666667,1.4,1.1666666666666667,1.4,1.0,G
2003,MWI,4,7,7,4,1.75,1.75,1.75,1.75,1.0,G
2003,MYS,18,38,54,22,1.7272727272727273,2.111111111111111,2.4545454545454546,3.0,1.4210526315789473,G
2003,NAM,6,6,8,5,1.2,1.0,1.6,1.3333333333333333,1.3333333333333333,G
2003,NER,5,6,6,4,1.5,1.2,1.5,1.2,1.0,G
2003,NGA,14,18,19,11,1.6363636363636365,1.2857142857142858,1.7272727272727273,1.3571428571428572,1.0555555555555556,G
2003,NIC,13,15,18,6,2.5,1.1538461538461537,3.0,1.3846153846153846,1.2,G
2003,NLD,8,12,14,9,1.3333333333333333,1.5,1.5555555555555556,1.75,1.1666666666666667,G
2003,NOR,33,46,56,14,3.2857142857142856,1.393939393939394,4.0,1.696969696969697,1.2173913043478262,G
2003,NPL,6,12,12,6,2.0,2.0,2.0,2.0,1.0,G
2003,NRU,5,5,5,1,5.0,1.0,5.0,1.0,1.0,G
2003,NZL,17,57,71,17,3.3529411764705883,3.3529411764705883,4.176470588235294,4.176470588235294,1.2456140350877194,G
2003,OMN,2,3,4,2,1.5,1.5,2.0,2.0,1.3333333333333333,G
2003,PAK,88,136,146,38,3.5789473684210527,1.5454545454545454,3.8421052631578947,1.6590909090909092,1.0735294117647058,R
2003,PAN,6,7,10,3,2.3333333333333335,1.1666666666666667,3.3333333333333335,1.6666666666666667,1.4285714285714286,G
2003,PER,9,31,38,13,2.3846153846153846,3.4444444444444446,2.923076923076923,4.222222222222222,1.2258064516129032,G
2003,PHL,19,27,37,14,1.9285714285714286,1.4210526315789473,2.642857142857143,1.9473684210526316,1.3703703703703705,G
2003,PLW,4,4,4,1,4.0,1.0,4.0,1.0,1.0,G
2003,PNG,7,51,94,18,2.8333333333333335,7.285714285714286,5.222222222222222,13.428571428571429,1.8431372549019607,G
2003,POL,31,33,34,4,8.25,1.064516129032258,8.5,1.096774193548387,1.0303030303030303,G
2003,PRT,5,10,12,5,2.0,2.0,2.4,2.4,1.2,G
2003,PRY,6,7,8,2,3.5,1.1666666666666667,4.0,1.3333333333333333,1.1428571428571428,G
2003,PSE,24,75,127,33,2.272727272727273,3.125,3.8484848484848486,5.291666666666667,1.6933333333333334,G
2003,QAT,5,7,9,3,2.3333333333333335,1.4,3.0,1.8,1.2857142857142858,G
2003,ROU,32,34,36,5,6.8,1.0625,7.2,1.125,1.0588235294117647,G
2003,RUS,94,110,116,25,4.4,1.1702127659574468,4.64,1.2340425531914894,1.0545454545454545,P
2003,RWA,25,89,129,34,2.6176470588235294,3.56,3.7941176470588234,5.16,1.449438202247191,G
2003,SAU,13,18,23,10,1.8,1.3846153846153846,2.3,1.7692307692307692,1.2777777777777777,G
2003,SDN,16,23,32,10,2.3,1.4375,3.2,2.0,1.391304347826087,G
2003,SEN,1,2,2,2,1.0,2.0,1.0,2.0,1.0,G
2003,SGP,11,17,21,9,1.8888888888888888,1.5454545454545454,2.3333333333333335,1.9090909090909092,1.2352941176470589,G
2003,SLB,5,5,8,2,2.5,1.0,4.0,1.6,1.6,G
2003,SLE,35,108,173,40,2.7,3.085714285714286,4.325,4.942857142857143,1.6018518518518519,G
2003,SLV,14,16,22,6,2.6666666666666665,1.1428571428571428,3.6666666666666665,1.5714285714285714,1.375,G
2003,SMR,1,3,4,1,3.0,3.0,4.0,4.0,1.3333333333333333,G
2003,SOM,18,24,66,16,1.5,1.3333333333333333,4.125,3.6666666666666665,2.75,G
2003,SRB,15,67,91,17,3.9411764705882355,4.466666666666667,5.352941176470588,6.066666666666666,1.3582089552238805,G
2003,STP,2,5,6,4,1.25,2.5,1.5,3.0,1.2,G
2003,SVK,32,33,34,4,8.25,1.03125,8.5,1.0625,1.0303030303030303,G
2003,SVN,34,37,40,6,6.166666666666667,1.088235294117647,6.666666666666667,1.1764705882352942,1.0810810810810811,G
2003,SWE,5,10,14,7,1.4285714285714286,2.0,2.0,2.8,1.4,G
2003,SYR,24,42,52,20,2.1,1.75,2.6,2.1666666666666665,1.2380952380952381,R
2003,TCD,4,7,7,5,1.4,1.75,1.4,1.75,1.0,G
2003,THA,11,13,17,7,1.8571428571428572,1.1818181818181819,2.4285714285714284,1.5454545454545454,1.3076923076923077,G
2003,TJK,2,2,2,2,1.0,1.0,1.0,1.0,1.0,G
2003,TLS,17,107,590,32,3.34375,6.294117647058823,18.4375,34.705882352941174,5.514018691588785,G
2003,TON,5,5,6,1,5.0,1.0,6.0,1.2,1.2,G
2003,TTO,3,6,9,3,2.0,2.0,3.0,3.0,1.5,G
2003,TUN,12,18,24,7,2.5714285714285716,1.5,3.4285714285714284,2.0,1.3333333333333333,G
2003,TUR,35,55,65,15,3.6666666666666665,1.5714285714285714,4.333333333333333,1.8571428571428572,1.1818181818181819,G
2003,TZA,11,28,40,13,2.1538461538461537,2.5454545454545454,3.076923076923077,3.6363636363636362,1.4285714285714286,G
2003,UGA,18,33,43,19,1.736842105263158,1.8333333333333333,2.263157894736842,2.388888888888889,1.303030303030303,G
2003,UKR,14,21,27,7,3.0,1.5,3.857142857142857,1.9285714285714286,1.2857142857142858,G
2003,URY,15,21,21,12,1.75,1.4,1.75,1.4,1.0,G
2003,USA,121,280,482,63,4.444444444444445,2.3140495867768593,7.650793650793651,3.9834710743801653,1.7214285714285715,P
2003,UZB,8,10,10,6,1.6666666666666667,1.25,1.6666666666666667,1.25,1.0,G
2003,VAT,1,1,1,1,1.0,1.0,1.0,1.0,1.0,G
2003,VNM,8,11,14,6,1.8333333333333333,1.375,2.3333333333333335,1.75,1.2727272727272727,G
2003,VUT,3,19,20,12,1.5833333333333333,6.333333333333333,1.6666666666666667,6.666666666666667,1.0526315789473684,G
2003,WSM,5,5,5,1,5.0,1.0,5.0,1.0,1.0,G
2003,YEM,11,16,20,6,2.6666666666666665,1.4545454545454546,3.3333333333333335,1.8181818181818181,1.25,G
2003,ZAF,33,80,109,29,2.7586206896551726,2.4242424242424243,3.7586206896551726,3.303030303030303,1.3625,G
2003,ZMB,2,3,4,2,1.5,1.5,2.0,2.0,1.3333333333333333,G
2003,ZWE,7,10,14,6,1.6666666666666667,1.4285714285714286,2.3333333333333335,2.0,1.4,G
2004,AFG,45,128,561,36,3.5555555555555554,2.8444444444444446,15.583333333333334,12.466666666666667,4.3828125,G
2004,AGO,83,94,97,20,4.7,1.1325301204819278,4.85,1.1686746987951808,1.0319148936170213,R
2004,ALB,38,50,52,11,4.545454545454546,1.3157894736842106,4.7272727272727275,1.368421052631579,1.04,G
2004,ARE,3,5,5,3,1.6666666666666667,1.6666666666666667,1.6666666666666667,1.6666666666666667,1.0,G
2004,ARG,18,24,24,11,2.1818181818181817,1.3333333333333333,2.1818181818181817,1.3333333333333333,1.0,G
2004,ARM,7,8,14,4,2.0,1.1428571428571428,3.5,2.0,1.75,G
2004,AUS,26,83,105,25,3.32,3.1923076923076925,4.2,4.038461538461538,1.2650602409638554,G
2004,AUT,6,6,7,4,1.5,1.0,1.75,1.1666666666666667,1.1666666666666667,G
2004,AZE,4,5,10,3,1.6666666666666667,1.25,3.3333333333333335,2.5,2.0,G
2004,BDI,33,114,294,29,3.9310344827586206,3.4545454545454546,10.137931034482758,8.909090909090908,2.5789473684210527,G
2004,BEL,3,3,4,3,1.0,1.0,1.3333333333333333,1.3333333333333333,1.3333333333333333,G
2004,BEN,63,66,66,17,3.8823529411764706,1.0476190476190477,3.8823529411764706,1.0476190476190477,1.0,R
2004,BFA,1,1,1,1,1.0,1.0,1.0,1.0,1.0,G
2004,BGD,11,15,15,5,3.0,1.3636363636363635,3.0,1.3636363636363635,1.0,G
2004,BGR,43,47,53,6,7.833333333333333,1.0930232558139534,8.833333333333334,1.2325581395348837,1.127659574468085,G
2004,BHR,2,3,3,2,1.5,1.5,1.5,1.5,1.0,G
2004,BHS,1,23,27,21,1.0952380952380953,23.0,1.2857142857142858,27.0,1.173913043478261,G
2004,BIH,43,99,417,22,4.5,2.302325581395349,18.954545454545453,9.69767441860465,4.212121212121212,G
2004,BLR,6,7,7,4,1.75,1.1666666666666667,1.75,1.1666666666666667,1.0,G
2004,BLZ,1,1,1,1,1.0,1.0,1.0,1.0,1.0,G
2004,BRA,86,107,108,26,4.115384615384615,1.244186046511628,4.153846153846154,1.255813953488372,1.0093457943925233,R
2004,CAF,16,49,103,24,2.0416666666666665,3.0625,4.291666666666667,6.4375,2.1020408163265305,G
2004,CAN,29,53,55,23,2.3043478260869565,1.8275862068965518,2.391304347826087,1.896551724137931,1.0377358490566038,G
2004,CHE,16,24,25,12,2.0,1.5,2.0833333333333335,1.5625,1.0416666666666667,G
2004,CHL,84,119,125,29,4.103448275862069,1.4166666666666667,4.310344827586207,1.4880952380952381,1.050420168067227,R
2004,CHN,76,101,102,28,3.607142857142857,1.3289473684210527,3.642857142857143,1.3421052631578947,1.00990099009901,P
2004,CIV,34,88,129,23,3.8260869565217392,2.588235294117647,5.608695652173913,3.7941176470588234,1.4659090909090908,G
2004,CMR,3,5,6,2,2.5,1.6666666666666667,3.0,2.0,1.2,G
2004,COD,14,16,23,10,1.6,1.1428571428571428,2.3,1.6428571428571428,1.4375,G
2004,COG,40,124,348,38,3.263157894736842,3.1,9.157894736842104,8.7,2.806451612903226,G
2004,COL,7,12,13,7,1.7142857142857142,1.7142857142857142,1.8571428571428572,1.8571428571428572,1.0833333333333333,G
2004,CPV,2,2,2,2,1.0,1.0,1.0,1.0,1.0,G
2004,CRI,15,21,21,8,2.625,1.4,2.625,1.4,1.0,G
2004,CUB,7,14,14,4,3.5,2.0,3.5,2.0,1.0,G
2004,CYP,1,1,1,1,1.0,1.0,1.0,1.0,1.0,G
2004,CZE,18,18,18,1,18.0,1.0,18.0,1.0,1.0,G
2004,DEU,84,132,143,30,4.4,1.5714285714285714,4.766666666666667,1.7023809523809523,1.0833333333333333,R
2004,DJI,1,6,6,6,1.0,6.0,1.0,6.0,1.0,G
2004,DOM,2,4,4,3,1.3333333333333333,2.0,1.3333333333333333,2.0,1.0,G
2004,DZA,81,106,111,26,4.076923076923077,1.308641975308642,4.269230769230769,1.3703703703703705,1.0471698113207548,R
2004,ECU,6,7,7,4,1.75,1.1666666666666667,1.75,1.1666666666666667,1.0,G
2004,EGY,28,47,49,16,2.9375,1.6785714285714286,3.0625,1.75,1.0425531914893618,G
2004,ERI,5,5,5,5,1.0,1.0,1.0,1.0,1.0,G
2004,ESH,4,4,4,4,1.0,1.0,1.0,1.0,1.0,G
2004,ESP,77,109,121,26,4.1923076923076925,1.4155844155844155,4.653846153846154,1.5714285714285714,1.110091743119266,R
2004,EST,19,19,19,2,9.5,1.0,9.5,1.0,1.0,G
2004,ETH,9,15,15,12,1.25,1.6666666666666667,1.25,1.6666666666666667,1.0,G
2004,FIN,5,12,15,11,1.0909090909090908,2.4,1.3636363636363635,3.0,1.25,G
2004,FJI,16,24,25,9,2.6666666666666665,1.5,2.7777777777777777,1.5625,1.0416666666666667,G
2004,FRA,79,126,138,37,3.4054054054054053,1.5949367088607596,3.72972972972973,1.7468354430379747,1.0952380952380953,P
2004,FSM,4,4,4,2,2.0,1.0,2.0,1.0,1.0,G
2004,GBR,1,1,1,1,1.0,1.0,1.0,1.0,1.0,P
2004,GEO,10,13,26,7,1.8571428571428572,1.3,3.7142857142857144,2.6,2.0,G
2004,GHA,7,27,34,19,1.4210526315789473,3.857142857142857,1.7894736842105263,4.857142857142857,1.2592592592592593,G
2004,GIN,25,70,153,22,3.1818181818181817,2.8,6.954545454545454,6.12,2.1857142857142855,G
2004,GMB,1,1,1,1,1.0,1.0,1.0,1.0,1.0,G
2004,GNB,5,9,9,8,1.125,1.8,1.125,1.8,1.0,G
2004,GRC,4,5,5,4,1.25,1.25,1.25,1.25,1.0,G
2004,GTM,9,13,13,8,1.625,1.4444444444444444,1.625,1.4444444444444444,1.0,G
2004,GUY,1,1,1,1,1.0,1.0,1.0,1.0,1.0,G
2004,HND,6,6,6,4,1.5,1.0,1.5,1.0,1.0,G
2004,HRV,41,58,62,15,3.8666666666666667,1.4146341463414633,4.133333333333334,1.5121951219512195,1.0689655172413792,G
2004,HTI,18,83,346,35,2.3714285714285714,4.611111111111111,9.885714285714286,19.22222222222222,4.168674698795181,G
2004,HUN,18,18,18,1,18.0,1.0,18.0,1.0,1.0,G
