year,speaker_country,mentioned_country,n_meetings,n_speeches,n_mentions,avg_mention_speech,avg_mention_meeting,speaker_member,mentioned_member
2009,SDN,PSE,1,1,2,2.0,2.0,G,G
2009,SDN,QAT,1,1,1,1.0,1.0,G,G
2009,SDN,RUS,1,1,1,1.0,1.0,G,P
2009,SDN,SDN,8,9,73,8.111,9.125,G,G
2009,SDN,TCD,3,3,26,8.667,8.667,G,G
2009,SDN,VNM,1,1,1,1.0,1.0,G,R
2009,SDN,ZMB,1,1,1,1.0,1.0,G,G
2009,SEN,BFA,2,2,2,1.0,1.0,G,R
2009,SEN,CIV,1,1,1,1.0,1.0,G,G
2009,SEN,GIN,1,1,1,1.0,1.0,G,G
2009,SEN,LBR,1,1,1,1.0,1.0,G,G
2009,SEN,SLE,1,1,1,1.0,1.0,G,G
2009,SGP,SGP,1,1,3,3.0,3.0,G,G
2009,SGP,USA,1,1,2,2.0,2.0,G,P
2009,SGP,VNM,1,1,1,1.0,1.0,G,R
2009,SLE,CAN,2,2,2,1.0,1.0,G,G
2009,SLE,FIN,1,1,1,1.0,1.0,G,G
2009,SLE,GIN,1,1,1,1.0,1.0,G,G
2009,SLE,IDN,1,1,1,1.0,1.0,G,G
2009,SLE,LBR,2,2,2,1.0,1.0,G,G
2009,SLE,NLD,2,2,2,1.0,1.0,G,G
2009,SLE,PHL,1,1,1,1.0,1.0,G,G
2009,SLE,SLE,7,8,64,8.0,9.143,G,G
2009,SLE,WSM,1,1,1,1.0,1.0,G,G
2009,SLV,AUT,1,1,1,1.0,1.0,G,R
2009,SLV,SLV,2,2,12,6.0,6.0,G,G
2009,SOM,BDI,3,3,5,1.667,1.667,G,G
2009,SOM,DJI,8,8,12,1.5,1.5,G,G
2009,SOM,ERI,3,3,15,5.0,5.0,G,G
2009,SOM,ETH,1,1,1,1.0,1.0,G,G
2009,SOM,KEN,2,2,2,1.0,1.0,G,G
2009,SOM,LBY,2,2,2,1.0,1.0,G,R
2009,SOM,RWA,1,1,1,1.0,1.0,G,G
2009,SOM,SDN,1,1,1,1.0,1.0,G,G
2009,SOM,SOM,9,10,95,9.5,10.556,G,G
2009,SOM,TUR,2,2,2,1.0,1.0,G,R
2009,SOM,UGA,5,5,9,1.8,1.8,G,R
2009,SOM,USA,1,1,1,1.0,1.0,G,P
2009,SRB,BIH,2,2,15,7.5,7.5,G,G
2009,SRB,RUS,1,1,1,1.0,1.0,G,P
2009,SRB,SRB,9,11,91,8.273,10.111,G,G
2009,SRB,SWE,1,1,1,1.0,1.0,G,G
2009,SRB,TUR,1,1,1,1.0,1.0,G,R
2009,SRB,USA,3,3,3,1.0,1.0,G,P
2009,SRB,VNM,1,1,1,1.0,1.0,G,R
2009,SWE,AFG,1,1,3,3.0,3.0,G,G
2009,SWE,ALB,17,17,17,1.0,1.0,G,G
2009,SWE,ARM,16,16,16,1.0,1.0,G,G
2009,SWE,BIH,12,12,30,2.5,2.5,G,G
2009,SWE,CAF,1,1,1,1.0,1.0,G,G
2009,SWE,COG,1,1,1,1.0,1.0,G,G
2009,SWE,DJI,2,2,3,1.5,1.5,G,G
2009,SWE,EGY,2,2,2,1.0,1.0,G,G
2009,SWE,GEO,8,8,8,1.0,1.0,G,G
2009,SWE,GIN,1,1,1,1.0,1.0,G,G
2009,SWE,HRV,18,18,18,1.0,1.0,G,R
2009,SWE,HTI,1,1,12,12.0,12.0,G,G
2009,SWE,ISL,4,4,4,1.0,1.0,G,G
2009,SWE,ISR,2,2,15,7.5,7.5,G,G
2009,SWE,KEN,1,1,2,2.0,2.0,G,G
2009,SWE,LBN,2,2,4,2.0,2.0,G,G
2009,SWE,MDA,15,15,15,1.0,1.0,G,G
2009,SWE,MKD,18,18,18,1.0,1.0,G,G
2009,SWE,MNE,16,16,16,1.0,1.0,G,G
2009,SWE,PAK,1,1,1,1.0,1.0,G,G
2009,SWE,RWA,2,2,2,1.0,1.0,G,G
2009,SWE,SDN,2,2,8,4.0,4.0,G,G
2009,SWE,SOM,3,3,22,7.333,7.333,G,G
2009,SWE,SRB,11,11,11,1.0,1.0,G,G
2009,SWE,SWE,18,18,18,1.0,1.0,G,G
2009,SWE,SYC,1,1,1,1.0,1.0,G,G
2009,SWE,TCD,3,3,4,1.333,1.333,G,G
2009,SWE,TLS,1,1,9,9.0,9.0,G,G
2009,SWE,TUR,13,13,13,1.0,1.0,G,R
2009,SWE,UKR,18,18,18,1.0,1.0,G,G
2009,SWE,USA,3,3,4,1.333,1.333,G,P
2009,SYC,ARE,1,1,1,1.0,1.0,G,G
2009,SYC,BEL,1,1,2,2.0,2.0,G,G
2009,SYC,ESP,1,1,1,1.0,1.0,G,G
2009,SYC,FRA,1,1,2,2.0,2.0,G,P
2009,SYC,IND,1,1,1,1.0,1.0,G,G
2009,SYC,LUX,1,1,1,1.0,1.0,G,G
2009,SYC,NLD,1,1,1,1.0,1.0,G,G
2009,SYC,PRT,1,1,1,1.0,1.0,G,G
2009,SYC,SOM,1,1,5,5.0,5.0,G,G
2009,SYC,SYC,1,1,7,7.0,7.0,G,G
2009,SYC,USA,1,1,2,2.0,2.0,G,P
2009,SYR,EGY,1,1,1,1.0,1.0,G,G
2009,SYR,ISR,8,10,120,12.0,15.0,G,G
2009,SYR,JPN,1,1,1,1.0,1.0,G,R
2009,SYR,LBN,3,4,7,1.75,2.333,G,G
2009,SYR,MEX,1,1,1,1.0,1.0,G,R
2009,SYR,PSE,3,3,6,2.0,2.0,G,G
2009,SYR,SYR,1,1,6,6.0,6.0,G,G
2009,SYR,TUR,2,2,2,1.0,1.0,G,R
2009,SYR,VNM,2,2,2,1.0,1.0,G,R
2009,TCD,CAF,2,2,3,1.5,1.5,G,G
2009,TCD,LBY,1,1,1,1.0,1.0,G,R
2009,TCD,QAT,2,2,2,1.0,1.0,G,G
2009,TCD,SAU,1,1,1,1.0,1.0,G,G
2009,TCD,SDN,3,3,18,6.0,6.0,G,G
2009,TCD,TCD,3,3,21,7.0,7.0,G,G
2009,THA,BRN,2,2,2,1.0,1.0,G,G
2009,THA,IDN,2,2,2,1.0,1.0,G,G
2009,THA,JPN,2,2,3,1.5,1.5,G,R
2009,THA,KHM,2,2,2,1.0,1.0,G,G
2009,THA,LAO,2,2,2,1.0,1.0,G,G
2009,THA,MAR,1,1,1,1.0,1.0,G,G
2009,THA,MEX,1,1,3,3.0,3.0,G,R
2009,THA,MMR,2,2,2,1.0,1.0,G,G
2009,THA,MYS,2,2,2,1.0,1.0,G,G
2009,THA,PHL,2,2,2,1.0,1.0,G,G
2009,THA,SGP,2,2,2,1.0,1.0,G,G
2009,THA,THA,5,5,30,6.0,6.0,G,G
2009,THA,TLS,2,2,27,13.5,13.5,G,G
2009,THA,UGA,1,1,1,1.0,1.0,G,R
2009,THA,VNM,2,2,3,1.5,1.5,G,R
2009,TLS,ARG,1,1,1,1.0,1.0,G,G
2009,TLS,COG,1,1,1,1.0,1.0,G,G
2009,TLS,IDN,1,1,1,1.0,1.0,G,G
2009,TLS,SDN,1,1,1,1.0,1.0,G,G
2009,TLS,TCD,1,1,1,1.0,1.0,G,G
2009,TLS,TLS,2,2,19,9.5,9.5,G,G
2009,TLS,USA,1,1,1,1.0,1.0,G,P
2009,TUN,ISR,1,1,2,2.0,2.0,G,G
2009,TUN,MAR,1,1,1,1.0,1.0,G,G
2009,TUN,PSE,1,1,1,1.0,1.0,G,G
2009,TUN,TUN,3,3,5,1.667,1.667,G,G
2009,TUN,TUR,1,1,1,1.0,1.0,G,R
2009,TUR,AFG,9,11,47,4.273,5.222,R,G
2009,TUR,ARG,2,2,2,1.0,1.0,R,G
2009,TUR,AUS,4,4,4,1.0,1.0,R,G
2009,TUR,AUT,6,7,7,1.0,1.167,R,R
2009,TUR,BDI,5,5,10,2.0,2.0,R,G
2009,TUR,BEL,1,1,1,1.0,1.0,R,G
2009,TUR,BFA,5,5,6,1.2,1.2,R,R
2009,TUR,BGD,2,2,2,1.0,1.0,R,G
2009,TUR,BIH,6,7,32,4.571,5.333,R,G
2009,TUR,BRA,4,5,5,1.0,1.25,R,G
2009,TUR,CAF,2,4,6,1.5,3.0,R,G
2009,TUR,CAN,5,7,9,1.286,1.8,R,G
2009,TUR,CHE,2,2,2,1.0,1.0,R,G
2009,TUR,CHN,3,3,3,1.0,1.0,R,P
2009,TUR,COG,1,1,1,1.0,1.0,R,G
2009,TUR,COL,1,2,2,1.0,2.0,R,G
2009,TUR,CRI,5,5,5,1.0,1.0,R,R
2009,TUR,CZE,5,7,8,1.143,1.6,R,G
2009,TUR,DEU,6,6,8,1.333,1.333,R,G
2009,TUR,DJI,5,5,8,1.6,1.6,R,G
2009,TUR,EGY,4,4,4,1.0,1.0,R,G
2009,TUR,ESP,2,2,2,1.0,1.0,R,G
2009,TUR,FRA,7,8,9,1.125,1.286,R,P
2009,TUR,GEO,4,5,11,2.2,2.75,R,G
2009,TUR,GHA,2,2,2,1.0,1.0,R,G
2009,TUR,GIN,2,2,3,1.5,1.5,R,G
2009,TUR,GRC,1,1,2,2.0,2.0,R,G
2009,TUR,GTM,2,2,2,1.0,1.0,R,G
2009,TUR,HRV,6,7,7,1.0,1.167,R,R
2009,TUR,HTI,2,2,23,11.5,11.5,R,G
2009,TUR,IDN,2,2,2,1.0,1.0,R,G
2009,TUR,IND,4,4,4,1.0,1.0,R,G
2009,TUR,IRN,2,2,2,1.0,1.0,R,G
2009,TUR,IRQ,5,8,70,8.75,14.0,R,G
2009,TUR,ISR,6,7,15,2.143,2.5,R,G
2009,TUR,ITA,5,6,6,1.0,1.2,R,G
2009,TUR,JOR,6,6,6,1.0,1.0,R,G
2009,TUR,JPN,5,5,7,1.4,1.4,R,R
2009,TUR,KEN,3,4,4,1.0,1.333,R,G
2009,TUR,KOR,5,6,7,1.167,1.4,R,G
2009,TUR,LBN,3,3,9,3.0,3.0,R,G
2009,TUR,LBY,4,4,4,1.0,1.0,R,R
2009,TUR,LIE,2,2,2,1.0,1.0,R,G
2009,TUR,LKA,2,2,2,1.0,1.0,R,G
2009,TUR,MAR,3,3,3,1.0,1.0,R,G
2009,TUR,MEX,5,5,7,1.4,1.4,R,R
2009,TUR,MMR,1,1,9,9.0,9.0,R,G
2009,TUR,NGA,1,2,2,1.0,2.0,R,G
2009,TUR,NIC,2,2,2,1.0,1.0,R,G
2009,TUR,NLD,2,3,3,1.0,1.5,R,G
2009,TUR,NOR,4,4,4,1.0,1.0,R,G
2009,TUR,NPL,2,2,5,2.5,2.5,R,G
2009,TUR,NZL,3,4,4,1.0,1.333,R,G
2009,TUR,PAK,5,6,9,1.5,1.8,R,G
2009,TUR,PER,2,2,2,1.0,1.0,R,G
2009,TUR,PSE,4,4,6,1.5,1.5,R,G
2009,TUR,QAT,2,3,3,1.0,1.5,R,G
2009,TUR,RUS,8,8,8,1.0,1.0,R,P
2009,TUR,RWA,4,11,18,1.636,4.5,R,G
2009,TUR,SAU,1,1,1,1.0,1.0,R,G
2009,TUR,SDN,3,3,3,1.0,1.0,R,G
2009,TUR,SLE,3,7,28,4.0,9.333,R,G
2009,TUR,SOM,7,7,56,8.0,8.0,R,G
2009,TUR,SRB,5,7,21,3.0,4.2,R,G
2009,TUR,SWE,3,3,3,1.0,1.0,R,G
2009,TUR,SYR,2,2,2,1.0,1.0,R,G
2009,TUR,TCD,1,1,2,2.0,2.0,R,G
2009,TUR,TLS,2,2,15,7.5,7.5,R,G
2009,TUR,TUR,64,69,264,3.826,4.125,R,R
2009,TUR,UGA,6,6,6,1.0,1.0,R,R
2009,TUR,URY,3,3,3,1.0,1.0,R,G
2009,TUR,USA,9,10,11,1.1,1.222,R,P
2009,TUR,VEN,2,2,2,1.0,1.0,R,G
2009,TUR,VNM,5,5,6,1.2,1.2,R,R
2009,TUR,ZAF,1,1,1,1.0,1.0,R,G
2009,TZA,AUT,1,1,2,2.0,2.0,G,R
2009,TZA,BDI,1,1,1,1.0,1.0,G,G
2009,TZA,BIH,1,1,1,1.0,1.0,G,G
2009,TZA,CAF,1,1,1,1.0,1.0,G,G
2009,TZA,COG,1,1,1,1.0,1.0,G,G
2009,TZA,EGY,1,1,2,2.0,2.0,G,G
2009,TZA,ISR,1,1,4,4.0,4.0,G,G
2009,TZA,RUS,1,1,1,1.0,1.0,G,P
2009,TZA,RWA,1,1,1,1.0,1.0,G,G
2009,TZA,SLE,1,1,2,2.0,2.0,G,G
2009,TZA,TZA,6,6,15,2.5,2.5,G,G
2009,TZA,USA,1,1,1,1.0,1.0,G,P
2009,TZA,VNM,1,1,1,1.0,1.0,G,R
2009,UGA,AFG,6,6,38,6.333,6.333,R,G
2009,UGA,AUS,2,2,2,1.0,1.0,R,G
2009,UGA,AUT,7,7,9,1.286,1.286,R,R
2009,UGA,BDI,8,8,11,1.375,1.375,R,G
2009,UGA,BFA,8,8,9,1.125,1.125,R,R
2009,UGA,BGD,4,4,4,1.0,1.0,R,G
2009,UGA,BIH,2,2,11,5.5,5.5,R,G
2009,UGA,BRA,4,4,4,1.0,1.0,R,G
2009,UGA,CAF,3,5,11,2.2,3.667,R,G
2009,UGA,CAN,4,4,4,1.0,1.0,R,G
2009,UGA,CHE,4,4,4,1.0,1.0,R,G
2009,UGA,CHL,1,1,1,1.0,1.0,R,G
2009,UGA,CHN,6,6,6,1.0,1.0,R,P
2009,UGA,CIV,2,3,3,1.0,1.5,R,G
2009,UGA,COD,1,1,1,1.0,1.0,R,G
2009,UGA,COG,8,8,10,1.25,1.25,R,G
2009,UGA,COM,1,1,1,1.0,1.0,R,G
2009,UGA,CRI,5,5,5,1.0,1.0,R,R
2009,UGA,CUB,2,2,2,1.0,1.0,R,G
2009,UGA,DEU,3,3,4,1.333,1.333,R,G
2009,UGA,DJI,5,6,10,1.667,2.0,R,G
2009,UGA,ECU,2,2,2,1.0,1.0,R,G
2009,UGA,EGY,7,8,11,1.375,1.571,R,G
2009,UGA,ERI,2,2,3,1.5,1.5,R,G
2009,UGA,ESH,1,1,2,2.0,2.0,R,G
2009,UGA,ETH,1,1,1,1.0,1.0,R,G
2009,UGA,FRA,8,8,10,1.25,1.25,R,P
2009,UGA,GIN,1,1,1,1.0,1.0,R,G
2009,UGA,GRC,1,1,1,1.0,1.0,R,G
2009,UGA,GTM,2,2,2,1.0,1.0,R,G
2009,UGA,HRV,5,5,5,1.0,1.0,R,R
2009,UGA,HTI,3,3,22,7.333,7.333,R,G
2009,UGA,IDN,3,3,7,2.333,2.333,R,G
2009,UGA,IND,2,2,2,1.0,1.0,R,G
2009,UGA,IRN,2,2,2,1.0,1.0,R,G
2009,UGA,IRQ,3,3,19,6.333,6.333,R,G
2009,UGA,ISR,6,8,20,2.5,3.333,R,G
2009,UGA,ITA,2,2,2,1.0,1.0,R,G
2009,UGA,JOR,2,2,2,1.0,1.0,R,G
2009,UGA,JPN,5,5,5,1.0,1.0,R,R
2009,UGA,KOR,2,2,2,1.0,1.0,R,G
2009,UGA,LBN,4,6,11,1.833,2.75,R,G
2009,UGA,LBR,2,2,2,1.0,1.0,R,G
2009,UGA,LBY,2,2,2,1.0,1.0,R,R
2009,UGA,LKA,1,1,1,1.0,1.0,R,G
2009,UGA,MAR,4,4,4,1.0,1.0,R,G
2009,UGA,MEX,6,6,7,1.167,1.167,R,R
2009,UGA,MMR,2,4,7,1.75,3.5,R,G
2009,UGA,MYS,2,2,2,1.0,1.0,R,G
2009,UGA,NIC,2,2,2,1.0,1.0,R,G
2009,UGA,NLD,1,1,1,1.0,1.0,R,G
2009,UGA,NOR,4,4,4,1.0,1.0,R,G
2009,UGA,NPL,3,3,7,2.333,2.333,R,G
2009,UGA,NZL,2,2,2,1.0,1.0,R,G
2009,UGA,PAK,5,5,6,1.2,1.2,R,G
2009,UGA,PER,1,1,1,1.0,1.0,R,G
2009,UGA,PSE,5,6,10,1.667,2.0,R,G
2009,UGA,QAT,3,3,3,1.0,1.0,R,G
2009,UGA,RUS,7,7,7,1.0,1.0,R,P
2009,UGA,RWA,2,2,5,2.5,2.5,R,G
2009,UGA,SAU,2,2,2,1.0,1.0,R,G
2009,UGA,SDN,6,7,28,4.0,4.667,R,G
2009,UGA,SLE,7,8,24,3.0,3.429,R,G
2009,UGA,SOM,17,23,92,4.0,5.412,R,G
2009,UGA,SRB,2,2,2,1.0,1.0,R,G
2009,UGA,SWE,6,9,11,1.222,1.833,R,G
2009,UGA,SYR,1,2,2,1.0,2.0,R,G
2009,UGA,TCD,2,4,9,2.25,4.5,R,G
2009,UGA,THA,2,2,2,1.0,1.0,R,G
2009,UGA,TLS,3,3,11,3.667,3.667,R,G
2009,UGA,TUN,2,2,2,1.0,1.0,R,G
2009,UGA,TUR,8,8,9,1.125,1.125,R,R
2009,UGA,UGA,70,70,236,3.371,3.371,R,R
2009,UGA,URY,2,2,2,1.0,1.0,R,G
2009,UGA,USA,12,12,14,1.167,1.167,R,P
2009,UGA,VNM,6,6,6,1.0,1.0,R,R
2009,UGA,ZAF,4,4,6,1.5,1.5,R,G
2009,UKR,SOM,1,1,5,5.0,5.0,G,G
2009,UKR,SWE,1,1,1,1.0,1.0,G,G
2009,UKR,UKR,2,2,18,9.0,9.0,G,G
2009,UKR,USA,2,2,2,1.0,1.0,G,P
2009,UKR,VNM,1,1,1,1.0,1.0,G,R
2009,URY,AUS,3,3,3,1.0,1.0,G,G
2009,URY,AUT,1,1,1,1.0,1.0,G,R
2009,URY,BFA,1,1,1,1.0,1.0,G,R
2009,URY,BRA,1,1,1,1.0,1.0,G,G
2009,URY,COG,2,2,2,1.0,1.0,G,G
2009,URY,CRI,1,1,1,1.0,1.0,G,R
2009,URY,FRA,2,2,2,1.0,1.0,G,P
2009,URY,HTI,5,5,15,3.0,3.0,G,G
2009,URY,JPN,1,1,1,1.0,1.0,G,R
2009,URY,MEX,2,2,2,1.0,1.0,G,R
2009,URY,SLE,1,1,1,1.0,1.0,G,G
2009,URY,TUR,1,1,1,1.0,1.0,G,R
2009,URY,URY,4,4,9,2.25,2.25,G,G
2009,URY,USA,1,1,2,2.0,2.0,G,P
2009,USA,AFG,8,10,66,6.6,8.25,P,G
2009,USA,ALB,1,1,2,2.0,2.0,P,G
2009,USA,ARG,2,3,4,1.333,2.0,P,G
2009,USA,ARM,1,1,2,2.0,2.0,P,G
2009,USA,AUS,1,1,2,2.0,2.0,P,G
2009,USA,AUT,6,8,10,1.25,1.667,P,R
2009,USA,BDI,6,6,6,1.0,1.0,P,G
2009,USA,BEL,1,1,2,2.0,2.0,P,G
2009,USA,BEN,1,1,2,2.0,2.0,P,G
2009,USA,BFA,5,6,8,1.333,1.6,P,R
2009,USA,BGR,1,1,2,2.0,2.0,P,G
2009,USA,BIH,4,4,19,4.75,4.75,P,G
2009,USA,BRA,2,4,8,2.0,4.0,P,G
2009,USA,CAF,2,2,6,3.0,3.0,P,G
2009,USA,CAN,6,7,9,1.286,1.5,P,G
2009,USA,CHE,1,1,2,2.0,2.0,P,G
2009,USA,CHL,2,3,4,1.333,2.0,P,G
2009,USA,CHN,4,5,5,1.0,1.25,P,P
2009,USA,CIV,3,3,3,1.0,1.0,P,G
2009,USA,COD,2,2,3,1.5,1.5,P,G
2009,USA,COG,7,7,20,2.857,2.857,P,G
2009,USA,COL,2,3,4,1.333,2.0,P,G
2009,USA,CRI,4,6,7,1.167,1.75,P,R
2009,USA,CUB,2,3,3,1.0,1.5,P,G
2009,USA,CYP,1,1,1,1.0,1.0,P,G
2009,USA,CZE,1,1,2,2.0,2.0,P,G
2009,USA,DEU,2,2,3,1.5,1.5,P,G
2009,USA,DJI,5,5,8,1.6,1.6,P,G
2009,USA,DNK,2,2,3,1.5,1.5,P,G
2009,USA,DOM,1,2,2,1.0,2.0,P,G
2009,USA,DZA,1,1,1,1.0,1.0,P,G
2009,USA,ECU,1,2,2,1.0,2.0,P,G
2009,USA,EGY,4,4,6,1.5,1.5,P,G
2009,USA,ERI,3,3,7,2.333,2.333,P,G
2009,USA,ESH,1,1,3,3.0,3.0,P,G
2009,USA,ESP,2,3,4,1.333,2.0,P,G
2009,USA,EST,1,1,2,2.0,2.0,P,G
2009,USA,ETH,1,1,1,1.0,1.0,P,G
2009,USA,FIN,1,1,2,2.0,2.0,P,G
2009,USA,FRA,13,15,17,1.133,1.308,P,P
2009,USA,GEO,3,3,16,5.333,5.333,P,G
2009,USA,GHA,3,3,4,1.333,1.333,P,G
2009,USA,GIN,1,1,1,1.0,1.0,P,G
2009,USA,GRC,2,2,3,1.5,1.5,P,G
2009,USA,GTM,2,3,3,1.0,1.5,P,G
2009,USA,HRV,6,8,11,1.375,1.833,P,R
2009,USA,HTI,8,11,51,4.636,6.375,P,G
2009,USA,HUN,1,1,2,2.0,2.0,P,G
2009,USA,IDN,1,1,1,1.0,1.0,P,G
2009,USA,IND,3,3,6,2.0,2.0,P,G
2009,USA,IRL,1,1,2,2.0,2.0,P,G
2009,USA,IRN,5,5,67,13.4,13.4,P,G
2009,USA,IRQ,4,4,46,11.5,11.5,P,G
2009,USA,ISL,1,1,2,2.0,2.0,P,G
2009,USA,ISR,10,10,61,6.1,6.1,P,G
2009,USA,ITA,2,2,3,1.5,1.5,P,G
2009,USA,JAM,2,3,3,1.0,1.5,P,G
2009,USA,JOR,3,3,4,1.333,1.333,P,G
2009,USA,JPN,7,9,10,1.111,1.429,P,R
2009,USA,KEN,5,5,12,2.4,2.4,P,G
2009,USA,KOR,1,1,2,2.0,2.0,P,G
2009,USA,LBN,5,5,25,5.0,5.0,P,G
2009,USA,LBR,11,11,30,2.727,2.727,P,G
2009,USA,LBY,2,2,2,1.0,1.0,P,R
2009,USA,LIE,1,1,2,2.0,2.0,P,G
2009,USA,LKA,5,5,8,1.6,1.6,P,G
2009,USA,LTU,1,1,2,2.0,2.0,P,G
2009,USA,LUX,1,1,2,2.0,2.0,P,G
2009,USA,LVA,1,1,2,2.0,2.0,P,G
2009,USA,MAR,1,1,1,1.0,1.0,P,G
2009,USA,MCO,1,1,2,2.0,2.0,P,G
2009,USA,MEX,6,7,11,1.571,1.833,P,R
2009,USA,MKD,1,1,2,2.0,2.0,P,G
2009,USA,MLT,1,1,2,2.0,2.0,P,G
2009,USA,MNE,1,1,2,2.0,2.0,P,G
2009,USA,MNG,1,1,2,2.0,2.0,P,G
2009,USA,NGA,3,3,4,1.333,1.333,P,G
2009,USA,NLD,4,4,5,1.25,1.25,P,G
2009,USA,NOR,3,4,5,1.25,1.667,P,G
2009,USA,NPL,1,1,5,5.0,5.0,P,G
2009,USA,NZL,1,1,2,2.0,2.0,P,G
2009,USA,PAK,1,1,1,1.0,1.0,P,G
2009,USA,PAN,1,1,2,2.0,2.0,P,G
2009,USA,PER,1,2,2,1.0,2.0,P,G
2009,USA,POL,1,1,2,2.0,2.0,P,G
2009,USA,PRT,1,1,2,2.0,2.0,P,G
2009,USA,PSE,4,4,6,1.5,1.5,P,G
2009,USA,ROU,1,1,2,2.0,2.0,P,G
2009,USA,RUS,6,8,8,1.0,1.333,P,P
2009,USA,RWA,3,3,11,3.667,3.667,P,G
2009,USA,SDN,11,11,39,3.545,3.545,P,G
2009,USA,SEN,1,1,2,2.0,2.0,P,G
2009,USA,SGP,1,1,2,2.0,2.0,P,G
2009,USA,SLE,10,11,54,4.909,5.4,P,G
2009,USA,SOM,11,11,65,5.909,5.909,P,G
2009,USA,SRB,6,6,14,2.333,2.333,P,G
2009,USA,SSD,1,1,1,1.0,1.0,P,G
2009,USA,SVK,1,1,2,2.0,2.0,P,G
2009,USA,SVN,1,1,2,2.0,2.0,P,G
2009,USA,SWE,2,3,4,1.333,2.0,P,G
2009,USA,TCD,6,6,11,1.833,1.833,P,G
2009,USA,THA,1,1,1,1.0,1.0,P,G
2009,USA,TLS,4,4,22,5.5,5.5,P,G
2009,USA,TUR,7,9,11,1.222,1.571,P,R
2009,USA,TZA,1,1,2,2.0,2.0,P,G
2009,USA,UGA,8,10,12,1.2,1.5,P,R
2009,USA,URY,1,2,2,1.0,2.0,P,G
2009,USA,USA,72,73,426,5.836,5.917,P,P
2009,USA,VEN,1,2,2,1.0,2.0,P,G
2009,USA,VNM,5,6,6,1.0,1.2,P,R
2009,USA,YEM,1,1,1,1.0,1.0,P,G
2009,USA,ZAF,2,2,3,1.5,1.5,P,G
2009,VAT,COG,1,1,2,2.0,2.0,G,G
2009,VAT,IRQ,1,1,1,1.0,1.0,G,G
2009,VEN,ARG,2,2,2,1.0,1.0,G,G
2009,VEN,AUT,2,2,2,1.0,1.0,G,R
2009,VEN,BFA,1,1,2,2.0,2.0,G,R
2009,VEN,BRA,1,1,1,1.0,1.0,G,G
2009,VEN,BRB,1,1,4,4.0,4.0,G,G
2009,VEN,COL,3,4,34,8.5,11.333,G,G
2009,VEN,CRI,1,1,1,1.0,1.0,G,R
2009,VEN,CUB,3,3,8,2.667,2.667,G,G
2009,VEN,DOM,1,1,1,1.0,1.0,G,G
2009,VEN,ECU,2,2,3,1.5,1.5,G,G
2009,VEN,ESP,1,1,1,1.0,1.0,G,G
2009,VEN,FRA,1,1,1,1.0,1.0,G,P
2009,VEN,GTM,1,1,1,1.0,1.0,G,G
2009,VEN,GUY,1,1,1,1.0,1.0,G,G
2009,VEN,HND,1,1,1,1.0,1.0,G,G
2009,VEN,HTI,2,2,26,13.0,13.0,G,G
2009,VEN,ISR,6,6,24,4.0,4.0,G,G
2009,VEN,LBN,3,3,3,1.0,1.0,G,G
2009,VEN,PAN,1,1,1,1.0,1.0,G,G
2009,VEN,PSE,4,4,13,3.25,3.25,G,G
2009,VEN,SLV,1,1,1,1.0,1.0,G,G
2009,VEN,TTO,1,1,3,3.0,3.0,G,G
2009,VEN,USA,4,5,25,5.0,6.25,G,P
2009,VEN,VEN,13,14,32,2.286,2.462,G,G
2009,VNM,AFG,9,9,37,4.111,4.111,R,G
2009,VNM,ARG,3,3,4,1.333,1.333,R,G
2009,VNM,AUS,5,6,6,1.0,1.2,R,G
2009,VNM,AUT,9,9,11,1.222,1.222,R,R
2009,VNM,AZE,1,1,1,1.0,1.0,R,G
2009,VNM,BDI,3,3,4,1.333,1.333,R,G
2009,VNM,BEL,3,3,3,1.0,1.0,R,G
2009,VNM,BFA,5,5,7,1.4,1.4,R,R
2009,VNM,BGD,2,2,2,1.0,1.0,R,G
2009,VNM,BIH,2,2,19,9.5,9.5,R,G
2009,VNM,BRA,7,9,10,1.111,1.429,R,G
2009,VNM,CAF,3,3,6,2.0,2.0,R,G
2009,VNM,CAN,4,4,5,1.25,1.25,R,G
2009,VNM,CHE,4,5,5,1.0,1.25,R,G
2009,VNM,CHL,1,1,2,2.0,2.0,R,G
2009,VNM,CHN,6,6,6,1.0,1.0,R,P
2009,VNM,CIV,1,1,2,2.0,2.0,R,G
2009,VNM,COD,1,1,1,1.0,1.0,R,G
2009,VNM,COG,2,3,5,1.667,2.5,R,G
2009,VNM,COL,2,3,4,1.333,2.0,R,G
2009,VNM,CRI,5,5,7,1.4,1.4,R,R
2009,VNM,CUB,5,5,5,1.0,1.0,R,G
2009,VNM,DEU,2,2,2,1.0,1.0,R,G
2009,VNM,DJI,4,4,6,1.5,1.5,R,G
2009,VNM,DNK,2,2,2,1.0,1.0,R,G
2009,VNM,ECU,4,4,4,1.0,1.0,R,G
2009,VNM,EGY,7,8,8,1.0,1.143,R,G
2009,VNM,ERI,1,1,2,2.0,2.0,R,G
2009,VNM,ESP,1,1,2,2.0,2.0,R,G
2009,VNM,FIN,2,2,3,1.5,1.5,R,G
2009,VNM,FRA,6,6,9,1.5,1.5,R,P
2009,VNM,FSM,1,2,2,1.0,2.0,R,G
2009,VNM,GHA,1,1,1,1.0,1.0,R,G
2009,VNM,GIN,2,2,5,2.5,2.5,R,G
2009,VNM,GTM,1,1,2,2.0,2.0,R,G
