year,speaker_country,mentioned_country,n_meetings,n_speeches,n_mentions,avg_mention_speech,avg_mention_meeting,speaker_member,mentioned_member
2005,ITA,TCD,1,1,1,1.0,1.0,G,G
2005,ITA,USA,2,2,2,1.0,1.0,G,P
2005,JPN,AFG,6,8,30,3.75,5.0,R,G
2005,JPN,ARG,4,4,5,1.25,1.25,R,R
2005,JPN,BDI,4,4,14,3.5,3.5,R,G
2005,JPN,BEN,3,3,3,1.0,1.0,R,R
2005,JPN,BGD,1,1,1,1.0,1.0,R,G
2005,JPN,BIH,3,3,26,8.667,8.667,R,G
2005,JPN,BRA,4,4,4,1.0,1.0,R,R
2005,JPN,CAN,1,2,2,1.0,2.0,R,G
2005,JPN,CHE,1,1,1,1.0,1.0,R,G
2005,JPN,CHN,4,4,4,1.0,1.0,R,P
2005,JPN,CIV,4,4,7,1.75,1.75,R,G
2005,JPN,COD,1,1,1,1.0,1.0,R,G
2005,JPN,COG,5,5,9,1.8,1.8,R,G
2005,JPN,COL,1,1,1,1.0,1.0,R,G
2005,JPN,DEU,1,2,2,1.0,2.0,R,G
2005,JPN,DNK,3,3,3,1.0,1.0,R,R
2005,JPN,DZA,3,3,3,1.0,1.0,R,R
2005,JPN,EGY,1,1,1,1.0,1.0,R,G
2005,JPN,ESP,1,2,2,1.0,2.0,R,G
2005,JPN,FJI,1,1,1,1.0,1.0,R,G
2005,JPN,FRA,4,4,4,1.0,1.0,R,P
2005,JPN,GHA,1,1,1,1.0,1.0,R,G
2005,JPN,GIN,2,2,10,5.0,5.0,R,G
2005,JPN,GRC,5,5,5,1.0,1.0,R,R
2005,JPN,HTI,1,1,10,10.0,10.0,R,G
2005,JPN,IDN,3,3,5,1.667,1.667,R,G
2005,JPN,IND,1,1,1,1.0,1.0,R,G
2005,JPN,IRN,1,2,2,1.0,2.0,R,G
2005,JPN,IRQ,5,6,10,1.667,2.0,R,G
2005,JPN,ISR,1,1,6,6.0,6.0,R,G
2005,JPN,ITA,1,2,2,1.0,2.0,R,G
2005,JPN,JOR,1,1,1,1.0,1.0,R,G
2005,JPN,JPN,43,44,168,3.818,3.907,R,R
2005,JPN,KAZ,2,2,3,1.5,1.5,R,G
2005,JPN,KHM,3,3,3,1.0,1.0,R,G
2005,JPN,KOR,1,2,2,1.0,2.0,R,G
2005,JPN,LBN,2,2,3,1.5,1.5,R,G
2005,JPN,LBR,4,4,7,1.75,1.75,R,G
2005,JPN,LKA,2,2,2,1.0,1.0,R,G
2005,JPN,MAR,1,1,1,1.0,1.0,R,G
2005,JPN,MYS,1,2,2,1.0,2.0,R,G
2005,JPN,NGA,1,1,1,1.0,1.0,R,G
2005,JPN,NPL,1,1,1,1.0,1.0,R,G
2005,JPN,PAK,1,2,2,1.0,2.0,R,G
2005,JPN,PHL,6,6,6,1.0,1.0,R,R
2005,JPN,PNG,1,1,1,1.0,1.0,R,G
2005,JPN,PSE,1,1,2,2.0,2.0,R,G
2005,JPN,ROU,5,5,6,1.2,1.2,R,R
2005,JPN,RUS,3,3,3,1.0,1.0,R,P
2005,JPN,RWA,1,1,1,1.0,1.0,R,G
2005,JPN,SAU,1,1,2,2.0,2.0,R,G
2005,JPN,SDN,4,4,17,4.25,4.25,R,G
2005,JPN,SLE,5,5,23,4.6,4.6,R,G
2005,JPN,SOM,1,1,1,1.0,1.0,R,G
2005,JPN,TCD,1,1,1,1.0,1.0,R,G
2005,JPN,TLS,4,4,34,8.5,8.5,R,G
2005,JPN,TUR,2,3,3,1.0,1.5,R,G
2005,JPN,TZA,3,3,3,1.0,1.0,R,R
2005,JPN,UGA,1,1,1,1.0,1.0,R,G
2005,JPN,USA,6,6,8,1.333,1.333,R,P
2005,JPN,ZAF,3,3,3,1.0,1.0,R,G
2005,JPN,ZWE,1,1,3,3.0,3.0,R,G
2005,KAZ,KAZ,1,1,3,3.0,3.0,G,G
2005,KEN,KEN,1,1,3,3.0,3.0,G,G
2005,KOR,AFG,1,1,9,9.0,9.0,G,G
2005,KOR,JPN,1,1,1,1.0,1.0,G,R
2005,KOR,KOR,3,3,9,3.0,3.0,G,G
2005,KOR,RWA,1,1,1,1.0,1.0,G,G
2005,KOR,SLE,1,1,1,1.0,1.0,G,G
2005,KOR,USA,1,1,1,1.0,1.0,G,P
2005,KWT,FRA,1,1,1,1.0,1.0,G,P
2005,KWT,ISR,1,1,8,8.0,8.0,G,G
2005,KWT,KWT,1,1,1,1.0,1.0,G,G
2005,LBN,ISR,1,1,5,5.0,5.0,G,G
2005,LBN,LBN,6,6,31,5.167,5.167,G,G
2005,LBY,ISR,1,1,8,8.0,8.0,G,G
2005,LIE,IRL,1,1,1,1.0,1.0,G,G
2005,LIE,ISR,1,1,2,2.0,2.0,G,G
2005,LIE,RWA,1,1,1,1.0,1.0,G,G
2005,LIE,UGA,1,1,1,1.0,1.0,G,G
2005,LKA,LKA,2,2,13,6.5,6.5,G,G
2005,LUX,ALB,12,12,12,1.0,1.0,G,G
2005,LUX,BDI,1,1,1,1.0,1.0,G,G
2005,LUX,BGR,15,15,15,1.0,1.0,G,G
2005,LUX,BIH,8,8,20,2.5,2.5,G,G
2005,LUX,CAN,1,1,1,1.0,1.0,G,G
2005,LUX,CIV,1,1,1,1.0,1.0,G,G
2005,LUX,COD,1,1,1,1.0,1.0,G,G
2005,LUX,COG,2,2,2,1.0,1.0,G,G
2005,LUX,GEO,1,1,1,1.0,1.0,G,G
2005,LUX,HRV,14,14,14,1.0,1.0,G,G
2005,LUX,HTI,2,2,19,9.5,9.5,G,G
2005,LUX,IDN,2,2,3,1.5,1.5,G,G
2005,LUX,IRQ,1,1,1,1.0,1.0,G,G
2005,LUX,ISL,5,5,5,1.0,1.0,G,G
2005,LUX,KAZ,1,1,1,1.0,1.0,G,G
2005,LUX,LBR,1,1,1,1.0,1.0,G,G
2005,LUX,LKA,1,1,1,1.0,1.0,G,G
2005,LUX,LUX,15,15,15,1.0,1.0,G,G
2005,LUX,MDA,1,1,1,1.0,1.0,G,G
2005,LUX,MKD,12,12,13,1.083,1.083,G,G
2005,LUX,MNE,11,11,11,1.0,1.0,G,G
2005,LUX,NOR,8,8,8,1.0,1.0,G,G
2005,LUX,ROU,15,15,15,1.0,1.0,G,R
2005,LUX,SDN,2,2,3,1.5,1.5,G,G
2005,LUX,SLE,2,2,2,1.0,1.0,G,G
2005,LUX,SRB,11,11,11,1.0,1.0,G,G
2005,LUX,TLS,2,2,24,12.0,12.0,G,G
2005,LUX,TUR,14,14,14,1.0,1.0,G,G
2005,LUX,UGA,1,1,1,1.0,1.0,G,G
2005,LUX,UKR,2,2,2,1.0,1.0,G,G
2005,MAR,AGO,1,1,1,1.0,1.0,G,G
2005,MAR,ARG,1,1,1,1.0,1.0,G,R
2005,MAR,BRA,3,3,3,1.0,1.0,G,R
2005,MAR,CAN,1,1,1,1.0,1.0,G,G
2005,MAR,CHL,1,1,1,1.0,1.0,G,G
2005,MAR,CIV,1,1,1,1.0,1.0,G,G
2005,MAR,COG,2,2,5,2.5,2.5,G,G
2005,MAR,DNK,2,2,2,1.0,1.0,G,R
2005,MAR,DOM,1,1,1,1.0,1.0,G,G
2005,MAR,ESP,1,1,1,1.0,1.0,G,G
2005,MAR,FRA,2,2,2,1.0,1.0,G,P
2005,MAR,GIN,1,1,1,1.0,1.0,G,G
2005,MAR,HTI,2,2,12,6.0,6.0,G,G
2005,MAR,ISR,1,1,10,10.0,10.0,G,G
2005,MAR,KEN,1,1,1,1.0,1.0,G,G
2005,MAR,LBR,2,2,3,1.5,1.5,G,G
2005,MAR,MAR,5,5,23,4.6,4.6,G,G
2005,MAR,PHL,1,1,1,1.0,1.0,G,R
2005,MAR,ROU,1,1,1,1.0,1.0,G,R
2005,MAR,SDN,1,1,1,1.0,1.0,G,G
2005,MAR,SLE,2,2,3,1.5,1.5,G,G
2005,MAR,USA,1,1,1,1.0,1.0,G,P
2005,MDA,MDA,1,1,5,5.0,5.0,G,G
2005,MDA,UKR,1,1,2,2.0,2.0,G,G
2005,MEX,ARG,1,1,1,1.0,1.0,G,R
2005,MEX,COL,1,1,1,1.0,1.0,G,G
2005,MEX,DOM,1,1,2,2.0,2.0,G,G
2005,MEX,HTI,1,1,13,13.0,13.0,G,G
2005,MEX,MEX,3,3,31,10.333,10.333,G,G
2005,MEX,PAN,1,1,1,1.0,1.0,G,G
2005,MEX,SLV,1,1,1,1.0,1.0,G,G
2005,MLI,CAN,1,1,1,1.0,1.0,G,G
2005,MLI,CHE,1,1,1,1.0,1.0,G,G
2005,MLI,MLI,1,1,2,2.0,2.0,G,G
2005,MLI,NGA,1,1,1,1.0,1.0,G,G
2005,MLI,USA,1,1,1,1.0,1.0,G,P
2005,MMR,MMR,2,2,8,4.0,4.0,G,G
2005,MYS,AFG,1,1,16,16.0,16.0,G,G
2005,MYS,CHE,1,1,1,1.0,1.0,G,G
2005,MYS,DNK,1,1,1,1.0,1.0,G,R
2005,MYS,GRC,2,2,2,1.0,1.0,G,R
2005,MYS,ISR,1,1,11,11.0,11.0,G,G
2005,MYS,KWT,1,1,1,1.0,1.0,G,G
2005,MYS,MYS,6,6,26,4.333,4.333,G,G
2005,MYS,PSE,1,1,4,4.0,4.0,G,G
2005,MYS,TLS,1,1,9,9.0,9.0,G,G
2005,NAM,BWA,1,1,1,1.0,1.0,G,G
2005,NAM,COG,1,1,1,1.0,1.0,G,G
2005,NAM,LSO,1,1,1,1.0,1.0,G,G
2005,NAM,MUS,1,1,1,1.0,1.0,G,G
2005,NAM,NAM,1,1,2,2.0,2.0,G,G
2005,NAM,SWZ,1,1,1,1.0,1.0,G,G
2005,NAM,TZA,1,1,1,1.0,1.0,G,R
2005,NAM,ZAF,1,1,1,1.0,1.0,G,G
2005,NAM,ZMB,1,1,1,1.0,1.0,G,G
2005,NAM,ZWE,1,1,1,1.0,1.0,G,G
2005,NER,BEN,1,1,1,1.0,1.0,G,R
2005,NER,BFA,1,1,1,1.0,1.0,G,G
2005,NER,CIV,1,1,1,1.0,1.0,G,G
2005,NER,GIN,1,1,1,1.0,1.0,G,G
2005,NER,GMB,1,1,1,1.0,1.0,G,G
2005,NER,MLI,1,1,1,1.0,1.0,G,G
2005,NER,NER,1,1,2,2.0,2.0,G,G
2005,NER,NGA,1,1,2,2.0,2.0,G,G
2005,NER,SEN,1,1,1,1.0,1.0,G,G
2005,NER,SLE,1,1,1,1.0,1.0,G,G
2005,NGA,BEN,1,1,1,1.0,1.0,G,R
2005,NGA,CHN,1,1,1,1.0,1.0,G,P
2005,NGA,CIV,2,2,9,4.5,4.5,G,G
2005,NGA,LBR,1,1,1,1.0,1.0,G,G
2005,NGA,NGA,4,4,4,1.0,1.0,G,G
2005,NGA,SLE,1,1,1,1.0,1.0,G,G
2005,NGA,ZAF,1,1,2,2.0,2.0,G,G
2005,NOR,COG,2,2,4,2.0,2.0,G,G
2005,NOR,DNK,1,1,1,1.0,1.0,G,R
2005,NOR,HTI,2,2,13,6.5,6.5,G,G
2005,NOR,ISR,1,1,7,7.0,7.0,G,G
2005,NOR,LBR,1,1,1,1.0,1.0,G,G
2005,NOR,LUX,1,1,1,1.0,1.0,G,G
2005,NOR,NOR,10,10,39,3.9,3.9,G,G
2005,NOR,PSE,1,1,1,1.0,1.0,G,G
2005,NOR,SDN,1,1,2,2.0,2.0,G,G
2005,NOR,UGA,1,1,2,2.0,2.0,G,G
2005,NOR,USA,1,1,1,1.0,1.0,G,P
2005,NPL,NPL,1,1,7,7.0,7.0,G,G
2005,NZL,AFG,1,1,2,2.0,2.0,G,G
2005,NZL,AUS,1,1,2,2.0,2.0,G,G
2005,NZL,CHE,2,2,2,1.0,1.0,G,G
2005,NZL,DNK,2,2,2,1.0,1.0,G,R
2005,NZL,GRC,1,1,1,1.0,1.0,G,R
2005,NZL,IDN,1,1,2,2.0,2.0,G,G
2005,NZL,LIE,1,1,1,1.0,1.0,G,G
2005,NZL,NZL,4,4,19,4.75,4.75,G,G
2005,NZL,PNG,1,1,1,1.0,1.0,G,G
2005,NZL,SLB,1,1,2,2.0,2.0,G,G
2005,NZL,TLS,2,2,9,4.5,4.5,G,G
2005,PAK,AFG,3,3,23,7.667,7.667,G,G
2005,PAK,CAF,1,1,1,1.0,1.0,G,G
2005,PAK,CHN,1,1,1,1.0,1.0,G,P
2005,PAK,COG,1,1,1,1.0,1.0,G,G
2005,PAK,GIN,2,2,2,1.0,1.0,G,G
2005,PAK,GRC,2,2,2,1.0,1.0,G,R
2005,PAK,ISR,1,1,4,4.0,4.0,G,G
2005,PAK,PAK,7,7,41,5.857,5.857,G,G
2005,PAK,PHL,1,1,1,1.0,1.0,G,R
2005,PAK,PSE,1,1,1,1.0,1.0,G,G
2005,PAK,SAU,1,1,1,1.0,1.0,G,G
2005,PAK,SDN,1,1,1,1.0,1.0,G,G
2005,PAK,SLE,1,1,2,2.0,2.0,G,G
2005,PAK,SOM,1,1,2,2.0,2.0,G,G
2005,PAK,TUR,1,1,1,1.0,1.0,G,G
2005,PAK,USA,1,1,4,4.0,4.0,G,P
2005,PAK,ZAF,1,1,1,1.0,1.0,G,G
2005,PER,ARG,2,2,2,1.0,1.0,G,R
2005,PER,GRC,1,1,1,1.0,1.0,G,R
2005,PER,HTI,2,2,36,18.0,18.0,G,G
2005,PER,LBR,1,1,1,1.0,1.0,G,G
2005,PER,PER,10,10,31,3.1,3.1,G,G
2005,PER,PHL,1,1,1,1.0,1.0,G,R
2005,PER,RWA,1,1,1,1.0,1.0,G,G
2005,PER,SDN,1,1,1,1.0,1.0,G,G
2005,PER,SLE,1,1,1,1.0,1.0,G,G
2005,PER,TLS,1,1,1,1.0,1.0,G,G
2005,PHL,AFG,2,2,9,4.5,4.5,R,G
2005,PHL,AGO,1,1,1,1.0,1.0,R,G
2005,PHL,ALB,1,1,1,1.0,1.0,R,G
2005,PHL,ARG,9,11,12,1.091,1.333,R,R
2005,PHL,AUS,2,2,2,1.0,1.0,R,G
2005,PHL,BDI,3,3,13,4.333,4.333,R,G
2005,PHL,BEN,8,10,11,1.1,1.375,R,R
2005,PHL,BGD,1,1,1,1.0,1.0,R,G
2005,PHL,BIH,3,3,30,10.0,10.0,R,G
2005,PHL,BRA,10,11,12,1.091,1.2,R,R
2005,PHL,CAF,1,1,1,1.0,1.0,R,G
2005,PHL,CAN,2,3,3,1.0,1.5,R,G
2005,PHL,CHE,1,2,3,1.5,3.0,R,G
2005,PHL,CHN,9,10,11,1.1,1.222,R,P
2005,PHL,CIV,2,2,4,2.0,2.0,R,G
2005,PHL,COD,2,2,2,1.0,1.0,R,G
2005,PHL,COG,4,4,7,1.75,1.75,R,G
2005,PHL,DNK,8,10,11,1.1,1.375,R,R
2005,PHL,DZA,8,10,11,1.1,1.375,R,R
2005,PHL,EGY,1,1,1,1.0,1.0,R,G
2005,PHL,ERI,1,1,1,1.0,1.0,R,G
2005,PHL,ETH,1,1,1,1.0,1.0,R,G
2005,PHL,FRA,11,13,14,1.077,1.273,R,P
2005,PHL,GBR,1,2,2,1.0,2.0,R,P
2005,PHL,GEO,1,1,1,1.0,1.0,R,G
2005,PHL,GIN,1,1,1,1.0,1.0,R,G
2005,PHL,GRC,10,10,11,1.1,1.1,R,R
2005,PHL,HTI,2,2,21,10.5,10.5,R,G
2005,PHL,IDN,4,4,5,1.25,1.25,R,G
2005,PHL,IRQ,2,4,10,2.5,5.0,R,G
2005,PHL,ISR,2,2,9,4.5,4.5,R,G
2005,PHL,JPN,9,9,11,1.222,1.222,R,R
2005,PHL,KAZ,1,1,1,1.0,1.0,R,G
2005,PHL,KHM,2,2,2,1.0,1.0,R,G
2005,PHL,LBN,1,1,4,4.0,4.0,R,G
2005,PHL,LBR,5,5,5,1.0,1.0,R,G
2005,PHL,LBY,1,1,1,1.0,1.0,R,G
2005,PHL,MYS,3,3,3,1.0,1.0,R,G
2005,PHL,PER,1,2,3,1.5,3.0,R,G
2005,PHL,PHL,47,49,100,2.041,2.128,R,R
2005,PHL,PNG,1,1,3,3.0,3.0,R,G
2005,PHL,PSE,1,1,1,1.0,1.0,R,G
2005,PHL,ROU,12,15,16,1.067,1.333,R,R
2005,PHL,RUS,8,9,10,1.111,1.25,R,P
2005,PHL,RWA,1,1,3,3.0,3.0,R,G
2005,PHL,SDN,3,3,3,1.0,1.0,R,G
2005,PHL,SLE,3,3,16,5.333,5.333,R,G
2005,PHL,SLV,1,1,1,1.0,1.0,R,G
2005,PHL,SOM,1,1,4,4.0,4.0,R,G
2005,PHL,SRB,1,1,1,1.0,1.0,R,G
2005,PHL,SVK,1,2,3,1.5,3.0,R,G
2005,PHL,THA,1,1,1,1.0,1.0,R,G
2005,PHL,TLS,3,3,22,7.333,7.333,R,G
2005,PHL,TZA,11,13,14,1.077,1.273,R,R
2005,PHL,UGA,2,2,2,1.0,1.0,R,G
2005,PHL,USA,12,16,22,1.375,1.833,R,P
2005,PHL,VNM,1,1,1,1.0,1.0,R,G
2005,PNG,AUS,1,1,3,3.0,3.0,G,G
2005,PNG,FJI,1,1,1,1.0,1.0,G,G
2005,PNG,JPN,1,1,1,1.0,1.0,G,R
2005,PNG,NZL,1,1,3,3.0,3.0,G,G
2005,PNG,PNG,2,2,29,14.5,14.5,G,G
2005,PNG,VUT,1,1,1,1.0,1.0,G,G
2005,PRT,COG,1,1,1,1.0,1.0,G,G
2005,PRT,LUX,2,2,2,1.0,1.0,G,G
2005,PRT,PRT,2,2,10,5.0,5.0,G,G
2005,PRT,TLS,2,2,20,10.0,10.0,G,G
2005,PRY,ARG,2,2,2,1.0,1.0,G,R
2005,PRY,BRA,1,1,1,1.0,1.0,G,R
2005,PRY,HTI,1,1,4,4.0,4.0,G,G
2005,PRY,KAZ,1,1,1,1.0,1.0,G,G
2005,PRY,PRY,2,2,12,6.0,6.0,G,G
2005,PRY,USA,1,1,1,1.0,1.0,G,P
2005,PSE,CHE,1,1,1,1.0,1.0,G,G
2005,PSE,FRA,1,1,1,1.0,1.0,G,P
2005,PSE,ISR,1,1,10,10.0,10.0,G,G
2005,PSE,PSE,1,1,2,2.0,2.0,G,G
2005,QAT,QAT,1,1,2,2.0,2.0,G,G
2005,QAT,USA,1,1,1,1.0,1.0,G,P
2005,ROU,AFG,5,6,20,3.333,4.0,R,G
2005,ROU,ARG,9,9,9,1.0,1.0,R,R
2005,ROU,AUS,2,2,2,1.0,1.0,R,G
2005,ROU,AUT,2,2,2,1.0,1.0,R,G
2005,ROU,BDI,4,4,10,2.5,2.5,R,G
2005,ROU,BEN,7,7,7,1.0,1.0,R,R
2005,ROU,BGD,4,4,4,1.0,1.0,R,G
2005,ROU,BIH,3,3,19,6.333,6.333,R,G
2005,ROU,BRA,9,9,9,1.0,1.0,R,R
2005,ROU,CAN,2,2,2,1.0,1.0,R,G
2005,ROU,CHE,2,3,3,1.0,1.5,R,G
2005,ROU,CHL,1,2,2,1.0,2.0,R,G
2005,ROU,CHN,9,9,9,1.0,1.0,R,P
2005,ROU,CIV,8,10,21,2.1,2.625,R,G
2005,ROU,COD,1,1,1,1.0,1.0,R,G
2005,ROU,COG,5,5,11,2.2,2.2,R,G
2005,ROU,COL,1,3,3,1.0,3.0,R,G
2005,ROU,CRI,1,1,1,1.0,1.0,R,G
2005,ROU,CUB,1,3,4,1.333,4.0,R,G
2005,ROU,DEU,3,3,3,1.0,1.0,R,G
2005,ROU,DNK,9,9,9,1.0,1.0,R,R
2005,ROU,DZA,7,8,9,1.125,1.286,R,R
2005,ROU,EGY,2,2,2,1.0,1.0,R,G
2005,ROU,ERI,3,3,5,1.667,1.667,R,G
2005,ROU,ESH,1,1,1,1.0,1.0,R,G
2005,ROU,ESP,1,1,1,1.0,1.0,R,G
2005,ROU,ETH,2,2,4,2.0,2.0,R,G
2005,ROU,FJI,3,4,4,1.0,1.333,R,G
2005,ROU,FRA,8,8,11,1.375,1.375,R,P
2005,ROU,GEO,1,1,1,1.0,1.0,R,G
2005,ROU,GIN,2,2,2,1.0,1.0,R,G
2005,ROU,GRC,7,8,8,1.0,1.143,R,R
2005,ROU,HRV,3,3,3,1.0,1.0,R,G
2005,ROU,HTI,4,5,42,8.4,10.5,R,G
2005,ROU,IDN,4,4,12,3.0,3.0,R,G
2005,ROU,IND,2,2,4,2.0,2.0,R,G
2005,ROU,IRQ,6,6,11,1.833,1.833,R,G
2005,ROU,ISL,2,2,2,1.0,1.0,R,G
2005,ROU,ISR,3,5,6,1.2,2.0,R,G
2005,ROU,ITA,2,3,4,1.333,2.0,R,G
2005,ROU,JPN,10,10,11,1.1,1.1,R,R
2005,ROU,KAZ,1,1,1,1.0,1.0,R,G
2005,ROU,KEN,2,2,2,1.0,1.0,R,G
2005,ROU,LBN,3,5,10,2.0,3.333,R,G
2005,ROU,LBR,3,3,3,1.0,1.0,R,G
2005,ROU,LIE,1,1,1,1.0,1.0,R,G
2005,ROU,LKA,2,2,2,1.0,1.0,R,G
2005,ROU,LUX,13,13,13,1.0,1.0,R,G
2005,ROU,MAR,1,1,1,1.0,1.0,R,G
2005,ROU,MDA,2,2,2,1.0,1.0,R,G
2005,ROU,MMR,2,2,2,1.0,1.0,R,G
2005,ROU,MNE,5,5,11,2.2,2.2,R,G
2005,ROU,MWI,1,1,1,1.0,1.0,R,G
2005,ROU,MYS,2,2,2,1.0,1.0,R,G
2005,ROU,NAM,3,3,3,1.0,1.0,R,G
2005,ROU,NGA,1,1,1,1.0,1.0,R,G
2005,ROU,NOR,3,3,3,1.0,1.0,R,G
2005,ROU,NZL,1,1,1,1.0,1.0,R,G
2005,ROU,PAK,1,1,2,2.0,2.0,R,G
2005,ROU,PER,2,2,2,1.0,1.0,R,G
2005,ROU,PHL,12,12,14,1.167,1.167,R,R
2005,ROU,PSE,1,1,1,1.0,1.0,R,G
2005,ROU,ROU,49,50,167,3.34,3.408,R,R
2005,ROU,RUS,8,9,10,1.111,1.25,R,P
2005,ROU,RWA,3,3,8,2.667,2.667,R,G
2005,ROU,SDN,7,7,16,2.286,2.286,R,G
2005,ROU,SLE,3,3,11,3.667,3.667,R,G
2005,ROU,SLV,2,2,2,1.0,1.0,R,G
2005,ROU,SOM,1,1,1,1.0,1.0,R,G
2005,ROU,SRB,5,6,13,2.167,2.6,R,G
2005,ROU,SVN,1,1,1,1.0,1.0,R,G
2005,ROU,SWE,3,3,3,1.0,1.0,R,G
2005,ROU,SWZ,1,1,1,1.0,1.0,R,G
2005,ROU,SYR,3,8,9,1.125,3.0,R,G
2005,ROU,TCD,1,1,1,1.0,1.0,R,G
2005,ROU,THA,1,1,1,1.0,1.0,R,G
2005,ROU,TLS,3,3,16,5.333,5.333,R,G
2005,ROU,TZA,8,8,8,1.0,1.0,R,R
2005,ROU,UGA,5,5,8,1.6,1.6,R,G
2005,ROU,UKR,1,1,1,1.0,1.0,R,G
2005,ROU,USA,9,10,13,1.3,1.444,R,P
2005,ROU,VEN,1,2,2,1.0,2.0,R,G
2005,ROU,WSM,3,4,4,1.0,1.333,R,G
2005,ROU,ZAF,6,6,9,1.5,1.5,R,G
2005,ROU,ZMB,1,1,1,1.0,1.0,R,G
2005,ROU,ZWE,2,2,6,3.0,3.0,R,G
2005,RUS,AFG,3,3,23,7.667,7.667,P,G
2005,RUS,ARG,6,6,6,1.0,1.0,P,R
2005,RUS,ARM,1,1,1,1.0,1.0,P,G
2005,RUS,BDI,4,4,10,2.5,2.5,P,G
2005,RUS,BEN,5,5,5,1.0,1.0,P,R
2005,RUS,BGD,1,1,1,1.0,1.0,P,G
2005,RUS,BIH,6,8,30,3.75,5.0,P,G
2005,RUS,BLR,1,1,1,1.0,1.0,P,G
2005,RUS,BRA,7,7,7,1.0,1.0,P,R
2005,RUS,CAF,1,1,3,3.0,3.0,P,G
2005,RUS,CHE,1,1,1,1.0,1.0,P,G
2005,RUS,CHN,5,5,5,1.0,1.0,P,P
2005,RUS,CIV,5,5,6,1.2,1.2,P,G
2005,RUS,COG,3,3,4,1.333,1.333,P,G
2005,RUS,DEU,2,2,3,1.5,1.5,P,G
2005,RUS,DNK,6,6,8,1.333,1.333,P,R
2005,RUS,DZA,6,6,7,1.167,1.167,P,R
2005,RUS,EGY,2,2,2,1.0,1.0,P,G
2005,RUS,FRA,7,7,7,1.0,1.0,P,P
2005,RUS,GEO,2,2,2,1.0,1.0,P,G
2005,RUS,GIN,1,1,1,1.0,1.0,P,G
2005,RUS,GRC,5,5,5,1.0,1.0,P,R
2005,RUS,HRV,2,2,2,1.0,1.0,P,G
2005,RUS,HTI,3,3,7,2.333,2.333,P,G
2005,RUS,IRQ,3,4,14,3.5,4.667,P,G
2005,RUS,ISR,2,2,8,4.0,4.0,P,G
2005,RUS,ITA,2,3,5,1.667,2.5,P,G
2005,RUS,JOR,2,2,6,3.0,3.0,P,G
2005,RUS,JPN,6,6,8,1.333,1.333,P,R
2005,RUS,KAZ,2,2,2,1.0,1.0,P,G
2005,RUS,KGZ,1,1,1,1.0,1.0,P,G
2005,RUS,LBN,3,3,7,2.333,2.333,P,G
2005,RUS,LBR,4,4,4,1.0,1.0,P,G
2005,RUS,LUX,1,1,1,1.0,1.0,P,G
2005,RUS,MEX,1,1,2,2.0,2.0,P,G
2005,RUS,MNE,5,5,6,1.2,1.2,P,G
2005,RUS,NER,1,1,2,2.0,2.0,P,G
2005,RUS,NGA,1,1,1,1.0,1.0,P,G
2005,RUS,NLD,1,1,2,2.0,2.0,P,G
2005,RUS,NZL,2,2,2,1.0,1.0,P,G
2005,RUS,PER,1,1,1,1.0,1.0,P,G
2005,RUS,PHL,5,5,5,1.0,1.0,P,R
2005,RUS,PNG,1,1,1,1.0,1.0,P,G
2005,RUS,POL,1,1,1,1.0,1.0,P,G
2005,RUS,PSE,1,1,1,1.0,1.0,P,G
2005,RUS,ROU,8,8,11,1.375,1.375,P,R
2005,RUS,RUS,37,38,45,1.184,1.216,P,P
2005,RUS,SDN,5,5,13,2.6,2.6,P,G
2005,RUS,SLE,3,3,7,2.333,2.333,P,G
2005,RUS,SOM,2,2,15,7.5,7.5,P,G
2005,RUS,SRB,5,5,6,1.2,1.2,P,G
2005,RUS,SVN,1,1,1,1.0,1.0,P,G
2005,RUS,SWE,1,1,2,2.0,2.0,P,G
2005,RUS,TLS,2,2,10,5.0,5.0,P,G
2005,RUS,TUN,1,1,4,4.0,4.0,P,G
2005,RUS,TUR,1,1,1,1.0,1.0,P,G
2005,RUS,TZA,6,6,7,1.167,1.167,P,R
2005,RUS,USA,7,7,10,1.429,1.429,P,P
2005,RUS,ZAF,2,2,4,2.0,2.0,P,G
2005,RWA,BDI,1,1,1,1.0,1.0,G,G
2005,RWA,COG,1,1,5,5.0,5.0,G,G
2005,RWA,NOR,1,1,1,1.0,1.0,G,G
2005,RWA,RUS,1,1,1,1.0,1.0,G,P
2005,RWA,RWA,4,4,43,10.75,10.75,G,G
2005,SAU,FRA,1,1,1,1.0,1.0,G,P
2005,SAU,ISR,1,1,9,9.0,9.0,G,G
2005,SAU,PSE,1,1,1,1.0,1.0,G,G
2005,SAU,SAU,1,1,2,2.0,2.0,G,G
2005,SDN,IRQ,1,1,1,1.0,1.0,G,G
2005,SDN,ISR,1,1,9,9.0,9.0,G,G
2005,SDN,KEN,1,1,1,1.0,1.0,G,G
2005,SDN,NGA,2,2,2,1.0,1.0,G,G
2005,SDN,NOR,1,1,1,1.0,1.0,G,G
2005,SDN,PSE,1,1,1,1.0,1.0,G,G
2005,SDN,SDN,5,5,41,8.2,8.2,G,G
2005,SDN,USA,1,1,1,1.0,1.0,G,P
2005,SEN,SEN,1,1,2,2.0,2.0,G,G
2005,SGP,BGD,1,1,1,1.0,1.0,G,G
2005,SGP,COG,1,1,1,1.0,1.0,G,G
2005,SGP,SGP,1,1,1,1.0,1.0,G,G
