country1,country2,n_speeches,freq1,freq2,score
BGR,PAK,7,15,15,15.0
IND,TKM,7,15,15,15.0
ARE,LBY,4,12,22,14.971428571428572
ERI,YEM,4,22,13,14.957575757575757
AFG,AGO,6,14,19,14.911111111111111
LVA,ZAF,7,14,17,14.857142857142858
BEL,SLE,7,14,17,14.857142857142858
DEU,GAB,7,17,14,14.857142857142858
BEL,SAU,7,14,17,14.857142857142858
ALB,ZAF,7,14,17,14.857142857142858
ARG,ECU,7,14,16,14.8
ALB,IND,7,14,16,14.8
GRC,SOM,7,14,16,14.8
IDN,SVK,7,16,14,14.8
PAK,ZWE,7,15,15,14.8
RWA,SWE,5,40,11,14.8
MYS,POL,7,16,14,14.8
ARG,NIC,7,14,16,14.8
DEU,LBY,7,15,15,14.8
ARG,LUX,7,14,16,14.8
OMN,PSE,6,12,21,14.780952380952382
BDI,NGA,6,20,14,14.701298701298702
CHN,KOR,6,17,14,14.685714285714287
NLD,PAK,7,14,16,14.666666666666666
CHL,CUB,7,16,14,14.666666666666666
JOR,JPN,7,14,16,14.666666666666666
SEN,TUR,7,14,16,14.666666666666666
QAT,UKR,7,16,14,14.666666666666666
CIV,USA,7,14,16,14.666666666666666
IND,SLE,7,14,16,14.666666666666666
COL,GRC,7,16,14,14.666666666666666
COG,DZA,5,33,11,14.468805704099822
BIH,EST,7,14,15,14.4
ISR,OMN,7,15,14,14.4
MAR,TZA,7,15,14,14.4
GEO,IDN,7,14,15,14.4
COL,MYS,7,14,15,14.4
FIN,IND,7,14,15,14.4
ESP,PHL,7,14,15,14.4
AGO,MYS,7,15,14,14.4
PAK,PER,7,15,14,14.4
ETH,SWE,7,14,15,14.4
BRA,ITA,7,14,15,14.4
MCO,ROU,7,14,15,14.4
EGY,GEO,7,15,14,14.4
IDN,NAM,7,15,14,14.4
RWA,TUN,7,14,15,14.4
SWE,URY,7,15,14,14.4
MYS,NIC,7,15,14,14.4
CRI,ROU,7,14,15,14.4
NGA,RWA,7,14,15,14.4
DZA,UGA,7,15,14,14.4
DJI,IDN,7,14,15,14.4
CHL,IND,7,14,15,14.4
TKM,TUR,7,15,14,14.4
MYS,URY,7,15,14,14.4
ISR,MEX,7,15,14,14.4
MAR,SOM,7,14,15,14.4
BDI,UKR,7,14,15,14.4
DEU,SRB,7,14,15,14.4
BRA,QAT,7,14,15,14.4
ALB,EGY,7,14,15,14.4
KEN,ZMB,7,14,15,14.4
KAZ,ROU,7,14,15,14.4
ROU,SRB,7,15,14,14.4
CHL,SDN,7,14,15,14.4
MEX,MYS,7,14,15,14.4
BRA,ZMB,7,14,15,14.4
BIH,ROU,7,14,15,14.4
BDI,ZMB,7,14,15,14.4
EGY,PER,7,15,14,14.4
EGY,OMN,7,15,14,14.4
BGR,MYS,7,14,15,14.4
COG,SRB,6,15,17,14.380952380952381
GIN,GMB,6,21,12,14.368253968253969
BRA,TLS,4,9,40,14.341666666666667
OMN,ZAF,6,12,19,14.323809523809524
ERI,UGA,4,12,18,14.3
GIN,PRT,5,40,10,14.261904761904763
IRQ,PHL,6,20,12,14.257142857142858
ERI,NLD,5,23,11,14.253968253968255
TCD,UGA,6,14,15,14.22857142857143
ARE,IRQ,6,14,22,14.228571428571428
AFG,ERI,6,15,16,14.200000000000001
CMR,COG,6,12,19,14.200000000000001
CHL,NGA,6,17,13,14.2
HRV,SOM,6,12,23,14.184615384615386
BHR,SLE,4,10,26,14.178571428571429
SLE,SWE,6,19,12,14.114285714285716
LBY,MAR,5,63,11,14.08421052631579
ISR,MLI,5,30,11,14.03896103896104
COL,TZA,7,14,14,14.0
SGP,TUR,7,14,14,14.0
DNK,SRB,7,14,14,14.0
CRI,MCO,7,14,14,14.0
DJI,KWT,7,14,14,14.0
CUB,PHL,7,14,14,14.0
SEN,SVN,7,14,14,14.0
CRI,TUN,7,14,14,14.0
DEU,PHL,7,14,14,14.0
CHL,PHL,7,14,14,14.0
CRI,QAT,7,14,14,14.0
CHL,NLD,7,14,14,14.0
CRI,ZMB,7,14,14,14.0
CRI,CUB,7,14,14,14.0
CHE,USA,7,14,14,14.0
CHE,PAK,7,14,14,14.0
CHE,PHL,7,14,14,14.0
DNK,MYS,7,14,14,14.0
AGO,LTU,7,14,14,14.0
SVN,URY,7,14,14,14.0
CHL,MNE,7,14,14,14.0
DJI,PRT,7,14,14,14.0
CAN,SMR,7,14,14,14.0
ALB,LIE,7,14,14,14.0
DNK,URY,7,14,14,14.0
ALB,LTU,7,14,14,14.0
DJI,LBN,7,14,14,14.0
AUT,PER,7,14,14,14.0
MLT,MYS,7,14,14,14.0
GRC,KAZ,7,14,14,14.0
GRC,MEX,7,14,14,14.0
GRC,PAK,6,14,14,14.0
BIH,LVA,7,14,14,14.0
OMN,PAK,7,14,14,14.0
ARG,CZE,7,14,14,14.0
HRV,MCO,7,14,14,14.0
ARG,DNK,7,14,14,14.0
HRV,URY,7,14,14,14.0
HUN,MCO,7,14,14,14.0
PAK,PHL,7,14,14,14.0
ESP,SRB,7,14,14,14.0
ESP,SGP,7,14,14,14.0
ARG,NAM,7,14,14,14.0
ESP,SAU,7,14,14,14.0
ESP,PAN,7,14,14,14.0
IND,KEN,7,14,14,14.0
ARG,PHL,7,14,14,14.0
BGR,SRB,7,14,14,14.0
ARG,SAU,7,14,14,14.0
ARG,SVK,7,14,14,14.0
ESP,KEN,7,14,14,14.0
IRL,MEX,7,14,14,14.0
PER,POL,7,14,14,14.0
ARE,DNK,7,14,14,14.0
MKD,TUN,7,14,14,14.0
MEX,TUR,7,14,14,14.0
MEX,PER,7,14,14,14.0
BIH,SVK,7,14,14,14.0
ARE,PRT,7,14,14,14.0
PHL,SDN,7,14,14,14.0
BLR,CRI,7,14,14,14.0
FIN,TZA,7,14,14,14.0
FIN,SRB,7,14,14,14.0
FIN,URY,7,14,14,14.0
BRA,SWE,7,14,14,14.0
FIN,SEN,7,14,14,14.0
BRA,SAU,7,14,14,14.0
ARE,FIN,7,14,14,14.0
NOR,SEN,7,14,14,14.0
ARE,IRL,7,14,14,14.0
NOR,URY,7,14,14,14.0
ARE,CHE,7,14,14,14.0
FIN,MYS,7,14,14,14.0
ARE,ISL,7,14,14,14.0
NOR,YEM,7,14,14,14.0
FIN,MEX,7,14,14,14.0
ARE,NLD,7,14,14,14.0
GAB,LBN,7,14,14,14.0
FIN,IRQ,7,14,14,14.0
ARE,AUT,7,14,14,14.0
BLR,PHL,7,14,14,14.0
ARE,ARG,7,14,14,14.0
BLR,PER,7,14,14,14.0
GEO,KAZ,5,12,20,14.0
GEO,LUX,7,14,14,14.0
GEO,MLT,7,14,14,14.0
GEO,NLD,7,14,14,14.0
GEO,SWE,7,14,14,14.0
ISL,MDA,7,14,14,14.0
ARE,DEU,7,14,14,14.0
ISL,QAT,7,14,14,14.0
PRT,SRB,7,14,14,14.0
JOR,SDN,7,14,14,14.0
JPN,MDA,7,14,14,14.0
LBN,LVA,7,14,14,14.0
BEL,SRB,7,14,14,14.0
BEL,SEN,7,14,14,14.0
EGY,MEX,7,14,14,14.0
BEL,SDN,7,14,14,14.0
BEL,PAK,7,14,14,14.0
BEL,LBN,7,14,14,14.0
LVA,MCO,7,14,14,14.0
BEL,DZA,7,14,14,14.0
LVA,MDA,7,14,14,14.0
JPN,SRB,7,14,14,14.0
ISL,SEN,7,14,14,14.0
PRT,THA,7,14,14,14.0
KEN,PRT,7,14,14,14.0
AUS,SAU,7,14,14,14.0
AUS,SRB,7,14,14,14.0
BEL,ETH,7,14,14,14.0
LVA,SRB,7,14,14,14.0
PRT,QAT,7,14,14,14.0
LUX,MDA,7,14,14,14.0
POL,SRB,7,14,14,14.0
MDA,NLD,7,14,14,14.0
AUT,NGA,7,14,14,14.0
ISL,SRB,7,14,14,14.0
AUT,QAT,7,14,14,14.0
AUT,SEN,7,14,14,14.0
AUT,MDA,7,14,14,14.0
ISL,URY,7,14,14,14.0
MDA,PRT,7,14,14,14.0
ISR,MKD,7,14,14,14.0
ECU,GTM,6,14,14,14.0
LIE,MEX,7,14,14,14.0
ISR,URY,7,14,14,14.0
AUT,ZAF,7,14,14,14.0
MCO,MNE,7,14,14,14.0
EGY,SVK,7,14,14,14.0
ITA,NGA,7,14,14,14.0
ITA,PAN,7,14,14,14.0
ITA,SGP,7,14,14,14.0
LIE,MAR,7,14,14,14.0
LVA,QAT,7,14,14,14.0
GTM,NIC,5,26,12,13.929411764705883
IRQ,VNM,6,18,12,13.923809523809524
AGO,BWA,4,32,9,13.857142857142858
BIH,NGA,6,14,14,13.82857142857143
IRQ,POL,6,14,14,13.82857142857143
GIN,HTI,6,14,14,13.8
AUT,IND,6,14,14,13.8
DZA,SLE,6,13,16,13.733333333333333
KWT,NZL,6,17,12,13.733333333333333
CHE,KWT,6,13,16,13.733333333333333
IRQ,NIC,5,16,13,13.701587301587303
COG,DNK,5,17,12,13.685714285714287
RUS,SOM,6,12,20,13.672727272727274
COG,COL,6,20,12,13.672727272727274
FJI,SLB,5,15,13,13.666666666666666
COG,LKA,5,13,15,13.657142857142857
CZE,LBR,6,12,17,13.657142857142857
LUX,SOM,6,12,16,13.600000000000001
EGY,ERI,4,16,12,13.6
COG,FIN,5,17,12,13.523809523809524
ESP,MLI,6,12,16,13.466666666666667
CAF,HTI,5,17,12,13.466666666666667
CAF,LBN,6,16,12,13.466666666666667
LBR,TLS,6,13,15,13.466666666666667
PAK,RUS,5,14,16,13.457142857142859
BGR,IRQ,5,14,13,13.454545454545453
RWA,TCD,6,14,13,13.428571428571429
COL,ESP,6,16,13,13.4
JOR,NZL,6,13,14,13.4
HRV,KEN,6,13,14,13.4
MOZ,UGA,5,11,32,13.318840579710145
ETH,MLI,5,12,18,13.3
COL,YEM,6,15,13,13.257142857142858
GRC,LBR,6,12,16,13.257142857142858
THA,ZAF,6,12,16,13.257142857142858
IRQ,SGP,6,16,12,13.257142857142858
KOR,LBR,6,12,16,13.257142857142856
LBR,LTU,6,16,12,13.257142857142856
IRL,LBR,6,12,16,13.257142857142856
BGR,LBR,6,12,16,13.257142857142856
ISR,LBR,6,12,16,13.257142857142856
LBR,LUX,6,16,12,13.257142857142856
MOZ,SLE,6,12,15,13.200000000000001
NAM,SLE,6,14,13,13.200000000000001
KGZ,UZB,5,15,12,13.200000000000001
DZA,GHA,6,14,13,13.200000000000001
CAF,LUX,6,15,12,13.200000000000001
AFG,ESP,5,24,10,13.129870129870131
COL,LBY,5,13,63,13.114285714285716
LBN,ROU,6,14,13,13.066666666666666
AFG,LBN,6,13,14,13.066666666666666
AFG,KHM,5,13,14,13.066666666666666
DZA,IRL,6,13,13,13.0
BGR,BLR,6,13,13,13.0
MLI,TUN,6,13,13,13.0
CUB,DEU,6,12,16,13.0
PHL,ROU,6,13,13,13.0
AZE,PAK,6,16,12,13.0
AUT,BRA,6,13,13,13.0
BDI,CMR,5,14,14,12.952380952380953
CAF,TZA,5,21,11,12.929870129870132
BEL,PSE,5,10,20,12.923809523809524
AUT,COG,5,11,17,12.923809523809524
NGA,SLE,3,8,46,12.895726495726496
ECU,HTI,5,12,15,12.866666666666667
MKD,ZAF,6,12,15,12.857142857142858
FJI,ZAF,6,12,15,12.857142857142858
GHA,SDN,5,12,15,12.857142857142858
ESP,YEM,6,13,13,12.8
BDI,TCD,6,13,13,12.8
CAF,MAR,6,14,12,12.8
OMN,TUN,6,12,14,12.8
FRA,SGP,6,13,13,12.8
CHN,PAK,5,10,21,12.723809523809523
BIH,COG,5,11,17,12.714285714285715
BRA,NIC,6,12,14,12.666666666666666
CUB,PRT,6,12,14,12.666666666666666
IRQ,OMN,6,14,12,12.666666666666666
GTM,ITA,6,14,12,12.666666666666666
SLE,UKR,6,12,14,12.666666666666666
GHA,JPN,6,12,14,12.666666666666666
ITA,JOR,6,12,14,12.666666666666666
COL,GTM,5,14,13,12.666666666666666
GIN,MAR,6,14,12,12.666666666666666
CAN,THA,6,14,12,12.666666666666666
FRA,KWT,5,11,16,12.600000000000001
HND,USA,5,11,41,12.564705882352943
COG,IRL,5,16,11,12.523809523809524
COG,LUX,5,16,11,12.523809523809524
BGR,LBN,5,11,17,12.5
CHN,SOM,4,9,28,12.482051282051282
TLS,ZAF,4,35,8,12.472727272727274
KWT,RUS,5,17,11,12.466666666666667
AUS,PSE,5,10,17,12.457142857142857
HTI,MLI,5,15,12,12.457142857142857
NAM,SDN,5,12,13,12.444444444444445
GRC,TUN,6,13,12,12.4
DJI,JOR,6,13,12,12.4
ARG,HND,6,12,13,12.4
DJI,SAU,6,12,13,12.4
PER,SVN,6,12,13,12.4
EGY,FJI,6,13,12,12.4
EST,SRB,6,13,12,12.4
IRL,MCO,6,13,12,12.4
PER,PHL,6,12,13,12.4
IND,SVK,6,13,12,12.4
ARG,BIH,6,12,13,12.4
IDN,KEN,6,13,12,12.4
NGA,UKR,6,12,13,12.4
NGA,TUR,6,12,13,12.4
BGR,BRA,6,13,12,12.4
IDN,LVA,6,13,12,12.4
MAR,NAM,6,13,12,12.4
CHL,PSE,5,10,17,12.4
KHM,PHL,6,12,13,12.4
ARE,ZAF,6,13,12,12.4
NZL,TUN,6,13,12,12.4
SVN,ZAF,6,13,12,12.4
ARG,BGR,6,13,12,12.4
AUS,PLW,6,13,12,12.4
ALB,MAR,6,12,13,12.4
ARG,MKD,6,12,13,12.4
IND,SGP,6,13,12,12.4
IDN,MKD,6,13,12,12.4
SDN,SWE,6,13,12,12.4
CHE,PER,6,13,12,12.4
ECU,ESP,6,13,12,12.4
SGP,THA,6,13,12,12.4
BEL,ZMB,6,12,13,12.4
BLR,MAR,6,12,13,12.4
CUB,VNM,6,13,12,12.4
SAU,UKR,6,13,12,12.4
MEX,ROU,6,12,13,12.4
MEX,PRT,6,13,12,12.4
CUB,NIC,6,12,13,12.4
CUB,GRC,6,12,13,12.4
ALB,MYS,6,12,13,12.4
AUT,TUN,6,13,12,12.4
SDN,VNM,6,13,12,12.4
PHL,SVK,6,13,12,12.4
EGY,ROU,6,12,13,12.4
PHL,THA,6,13,12,12.4
DJI,ZMB,6,12,13,12.4
BRA,RWA,6,12,13,12.4
COL,DZA,6,12,13,12.4
GHA,ZAF,6,12,13,12.4
EGY,MKD,6,12,13,12.4
ESP,GAB,6,13,12,12.4
USA,ZWE,4,31,9,12.346666666666666
AUS,BDI,4,11,15,12.311688311688311
AZE,PSE,5,10,18,12.31111111111111
COL,PSE,3,11,14,12.298989898989898
GTM,SLV,4,25,9,12.257142857142858
JPN,MMR,5,10,22,12.241758241758243
PSE,SWE,5,17,10,12.200000000000001
JPN,RUS,5,11,15,12.2
IRN,UKR,5,13,14,12.19047619047619
BGD,KWT,5,14,11,12.15
IRN,QAT,5,14,12,12.133333333333333
DEU,SDN,5,10,19,12.11111111111111
BIH,BLR,5,12,13,12.066666666666666
BLR,DEU,5,13,14,12.066666666666666
FRA,SLE,5,11,16,12.066666666666666
LBY,ZWE,3,72,7,12.008020050125314
KAZ,PER,6,12,12,12.0
ISR,MCO,6,12,12,12.0
MCO,POL,6,12,12,12.0
MDA,POL,6,12,12,12.0
BGR,MEX,6,12,12,12.0
ARG,SVN,6,12,12,12.0
EGY,THA,6,12,12,12.0
BGR,MCO,6,12,12,12.0
LVA,SGP,6,12,12,12.0
TUR,VNM,6,12,12,12.0
MAR,URY,6,12,12,12.0
PHL,TUN,6,12,12,12.0
LVA,PER,6,12,12,12.0
MDA,USA,6,12,12,12.0
MNE,URY,6,12,12,12.0
MDA,NZL,6,12,12,12.0
IND,UGA,6,12,12,12.0
CRI,KOR,6,12,12,12.0
MCO,SWE,6,12,12,12.0
CRI,LBN,6,12,12,12.0
PAK,ZMB,6,12,12,12.0
MDA,MLT,6,12,12,12.0
BGR,URY,6,12,12,12.0
MDA,MNE,6,12,12,12.0
BGR,SEN,6,12,12,12.0
QAT,SWE,6,12,12,12.0
KAZ,MAR,6,12,12,12.0
ROU,SMR,6,12,12,12.0
KAZ,MLT,6,12,12,12.0
LVA,SEN,6,12,12,12.0
ISR,NAM,6,12,12,12.0
IND,NIC,6,12,12,12.0
MCO,UKR,6,12,12,12.0
BGR,QAT,6,12,12,12.0
RUS,SVK,6,12,12,12.0
BGR,PER,6,12,12,12.0
QAT,SVN,6,12,12,12.0
CZE,SEN,6,12,12,12.0
JPN,VNM,6,12,12,12.0
MEX,POL,6,12,12,12.0
CZE,MEX,6,12,12,12.0
JPN,KHM,6,12,12,12.0
ALB,SEN,6,12,12,12.0
JPN,SLV,6,12,12,12.0
IRL,URY,6,12,12,12.0
EGY,JAM,6,12,12,12.0
MEX,SVK,6,12,12,12.0
CZE,MYS,6,12,12,12.0
ROU,URY,6,12,12,12.0
AUS,KHM,6,12,12,12.0
MEX,ZAF,6,12,12,12.0
BEL,SGP,6,12,12,12.0
CZE,URY,6,12,12,12.0
MKD,URY,6,12,12,12.0
AUS,MCO,6,12,12,12.0
EGY,LVA,6,12,12,12.0
CZE,QAT,6,12,12,12.0
JPN,OMN,6,12,12,12.0
SWE,TZA,6,12,12,12.0
DEU,GTM,6,12,12,12.0
ALB,KOR,6,12,12,12.0
MEX,MLT,6,12,12,12.0
IRL,SEN,6,12,12,12.0
ARG,TZA,6,12,12,12.0
MLT,SRB,6,12,12,12.0
THA,UKR,6,12,12,12.0
ARG,VNM,6,12,12,12.0
AUS,SMR,6,12,12,12.0
POL,QAT,6,12,12,12.0
ISL,MEX,6,12,12,12.0
IRL,MDA,6,12,12,12.0
ISL,MCO,6,12,12,12.0
ITA,SMR,6,12,12,12.0
MLT,SEN,6,12,12,12.0
MLT,QAT,6,12,12,12.0
BGR,EGY,6,12,12,12.0
AUS,ETH,6,12,12,12.0
AUS,SLV,6,12,12,12.0
CUB,ITA,6,12,12,12.0
LVA,URY,6,12,12,12.0
IRL,QAT,6,12,12,12.0
BEL,GTM,6,12,12,12.0
PHL,RWA,6,12,12,12.0
MYS,SVK,6,12,12,12.0
ESP,MCO,6,12,12,12.0
ARE,MKD,6,12,12,12.0
ARE,MNE,6,12,12,12.0
LIE,QAT,6,12,12,12.0
ARE,BGR,6,12,12,12.0
BLR,SGP,6,12,12,12.0
CHE,GTM,6,12,12,12.0
NZL,QAT,6,12,12,12.0
GEO,ISR,6,12,12,12.0
NZL,SAU,6,12,12,12.0
GEO,KOR,6,12,12,12.0
GEO,LBN,6,12,12,12.0
GEO,LIE,6,12,12,12.0
ETH,RWA,6,12,12,12.0
PRT,URY,6,12,12,12.0
ALB,ARG,6,12,12,12.0
LIE,MDA,6,12,12,12.0
LIE,MCO,6,12,12,12.0
DJI,YEM,6,12,12,12.0
GEO,SGP,6,12,12,12.0
CHE,LBN,6,12,12,12.0
EST,URY,6,12,12,12.0
GEO,TUN,6,12,12,12.0
NLD,SRB,6,12,12,12.0
DZA,PHL,6,12,12,12.0
CHE,MDA,6,12,12,12.0
ARE,POL,6,12,12,12.0
BLR,DZA,6,12,12,12.0
CAN,NGA,6,12,12,12.0
SGP,USA,6,12,12,12.0
NZL,SEN,6,12,12,12.0
ARE,MLT,6,12,12,12.0
ARE,LVA,6,12,12,12.0
AZE,IDN,6,12,12,12.0
DNK,KAZ,6,12,12,12.0
ARE,CZE,6,12,12,12.0
BRA,YEM,6,12,12,12.0
DNK,PHL,6,12,12,12.0
AGO,NOR,6,12,12,12.0
FIN,SMR,6,12,12,12.0
FJI,IND,6,12,12,12.0
DZA,RWA,6,12,12,12.0
FJI,PHL,6,12,12,12.0
FJI,PNG,6,12,12,12.0
FJI,UKR,6,12,12,12.0
DNK,MCO,6,12,12,12.0
ARE,ESP,6,12,12,12.0
FIN,SDN,6,12,12,12.0
BRA,NAM,6,12,12,12.0
LTU,SRB,6,12,12,12.0
NOR,SMR,6,12,12,12.0
CHE,CUB,6,12,12,12.0
FIN,QAT,6,12,12,12.0
SEN,SVK,6,12,12,12.0
CAN,SEN,6,12,12,12.0
CAN,RUS,6,12,12,12.0
CHE,DZA,6,12,12,12.0
ARE,ITA,6,12,12,12.0
FRA,MDA,6,12,12,12.0
ARE,LIE,6,12,12,12.0
LIE,SEN,6,12,12,12.0
NOR,PAN,6,12,12,12.0
ARE,LUX,6,12,12,12.0
FRA,PHL,6,12,12,12.0
IND,JAM,6,12,12,12.0
TUR,URY,6,12,12,12.0
ARE,SVK,6,12,12,12.0
HUN,MDA,6,12,12,12.0
HRV,PAN,6,12,12,12.0
HRV,PER,6,12,12,12.0
ARG,GEO,6,12,12,12.0
DZA,NIC,6,12,12,12.0
HRV,QAT,6,12,12,12.0
HRV,SEN,6,12,12,12.0
DEU,SEN,6,12,12,12.0
ARG,HRV,6,12,12,12.0
ESP,TZA,6,12,12,12.0
HRV,ZAF,6,12,12,12.0
COL,TUR,6,12,12,12.0
CHL,GIN,6,12,12,12.0
LUX,URY,6,12,12,12.0
HUN,MEX,6,12,12,12.0
LUX,SRB,6,12,12,12.0
ARG,JOR,6,12,12,12.0
HUN,SEN,6,12,12,12.0
HUN,SRB,6,12,12,12.0
IDN,JAM,6,12,12,12.0
KOR,NGA,6,12,12,12.0
BDI,IND,6,12,12,12.0
SRB,SVK,6,12,12,12.0
DZA,SWE,6,12,12,12.0
CHL,KOR,6,12,12,12.0
CRI,DJI,6,12,12,12.0
KEN,UKR,6,12,12,12.0
PAK,TZA,6,12,12,12.0
IDN,VNM,6,12,12,12.0
ARE,SVN,6,12,12,12.0
HRV,LBN,6,12,12,12.0
DEU,TZA,6,12,12,12.0
GRC,TZA,6,12,12,12.0
EST,SEN,6,12,12,12.0
COL,ITA,6,12,12,12.0
ARE,UKR,6,12,12,12.0
LBN,VNM,6,12,12,12.0
LBN,SVK,6,12,12,12.0
CHE,QAT,6,12,12,12.0
EST,MEX,6,12,12,12.0
BIH,LTU,6,12,12,12.0
GRC,SEN,6,12,12,12.0
CHE,SGP,6,12,12,12.0
CHE,SMR,6,12,12,12.0
LUX,SEN,6,12,12,12.0
CHE,SRB,6,12,12,12.0
DJI,ITA,6,12,12,12.0
GRC,URY,6,12,12,12.0
DJI,IRQ,6,12,12,12.0
DEU,URY,6,12,12,12.0
LUX,QAT,6,12,12,12.0
CHE,VNM,6,12,12,12.0
BIH,DNK,6,12,12,12.0
NZL,ZMB,6,12,12,12.0
LAO,VNM,6,12,12,12.0
GTM,MYS,6,12,12,12.0
DJI,HRV,6,12,12,12.0
GRC,VNM,6,12,12,12.0
ECU,IDN,6,12,12,12.0
CHE,THA,6,12,12,12.0
DZA,USA,4,9,30,11.946666666666667
CAF,JOR,4,26,9,11.942857142857143
ITA,MLI,4,10,17,11.928571428571429
GIN,ZWE,4,20,10,11.875
PSE,UKR,5,15,10,11.866666666666667
KAZ,UZB,5,15,10,11.866666666666667
BHR,IRQ,5,11,21,11.866666666666667
IRL,RWA,4,9,34,11.8
KWT,NIC,5,12,15,11.777777777777777
BDI,ISR,5,13,11,11.75
BDI,PRT,5,13,11,11.75
LBR,MAR,5,13,11,11.75
CHE,SLE,5,11,13,11.75
CAF,ISR,5,14,11,11.733333333333333
SYR,YEM,5,10,15,11.733333333333333
LBR,ZWE,4,16,11,11.723809523809523
EST,IRQ,5,13,13,11.714285714285715
COG,HRV,5,16,10,11.714285714285715
DEU,YEM,5,11,13,11.666666666666666
CHL,LBR,5,10,15,11.657142857142857
DJI,USA,5,13,12,11.657142857142857
LBY,MYS,4,63,9,11.607142857142858
CRI,PSE,5,10,14,11.6
AFG,FIN,5,15,10,11.523809523809524
COG,NZL,5,15,10,11.523809523809524
ETH,QAT,5,15,11,11.511111111111111
IRN,MYS,4,14,10,11.511111111111111
CAF,LTU,5,14,10,11.466666666666667
BDI,LBY,5,11,13,11.466666666666667
CIV,SOM,5,11,13,11.466666666666667
LKA,SDN,5,14,10,11.466666666666667
BDI,NZL,4,12,11,11.454545454545453
COG,TUN,4,23,9,11.452631578947368
IRQ,MEX,5,20,10,11.428571428571429
CHL,ECU,5,12,11,11.428571428571429
CHE,SAU,5,11,12,11.428571428571429
KWT,NLD,5,15,10,11.4
EGY,MLI,5,11,12,11.4
CAF,IRN,5,11,12,11.4
MRT,TUN,5,11,12,11.4
AUS,MLI,5,10,15,11.4
BIH,MAR,5,12,11,11.4
TUN,UGA,5,12,11,11.4
CAF,PAK,5,14,10,11.333333333333332
KWT,VNM,5,14,10,11.333333333333332
HTI,JAM,4,19,12,11.285714285714286
TUN,USA,4,9,28,11.280000000000001
LBY,NER,4,17,9,11.261111111111111
LBY,OMN,4,65,8,11.257142857142858
CIV,GHA,4,9,16,11.257142857142858
AGO,ARG,5,14,10,11.257142857142858
LBR,NZL,5,14,10,11.257142857142858
HTI,SSD,5,11,13,11.257142857142858
ERI,USA,5,14,10,11.257142857142858
BIH,SOM,5,11,13,11.257142857142858
IRQ,ZWE,5,13,11,11.257142857142858
VNM,ZAF,5,10,14,11.257142857142856
HUN,LBR,5,10,14,11.257142857142856
ISL,LBR,5,10,14,11.257142857142856
FIN,LBR,5,10,14,11.257142857142856
AUT,LBR,5,10,14,11.257142857142856
EST,LBR,5,10,14,11.257142857142856
LBR,LVA,5,14,10,11.257142857142856
MOZ,NAM,4,9,17,11.2
JOR,UKR,5,11,12,11.2
SOM,ZWE,5,12,11,11.2
COD,LBR,3,10,15,11.142857142857142
IRL,ZWE,5,11,12,11.066666666666666
KWT,UKR,5,13,10,11.066666666666666
CHN,IRQ,5,11,12,11.066666666666666
BLR,KWT,5,10,13,11.066666666666666
KWT,ZWE,5,12,11,11.066666666666666
BIH,GEO,5,10,13,11.066666666666666
MEX,SDN,5,13,10,11.066666666666666
CAN,FJI,5,13,10,11.066666666666666
AUS,ZWE,5,11,12,11.066666666666666
AUS,GIN,4,8,33,11.007518796992482
IDN,MRT,5,11,11,11.0
DZA,GRC,5,11,11,11.0
IDN,SVN,5,11,11,11.0
AUT,BLR,5,11,11,11.0
IRL,TZA,5,11,11,11.0
CHL,JOR,5,11,11,11.0
BFA,DEU,5,11,11,11.0
BDI,DEU,4,11,11,11.0
BLR,MKD,5,11,11,11.0
MAR,ZMB,5,11,11,11.0
CAN,NIC,5,11,11,11.0
ESP,ETH,5,10,14,11.0
EGY,MRT,5,11,11,11.0
JAM,TUN,5,11,11,11.0
PHL,SVN,5,11,11,11.0
LBY,MLT,4,63,8,10.923809523809524
CAF,SRB,4,15,9,10.866666666666667
GEO,YEM,5,10,13,10.857142857142858
BDI,TUN,5,13,10,10.857142857142858
ETH,PAK,5,13,10,10.857142857142858
SGP,SWE,5,13,10,10.857142857142858
ITA,LBR,5,10,13,10.857142857142858
IRN,SSD,4,26,8,10.812698412698413
NAM,TUN,5,10,12,10.8
CHL,COL,4,10,12,10.8
MLI,MYS,5,12,10,10.8
AFG,BEL,5,12,10,10.8
AFG,BIH,5,11,11,10.8
MYS,SOM,5,10,12,10.8
MKD,MYS,5,11,11,10.8
RWA,SSD,5,12,10,10.8
BDI,ERI,5,12,10,10.8
ARE,DJI,5,11,11,10.8
DNK,ZAF,5,11,11,10.8
GMB,LBR,5,10,12,10.8
LUX,MLI,5,10,12,10.8
IND,RUS,5,10,12,10.8
CAN,SOM,5,10,12,10.8
BIH,ZAF,5,12,10,10.8
IND,KGZ,4,10,12,10.8
BFA,MRT,5,11,11,10.8
RUS,TLS,3,7,33,10.746078431372549
AFG,UGA,4,9,18,10.733333333333334
AFG,GIN,4,30,8,10.730158730158731
BRA,COG,4,12,16,10.672727272727274
COL,PHL,5,12,10,10.666666666666666
NLD,TUN,5,10,12,10.666666666666666
SWE,TUN,5,10,12,10.666666666666666
COL,KWT,5,10,12,10.666666666666666
GTM,SWE,5,12,10,10.666666666666666
CHE,COL,5,10,12,10.666666666666666
PRT,SDN,5,12,10,10.666666666666666
QAT,SEN,5,12,10,10.666666666666666
IDN,NLD,5,12,10,10.666666666666666
KWT,PHL,5,12,10,10.666666666666666
